timeframe,rank,candidate_start,candidate_end,similarity,direction_balance,alternation,body_level,body_shift,small_body_fraction,large_body_fraction,upper_rejection,lower_rejection,rejection_balance,wick_bias,range_level,range_shift,compression_fraction,expansion_fraction,expansion_transition,close_location,close_shift,direction_shift,first_third_alternation,last_third_alternation,bullish_fraction,bearish_fraction,middle_third_range,pattern_code,fingerprint_id
15m,25,24145,24164,0.3283240018960676,0.0,0.7368421052631579,0.42770563726822247,-0.0717564238618173,0.35,0.3,0.4,0.35,0.95,-0.050000000000000044,1.0060266016379265,0.22269708253009923,0.5,0.4,0.0971771328803781,0.4560852244093443,-0.02320489204918208,0.0,0.6,0.8,0.5,0.5,1.1871627505952997,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-9897D75625
30m,1,10361,10380,0.3154677046288155,0.0,0.5789473684210527,0.4459869325389773,-0.11335210192609202,0.3,0.4,0.4,0.3,0.8999999999999999,-0.10000000000000003,1.0214401661755423,-0.4677569890545016,0.45,0.3,-0.7346143795288098,0.48648708815409886,-0.05914127339705949,0.0,0.6,0.4,0.5,0.5,0.8196152797992028,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-1D733A9CCC
30m,2,10217,10236,0.3131077521097864,-0.10000000000000003,0.3684210526315789,0.4010764691758662,0.12093013581936374,0.45,0.3,0.25,0.5,0.75,0.25,1.2813625503144146,-0.09302352882639942,0.2,0.45,-0.2064098073875158,0.5432996409239121,-0.18405968195184647,-0.09999999999999998,0.2,0.8,0.45,0.55,0.8404698580556648,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-E696176FB9
30m,3,14180,14199,0.31077214103167244,-0.19999999999999996,0.631578947368421,0.41260820848115615,-0.01757823104788636,0.35,0.3,0.3,0.35,0.95,0.04999999999999999,1.4973928402339312,-1.1090778638757086,0.2,0.5,-1.6133745107472488,0.4940924675340132,-0.09677854159235433,0.0,0.8,0.6,0.4,0.6,1.0670937061423438,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-2E942F63E6
30m,4,23299,23318,0.30195901305476625,-0.19999999999999996,0.5789473684210527,0.44703317818376853,0.14801676015555792,0.2,0.2,0.35,0.2,0.8500000000000001,-0.14999999999999997,0.9955969246183679,-0.49129326959303476,0.55,0.2,-0.7188411993437976,0.4515155625446182,0.015471848096283491,0.2,0.6,0.6,0.4,0.6,0.8765938831529706,BALANCED | COMPRESSING | UPPER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-D5A3EF8545
30m,5,24691,24710,0.30150823873315796,-0.19999999999999996,0.47368421052631576,0.45556480025273344,0.028437852252562512,0.2,0.25,0.45,0.3,0.85,-0.15000000000000002,1.7107042564484476,-1.3246053558645616,0.2,0.55,-1.779806999779808,0.4733122091177015,-0.23037968423518823,-0.2,0.6,0.4,0.4,0.6,1.8221279369013443,BALANCED | COMPRESSING | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-8316303682
30m,6,20852,20871,0.2992395450990151,-0.30000000000000004,0.3684210526315789,0.3883115062535886,0.027718443376820223,0.3,0.2,0.35,0.45,0.8999999999999999,0.10000000000000003,1.4540842827862765,-1.0150461537595596,0.3,0.45,-1.8335670345664883,0.48218001686406753,-0.08362292257675691,-0.3,0.8,0.2,0.35,0.65,1.2519369174122972,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-D3FE30360C
30m,7,24164,24183,0.29635495108764665,0.0,0.42105263157894735,0.5918327054272975,-0.022840010746900563,0.1,0.5,0.1,0.25,0.85,0.15,1.3801907527478665,-0.43184838816204185,0.25,0.45,-1.1260821557010225,0.508077851483902,0.11731697165263727,0.19999999999999996,0.2,0.6,0.5,0.5,1.312197607853055,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-39877628CA
30m,8,18748,18767,0.2961231166735066,-0.10000000000000003,0.42105263157894735,0.4299483492792878,0.089716881246799,0.4,0.35,0.1,0.45,0.65,0.35,1.657091935446618,-1.0521200906619437,0.05,0.55,-1.4740823600116866,0.5467352106658419,0.13849705604778573,0.3,0.4,0.2,0.45,0.55,1.3946396443790459,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-4E51496247
30m,9,16254,16273,0.29430117439419545,-0.10000000000000003,0.5263157894736842,0.4461896395006681,-0.08487798868023744,0.2,0.3,0.45,0.3,0.85,-0.15000000000000002,0.9487906986436657,-0.5166379942404316,0.5,0.15,-0.8217527273973909,0.4950108975339421,0.010659686271152269,0.09999999999999998,0.6,0.6,0.45,0.55,0.545010735075249,BALANCED | COMPRESSING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-1607E19B10
30m,10,13713,13732,0.2929332422967969,-0.19999999999999996,0.5263157894736842,0.37965084089074363,0.2737796776240422,0.4,0.15,0.35,0.45,0.8999999999999999,0.10000000000000003,0.9754447769673987,-0.2224901518293263,0.55,0.2,-0.5621474136388073,0.5232738132696004,-0.10756863115544796,-0.2,0.8,0.4,0.4,0.6,0.7863945829262757,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-E23A837675
30m,11,17972,17991,0.29148531122382865,0.0,0.7368421052631579,0.4259561783350271,0.012743542370062866,0.3,0.25,0.35,0.4,0.95,0.050000000000000044,1.7189381956430967,-1.5249308671389767,0.2,0.55,-2.450784100068872,0.5367842342457742,-0.09470583272442368,0.0,0.6,0.8,0.5,0.5,1.4962225444701194,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-0A54D9D887
30m,12,4249,4268,0.2907851054214705,-0.19999999999999996,0.5789473684210527,0.33922889691204305,0.12862703826702926,0.4,0.15,0.3,0.6,0.7,0.3,1.183982498173001,-0.5679983736504572,0.25,0.3,-0.7791557013822453,0.5657023024886968,0.12244566837894577,0.39999999999999997,0.2,0.6,0.4,0.6,1.0213591480730504,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-85064687D1
30m,13,26897,26916,0.28777827542768275,0.0,0.47368421052631576,0.39405798589539837,-0.2256369062493287,0.3,0.2,0.3,0.4,0.8999999999999999,0.10000000000000003,1.5921392692582659,-1.7079280475121805,0.4,0.45,-2.17566790443868,0.5597184085848894,-0.07224630826814082,0.0,0.4,0.4,0.5,0.5,1.5637728447607755,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-5F19941843
30m,14,16049,16068,0.2870436722740265,-0.19999999999999996,0.5263157894736842,0.45255496829201636,-0.06279204576137004,0.3,0.25,0.2,0.4,0.8,0.2,1.261018308501044,-0.7965348128057963,0.2,0.45,-1.0749802774724508,0.5645440323214879,-0.20744191366478015,-0.2,0.4,0.6,0.4,0.6,1.1160743704341838,BALANCED | COMPRESSING | LOWER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-1F7F60450C
30m,15,2518,2537,0.2869499061809444,-0.30000000000000004,0.47368421052631576,0.48991102082166044,0.15688276775501037,0.2,0.4,0.3,0.55,0.75,0.25000000000000006,1.7628120459579328,-1.7594122584234513,0.3,0.45,-2.754861855152933,0.4853458468014057,0.0985440662106356,0.3,0.4,0.6,0.35,0.65,1.3444612337677884,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-ACCD75E2BF
30m,16,14233,14252,0.28653577257284263,-0.10000000000000003,0.47368421052631576,0.4617978195944703,-0.12342055225010107,0.3,0.35,0.4,0.4,1.0,0.0,1.0144193285816194,-0.6503517710227975,0.5,0.35,-0.9925461984748112,0.5095143810938869,-0.03120630308509842,0.3,1.0,0.6,0.45,0.55,0.8992374502207424,BALANCED | COMPRESSING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-BCE32CB3A3
30m,17,16102,16121,0.28648590174737437,0.0,0.47368421052631576,0.43268654232159315,0.08876554560580041,0.25,0.25,0.5,0.3,0.8,-0.2,1.4374597307660177,-0.7639120670492932,0.1,0.4,-1.2292833126451612,0.49032788429078183,-0.004348205453048648,0.39999999999999997,0.2,0.6,0.5,0.5,1.0784914879357193,BALANCED | COMPRESSING | UPPER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-544704FDBD
30m,18,5576,5595,0.28498674854743067,-0.10000000000000003,0.7894736842105263,0.45000489481357075,-0.05826916120673342,0.2,0.35,0.3,0.4,0.8999999999999999,0.10000000000000003,1.40340336744586,-0.9398048840932539,0.25,0.4,-1.4113627817335543,0.47834096284520156,0.23905952470756592,0.09999999999999998,1.0,1.0,0.45,0.55,1.2424538747380482,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-F2FEDB5C04
30m,19,22776,22795,0.2848392436462831,-0.19999999999999996,0.5789473684210527,0.4219196093009018,0.19153796491186498,0.3,0.3,0.25,0.35,0.9,0.09999999999999998,1.3086027491361676,-0.2892830335256378,0.2,0.45,-0.7198734916050531,0.48389547389586574,0.007140878308761867,0.0,0.4,0.6,0.4,0.6,1.0971282069031811,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-02AD1C160F
30m,20,22778,22797,0.2842909045817305,0.0,0.5789473684210527,0.41982697423205506,0.06928357345899411,0.3,0.3,0.3,0.3,1.0,0.0,1.2323517408037787,-0.42025914761304883,0.25,0.4,-0.7583057097708151,0.47173552131489255,0.05902495778109257,0.19999999999999996,0.8,0.2,0.5,0.5,1.0932057354904894,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-2EAC8B8158
30m,21,23201,23220,0.28365008375669837,-0.10000000000000003,0.7368421052631579,0.4584483585693305,0.16271994111349403,0.25,0.35,0.25,0.35,0.9,0.09999999999999998,1.2097868353313521,-0.3234750771830772,0.2,0.35,-0.5796710653615674,0.5385375591193226,-0.08699179542928298,0.09999999999999998,0.8,0.6,0.45,0.55,1.1942922628618315,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-979C3EA989
30m,22,9151,9170,0.2833594003883669,-0.10000000000000003,0.3157894736842105,0.4571402166111514,-0.05130210441891725,0.25,0.35,0.3,0.35,0.95,0.04999999999999999,1.348778871215643,-0.816913823616951,0.25,0.4,-1.2362153049353917,0.5153203026219362,-0.20326060692388936,-0.3,0.6,0.2,0.45,0.55,1.0424040991886458,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-70C7769E5C
30m,23,26537,26556,0.2832571308770032,-0.19999999999999996,0.5789473684210527,0.4200312222438902,0.043185252308863165,0.35,0.25,0.3,0.45,0.85,0.15000000000000002,1.043826551308045,-0.15650700550429597,0.3,0.35,-0.4910335296278273,0.4322257957766823,0.11217739030145824,0.2,0.8,0.8,0.4,0.6,0.972143311021798,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-5EA87E23FF
30m,24,18035,18054,0.2830701711383585,-0.10000000000000003,0.5263157894736842,0.42545211120593673,0.10103841758890386,0.3,0.25,0.35,0.35,1.0,0.0,1.3035235855471448,-0.3966770987253112,0.1,0.5,-0.5179604738682737,0.5215362985897746,-0.028727942021168906,0.09999999999999998,0.2,1.0,0.45,0.55,1.1944317775769289,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-5EA06C147E
30m,25,10156,10175,0.282825276690335,0.5,0.42105263157894735,0.47212017731067046,0.14962887332971353,0.25,0.4,0.25,0.4,0.85,0.15000000000000002,1.1021716104357213,-0.5651120414848574,0.45,0.25,-0.8797237757356055,0.6439320465397054,0.29229129371983587,0.10000000000000009,0.4,0.4,0.75,0.25,0.7341471155063859,BULL_BIASED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-3D04F6AC80
1h,1,2337,2356,0.3469396595048701,0.10000000000000003,0.47368421052631576,0.47531436797254134,0.03470466272172118,0.25,0.35,0.2,0.5,0.7,0.3,1.3949606353006943,0.8321558946927924,0.3,0.45,0.05841676105277238,0.5338766425879373,0.05806776453120566,-0.09999999999999998,0.4,0.8,0.55,0.45,1.7616870860648277,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-0072AF3226
1h,2,20761,20780,0.32963494706688234,0.10000000000000003,0.5263157894736842,0.4853414583602036,0.10699809296296714,0.3,0.4,0.3,0.35,0.95,0.04999999999999999,0.9854974873214684,0.3966654446331982,0.45,0.25,0.2730471940174716,0.5309496285980746,-0.08357099226408116,-0.09999999999999998,0.6,0.2,0.55,0.45,1.1697181104687828,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-114E044A2F
1h,3,15506,15525,0.3264616344767954,0.30000000000000004,0.47368421052631576,0.37892255043754947,0.03783633492670546,0.4,0.2,0.35,0.4,0.95,0.050000000000000044,0.841816008372408,0.29670005598910554,0.6,0.2,0.2633689963018412,0.6058386503425991,0.011736918173157695,-0.09999999999999998,0.6,0.6,0.65,0.35,0.9524459700704474,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-CA76728F52
1h,4,18791,18810,0.3228648242563793,0.6000000000000001,0.21052631578947367,0.4129729344861034,-0.0932136341138165,0.25,0.25,0.45,0.2,0.75,-0.25,0.8028395667118916,0.1703106431392919,0.6,0.15,-0.010347273810877744,0.5448680531612289,-0.15026303819072118,0.0,0.2,0.2,0.8,0.2,0.8352526481404833,BULL_BIASED | STABLE | UPPER_WICK | DIRECTION_BALANCED | LOW_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-878EE57801
1h,5,17447,17466,0.3220890508222792,0.39999999999999997,0.42105263157894735,0.4675397703069768,-0.004364857205338246,0.15,0.2,0.55,0.15,0.6,-0.4,1.3045420898227622,0.8446755084986763,0.35,0.4,0.4996933435572789,0.4988739834492731,-0.0358700190601301,-0.20000000000000007,0.2,0.8,0.7,0.3,1.6195447583033997,BULL_BIASED | EXPANDING | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-F46BA78502
1h,6,25464,25483,0.3215883423269641,0.10000000000000003,0.47368421052631576,0.36995510200131887,0.01497470982101523,0.35,0.25,0.4,0.3,0.8999999999999999,-0.10000000000000003,1.2185651482284754,0.5593648853379019,0.3,0.35,0.23106200678614464,0.5273720118902889,-0.1377141843963613,-0.29999999999999993,0.2,0.6,0.55,0.45,1.8023054948906314,BALANCED | EXPANDING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-95F513CFE9
1h,7,12192,12211,0.3206679373255908,-0.19999999999999996,0.5263157894736842,0.3939752318457432,-0.03499201271795788,0.35,0.25,0.2,0.5,0.7,0.3,1.3194717518227446,0.1817717453198726,0.3,0.5,-0.25469243551228615,0.5352628510001057,0.06069184341155609,0.2,0.8,0.6,0.4,0.6,1.4121452484121857,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-5C1864A20F
1h,8,12143,12162,0.3203199883977145,0.10000000000000003,0.47368421052631576,0.4346224950654466,-0.12876043792976016,0.3,0.35,0.5,0.2,0.7,-0.3,1.3581342643959584,0.7759750627655129,0.3,0.5,0.5269461128350647,0.39922611672073577,-0.031662642285964104,-0.09999999999999998,0.6,0.6,0.55,0.45,1.642803907440431,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-9B1FE5450C
1h,9,24145,24164,0.31767735787299184,0.10000000000000003,0.47368421052631576,0.3792150430930648,-0.07095540403117967,0.2,0.15,0.35,0.45,0.8999999999999999,0.10000000000000003,1.0293652098149457,0.6186153737515548,0.55,0.3,0.203908005625413,0.5427778505116991,0.03723140524597057,0.09999999999999998,0.8,0.2,0.55,0.45,1.304034669909375,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-9765848430
1h,10,25187,25206,0.3142213884703696,0.0,0.42105263157894735,0.38977839641723233,0.07337785594521168,0.25,0.15,0.2,0.45,0.75,0.25,1.2881944977750643,-0.3735741420600962,0.25,0.5,-0.8921337274336262,0.5415579167863538,-0.16794992018222132,-0.39999999999999997,0.2,0.4,0.5,0.5,1.3396549511778613,BALANCED | COMPRESSING | LOWER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-CF118F54CE
1h,11,25656,25675,0.3131734194912714,0.10000000000000003,0.42105263157894735,0.35705762510583505,-0.07886167991028414,0.3,0.1,0.5,0.35,0.85,-0.15000000000000002,1.1337019131628276,-0.058636455747740346,0.25,0.35,-0.09348423821117047,0.5137566276751117,0.05659537328272757,0.29999999999999993,0.4,0.2,0.55,0.45,1.3691986424076452,BALANCED | STABLE | UPPER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-FC47BB5C07
1h,12,25751,25770,0.31283302520117967,-0.10000000000000003,0.6842105263157895,0.41018474414639206,-0.07169376804850064,0.3,0.3,0.4,0.35,0.95,-0.050000000000000044,1.0156561525783196,0.5306539969808448,0.5,0.3,0.5125727280440935,0.5007143317103685,-0.16356733764635079,-0.09999999999999998,0.6,0.6,0.45,0.55,1.0755316261617425,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-8B5D55E5F9
1h,13,16780,16799,0.3127619714288004,0.0,0.5263157894736842,0.47272960613475445,-0.02409017969539151,0.2,0.3,0.35,0.35,1.0,0.0,0.9988472456894302,0.25552165087981416,0.3,0.3,0.3749988143692048,0.48716801830330203,-0.21477044338130985,-0.19999999999999996,0.4,0.2,0.5,0.5,1.1230454167269661,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-5B1F3D08E7
1h,14,7584,7603,0.31262242528287354,0.39999999999999997,0.5263157894736842,0.4235551333985925,-0.06557196927055425,0.4,0.3,0.35,0.5,0.85,0.15000000000000002,1.3053863220244306,0.35083125870652165,0.25,0.5,0.44437467904322436,0.6081200022484747,0.08959947823712056,0.0,0.8,0.2,0.7,0.3,1.5289836787920101,BULL_BIASED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-CBD53D2E88
1h,15,23160,23179,0.3070998553024255,0.19999999999999996,0.5789473684210527,0.4607604202028492,-0.016321563973389797,0.2,0.35,0.4,0.35,0.95,-0.050000000000000044,0.9280342494583624,0.5872300024553352,0.55,0.25,0.4383781129611567,0.4978885303070798,0.021238227004915566,0.0,0.6,0.6,0.6,0.4,0.9530831555697201,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-F7C8657C99
1h,16,11831,11850,0.3070448639612116,0.5,0.42105263157894735,0.3389650543754621,-0.011954378526465914,0.35,0.2,0.5,0.4,0.9,-0.09999999999999998,1.3054483562559893,1.064445978363838,0.35,0.5,0.9586831431393353,0.5737009638046977,0.10882155277348005,0.10000000000000009,0.0,0.4,0.75,0.25,1.569726145440211,BULL_BIASED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-D208364177
1h,17,6971,6990,0.3066415487328908,0.0,0.631578947368421,0.5003025395064734,0.060040051794970295,0.15,0.35,0.15,0.4,0.75,0.25,1.070133566435672,-0.6492768052416564,0.45,0.3,-0.9446046758652977,0.5651525920155822,0.02027999983657569,0.19999999999999996,0.4,0.6,0.5,0.5,1.4343387154872411,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-6E5E5C9A0C
1h,18,19704,19723,0.3055487612137304,0.30000000000000004,0.3684210526315789,0.45542996197502444,0.23650226566551025,0.2,0.25,0.3,0.45,0.85,0.15000000000000002,1.4006532074309583,0.9240584758804349,0.4,0.5,0.41590743551619835,0.6163700203826047,0.005536414082988439,0.09999999999999998,0.4,0.4,0.65,0.35,1.849099495450656,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-7B5B4C5DA7
1h,19,15532,15551,0.3050155904049879,-0.10000000000000003,0.7368421052631579,0.4278594033210072,-0.05787051155543893,0.3,0.25,0.15,0.5,0.65,0.35,1.1429345786360612,0.19375788325021515,0.25,0.4,0.4292936363566803,0.5194899282390805,-0.03845213015919646,0.09999999999999998,0.8,0.6,0.45,0.55,1.410327374814175,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-7BEF0BB427
1h,20,27336,27355,0.30473047749930343,0.10000000000000003,0.42105263157894735,0.47534944064403684,-0.1557773075330554,0.2,0.4,0.35,0.35,1.0,0.0,1.3630941450358436,0.9706987347060297,0.35,0.5,0.47591944990051893,0.5207083773688954,-0.0036035969836064607,0.09999999999999998,0.2,0.6,0.55,0.45,1.3163332057929567,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-6447580B21
1h,21,6697,6716,0.3041861280432216,0.0,0.631578947368421,0.42972407118995504,-0.04831760864001089,0.2,0.25,0.4,0.3,0.8999999999999999,-0.10000000000000003,0.877317183306849,0.365256654225393,0.6,0.2,0.27657806307990296,0.4570202212677404,0.03467576483229262,0.0,0.6,0.6,0.5,0.5,0.9794581896630355,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-63C6FBA887
1h,22,25397,25416,0.3041004258053452,0.19999999999999996,0.47368421052631576,0.4136477324269567,0.13383677806816674,0.35,0.25,0.45,0.35,0.8999999999999999,-0.10000000000000003,1.1135367468625408,0.13615101363165127,0.25,0.35,0.18767788457268542,0.48094048019814667,-0.07384077100036568,-0.19999999999999996,0.4,0.4,0.6,0.4,1.0679271107440311,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-B11DDB015A
1h,23,19754,19773,0.30343727095639916,0.19999999999999996,0.42105263157894735,0.3922444618175033,-0.10670758526574636,0.45,0.25,0.3,0.4,0.8999999999999999,0.10000000000000003,1.205540063728388,0.35198188404719977,0.3,0.5,0.5258782303959877,0.6134186086736558,-0.06747791914938883,0.0,0.2,0.6,0.6,0.4,1.1935531817040137,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-0E439ED2A0
1h,24,8327,8346,0.3032958613630696,0.10000000000000003,0.42105263157894735,0.37839579440868104,-0.14209825294822637,0.4,0.25,0.35,0.4,0.95,0.050000000000000044,0.9649209638184125,0.16904880493482444,0.45,0.3,-0.15808151873090326,0.5802705791292986,-0.14971892989460078,-0.29999999999999993,0.4,0.4,0.55,0.45,1.0361169575305904,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-F48C2F03F4
1h,25,27286,27305,0.30205866634994916,0.10000000000000003,0.47368421052631576,0.35595405545164693,-0.07668871442160469,0.45,0.2,0.35,0.45,0.8999999999999999,0.10000000000000003,1.2248316052108073,0.7021795808122617,0.4,0.45,0.506810279364578,0.5195778267875095,-0.030313077442344127,-0.09999999999999998,0.6,0.4,0.55,0.45,1.0989400737732267,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-2E2E4DECEC
4h,1,6175,6194,0.33667401151723175,-0.39999999999999997,0.3157894736842105,0.4905426699570604,0.10468960212805772,0.35,0.4,0.1,0.5,0.6,0.4,1.4291343530016394,-0.2514380506390914,0.2,0.45,-0.5252007505507467,0.5190978842907115,0.05045391949121436,0.0,0.2,0.4,0.3,0.7,1.8966442599502813,BEAR_BIASED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-EEB264A8F8
4h,2,9307,9326,0.3136913652893642,-0.39999999999999997,0.5263157894736842,0.36049598830560053,-0.06701298274822326,0.45,0.15,0.5,0.35,0.85,-0.15000000000000002,1.2114755566615363,0.04977978512861947,0.3,0.5,-0.24063823708360244,0.4467227456135432,-0.010548344478924221,0.0,0.8,0.4,0.3,0.7,1.104897415142397,BEAR_BIASED | STABLE | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-F011BF7056
4h,3,2679,2698,0.3136568170942352,-0.10000000000000003,0.5789473684210527,0.39981242091102426,-0.06142798185636256,0.35,0.25,0.35,0.35,1.0,0.0,1.1365261980916639,0.045834099314621124,0.2,0.35,0.10185852713799903,0.4696776252897529,0.08789156957291094,0.3,0.8,0.4,0.45,0.55,1.2644698817772515,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-036EDBD694
