timeframe,rank,candidate_start,candidate_end,similarity,direction_balance,alternation,body_level,body_shift,small_body_fraction,large_body_fraction,upper_rejection,lower_rejection,rejection_balance,wick_bias,range_level,range_shift,compression_fraction,expansion_fraction,expansion_transition,close_location,close_shift,direction_shift,first_third_alternation,last_third_alternation,bullish_fraction,bearish_fraction,middle_third_range,pattern_code,fingerprint_id
3m,20,29492,29511,0.32909203104128637,0.0,0.3684210526315789,0.5509726900157588,0.02221883141685843,0.1,0.4,0.3,0.35,0.95,0.04999999999999999,1.1572393665523257,0.024128594371362944,0.35,0.45,-0.20934071609561067,0.5082967924070375,0.21436883337809776,0.19999999999999996,0.4,0.4,0.5,0.5,0.9469035423454434,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-CE60082AF6
3m,21,21945,21964,0.32776386960985815,0.0,0.42105263157894735,0.49952427511389974,-0.1445629930770299,0.15,0.4,0.35,0.15,0.8,-0.19999999999999998,1.2735788595987532,0.11529892632903604,0.3,0.5,-0.05366581720673547,0.41958968188693185,0.044937651333527895,0.19999999999999996,0.6,0.4,0.5,0.5,1.2985972169643187,BALANCED | STABLE | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-004626B0D1
3m,22,22942,22961,0.32686511407789137,0.0,0.47368421052631576,0.45944521724433773,0.24450791022219043,0.45,0.4,0.2,0.5,0.7,0.3,1.199177159565301,0.5175148360685603,0.3,0.4,0.8875672867094034,0.5850832565047451,0.08600434509039823,0.0,0.4,0.4,0.5,0.5,1.3459305731136582,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-DE82C99561
3m,23,1653,1672,0.32663993553775844,-0.10000000000000003,0.3684210526315789,0.44513564378118636,-0.0933875869910365,0.3,0.3,0.35,0.25,0.9,-0.09999999999999998,1.058808455121341,-0.06472865497326064,0.4,0.3,0.15791115736688888,0.4444970815594377,-0.13451628806728627,0.09999999999999998,0.2,0.4,0.45,0.55,1.1895955645239626,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-FCE9AE9491
3m,24,9631,9650,0.32641026383002075,-0.19999999999999996,0.5263157894736842,0.5026943765632561,-0.07810005405927223,0.2,0.3,0.25,0.35,0.9,0.09999999999999998,0.8679605855553554,-0.1964087567784012,0.45,0.15,-0.29991933573908436,0.45137361717352176,0.011248696326695007,0.0,0.4,0.4,0.4,0.6,0.8022693432721842,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-857E8BF590
3m,25,72,91,0.32617159514220734,0.0,0.5789473684210527,0.41916429441948366,0.045776347182919674,0.35,0.25,0.3,0.45,0.85,0.15000000000000002,0.9997605815336303,0.18607732247832565,0.35,0.25,0.1288601541795834,0.5175734490070656,-0.1436735652788939,0.0,0.6,0.6,0.5,0.5,0.9321256155718882,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-4531A9DBEC
5m,1,2183,2202,0.3439495453366893,0.39999999999999997,0.631578947368421,0.41741047452442104,-0.15065849376449036,0.3,0.25,0.35,0.35,1.0,0.0,1.6748973413515849,-0.12794678796022896,0.05,0.7,0.17854171254679807,0.6106008097421213,0.004916136121558945,0.20000000000000007,0.6,0.4,0.7,0.3,2.0653785840347205,BULL_BIASED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-E057387548
5m,2,14594,14613,0.34254098835346464,0.19999999999999996,0.5789473684210527,0.5665395438997903,0.03410430409920018,0.15,0.45,0.3,0.15,0.85,-0.15,1.1781723683631686,0.1261394654769301,0.25,0.4,-0.28457212410192967,0.47555628424864854,0.13555265471628092,0.19999999999999996,0.4,0.2,0.6,0.4,1.1347877966976487,BALANCED | STABLE | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-CD0CB0CBD6
5m,3,7110,7129,0.34240731157337173,0.19999999999999996,0.5263157894736842,0.5341507659752291,0.23360259724270077,0.15,0.5,0.25,0.2,0.95,-0.04999999999999999,0.900741940821702,0.254848226027821,0.5,0.25,0.31355909063621323,0.5378580328650393,0.15387113588879608,0.19999999999999996,0.6,0.4,0.6,0.4,0.6501761598166269,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-78F973833B
5m,4,29956,29975,0.3380523925440677,0.0,0.5789473684210527,0.4271801921231506,0.08109903563520082,0.3,0.3,0.3,0.4,0.8999999999999999,0.10000000000000003,1.0947913539291734,-0.27533668341547624,0.3,0.3,-0.45704022007549994,0.5255981091114733,-0.20977995066947436,-0.19999999999999996,0.6,0.2,0.5,0.5,1.1503425798764184,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-B1AA7F13F6
5m,5,17394,17413,0.3367324550645847,0.10000000000000003,0.5789473684210527,0.6221281191352868,-0.026370530884366472,0.05,0.45,0.15,0.45,0.7,0.30000000000000004,0.9657321014577904,-0.034206086939487124,0.45,0.35,-0.04086985039136248,0.5556870690270177,0.2256734153633796,0.29999999999999993,0.4,0.4,0.55,0.45,0.9965893560894589,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | HIGH_ALT | LARGE_BODY | RANGE_STABLE | CLOSE_MID,FP-E11D53FB6F
5m,6,6785,6804,0.33631628590053014,0.0,0.631578947368421,0.5124503546301662,-0.11345604878197252,0.2,0.4,0.4,0.15,0.75,-0.25,1.2392159613135545,-0.6127854568823226,0.3,0.4,-0.4975724505399862,0.46271734779585333,-0.07241704270464383,-0.19999999999999996,0.4,0.6,0.5,0.5,1.5297384541222983,BALANCED | COMPRESSING | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-0AC78C9E45
5m,7,16322,16341,0.3350253965947196,0.10000000000000003,0.47368421052631576,0.319302867506114,-0.09693877959182856,0.55,0.15,0.35,0.5,0.85,0.15000000000000002,0.7702876092491395,0.20836463484335888,0.55,0.0,0.18627614078414623,0.5870393425355717,-0.06436155216913875,0.09999999999999998,0.2,0.4,0.55,0.45,0.669832592659449,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-6129A20160
5m,8,18018,18037,0.3337767548077475,0.19999999999999996,0.6842105263157895,0.4547318162375659,-0.22226989334897934,0.4,0.35,0.35,0.35,1.0,0.0,1.3678197962993721,-0.0064358179534314,0.15,0.7,-0.032153375871160295,0.48839521085464027,0.1894455891085216,0.19999999999999996,0.8,0.4,0.6,0.4,1.3676986494818646,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-E089714DE3
5m,9,11360,11379,0.3337584141505599,0.30000000000000004,0.47368421052631576,0.4772514264790605,-0.05443478482267794,0.2,0.4,0.35,0.3,0.95,-0.04999999999999999,1.4131344521060059,0.71327683081238,0.25,0.45,0.37324292520729196,0.5225631062215503,0.10329049092110582,0.30000000000000004,0.6,0.4,0.65,0.35,1.4226725217127656,BALANCED | EXPANDING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-89CB37C423
5m,10,20403,20422,0.33324386389300414,0.10000000000000003,0.47368421052631576,0.5176658773526314,-0.035838543207810325,0.2,0.5,0.25,0.35,0.9,0.09999999999999998,0.8060518952774579,-0.2628115557281969,0.6,0.1,-0.36224234419686174,0.5871528682272675,-0.17452495912622595,-0.5,0.4,0.4,0.55,0.45,0.8616485039383356,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-53BA99408E
5m,11,29903,29922,0.3331451535416539,0.19999999999999996,0.42105263157894735,0.3713795111096769,-0.1794012923640273,0.4,0.2,0.35,0.45,0.8999999999999999,0.10000000000000003,0.7553262648345156,-0.40896585156049703,0.7,0.1,-0.4063277685364254,0.6063674865073344,-0.016817759380753583,0.19999999999999996,0.2,0.6,0.6,0.4,0.721240301240981,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-4199925A86
5m,12,3572,3591,0.33305563285081974,0.30000000000000004,0.42105263157894735,0.3970911435211562,0.17595151178239998,0.25,0.25,0.4,0.4,1.0,0.0,0.9174073946981224,-0.32023786943500043,0.45,0.2,-0.26035065360768106,0.533104020668628,-0.17697003619479584,-0.5,0.2,0.8,0.65,0.35,0.8011304733154815,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-646CF9599B
5m,13,9503,9522,0.3329739520693674,0.10000000000000003,0.47368421052631576,0.46857053440586505,-0.22617323813584156,0.35,0.35,0.2,0.35,0.8500000000000001,0.14999999999999997,1.0675175402337014,0.4268029406880496,0.3,0.3,0.6214410663105113,0.5446575775540005,0.17106053260715576,0.09999999999999998,0.6,0.6,0.55,0.45,0.9890143964562678,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-383613D78E
5m,14,21723,21742,0.33274415557733444,0.10000000000000003,0.47368421052631576,0.5097750108997576,-0.3318655701151329,0.25,0.35,0.15,0.45,0.7,0.30000000000000004,0.7422235478100289,0.10419485266768047,0.65,0.05,-0.03844971721497503,0.5293383956489357,0.2927749534467995,0.29999999999999993,0.2,0.6,0.55,0.45,0.5880660786428878,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-9D6B78E149
5m,15,12051,12070,0.3323720595941882,0.0,0.6842105263157895,0.44197943175043103,-0.042655436388499,0.3,0.3,0.25,0.45,0.8,0.2,0.8644862947383792,-0.21388042224738646,0.5,0.1,-0.26272148339382606,0.48921512676453827,0.04205359632809941,0.0,1.0,0.6,0.5,0.5,0.819102715871617,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-FD0AEF372F
5m,16,29701,29720,0.33189292258970804,0.10000000000000003,0.5789473684210527,0.5636008219528836,-0.0736922686162772,0.2,0.45,0.3,0.25,0.95,-0.04999999999999999,0.9204067492509905,0.0005110835835756555,0.45,0.2,-0.1556964243375215,0.5279435239060979,-0.11815772677909553,-0.09999999999999998,0.6,0.4,0.55,0.45,0.8690317239906088,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-0929C518C0
5m,17,6983,7002,0.33149973950723327,0.0,0.3157894736842105,0.4926965293369248,0.007467536854598944,0.25,0.5,0.3,0.25,0.95,-0.04999999999999999,1.374523543429713,-0.7271684014928881,0.25,0.5,-0.9493847704648513,0.5426989284744541,0.020805217194173165,0.0,0.2,0.4,0.5,0.5,1.4498022264569526,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-84D91F1839
5m,18,14348,14367,0.3309381342093979,0.0,0.42105263157894735,0.37478488904999396,-0.049981488561262666,0.35,0.25,0.4,0.3,0.8999999999999999,-0.10000000000000003,0.9476002499651406,-0.24309847951045016,0.45,0.25,-0.42257921970397505,0.4973557718766532,0.09193562103262831,-0.19999999999999996,0.4,0.6,0.5,0.5,0.9336860809371569,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-E95D81E8DF
5m,19,5487,5506,0.33055206331866166,0.30000000000000004,0.631578947368421,0.49889539771497393,0.0448467194355312,0.3,0.5,0.25,0.4,0.85,0.15000000000000002,1.3411714028814794,0.15706929031673833,0.15,0.55,-0.0734888765278694,0.5383461458917143,0.06907273443616213,0.09999999999999998,0.6,0.4,0.65,0.35,1.2396772345328666,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-D5716D70D9
5m,20,12953,12972,0.330489306446293,0.0,0.6842105263157895,0.47953924631994466,0.08507813284004723,0.2,0.35,0.25,0.45,0.8,0.2,1.0536076947012067,0.019719596334586198,0.35,0.45,0.13507628248956594,0.5396357419640052,0.00032316706583479515,0.0,0.6,0.8,0.5,0.5,0.930732580252008,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-E2CB786E27
5m,21,25849,25868,0.3304885537188537,0.30000000000000004,0.5789473684210527,0.4149269137656069,-0.22017230876494626,0.35,0.35,0.35,0.3,0.95,-0.04999999999999999,0.8081205286670631,-0.10647044755823099,0.55,0.1,-0.22110476781559696,0.5302619511354266,-0.13724994850013594,-0.09999999999999998,0.6,0.4,0.65,0.35,0.6141080152465037,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-1709FAA2BD
5m,22,22326,22345,0.3304181601339829,0.19999999999999996,0.5789473684210527,0.4283455849055596,-0.1554189528200307,0.35,0.4,0.3,0.4,0.8999999999999999,0.10000000000000003,1.1448774883383466,-0.5891743217983012,0.45,0.35,-0.9356606708741108,0.591354500205605,0.15961446616901276,0.4,0.8,0.4,0.6,0.4,0.8136083149708107,BALANCED | COMPRESSING | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-FA9AEBA037
5m,23,2315,2334,0.32950854741948943,0.30000000000000004,0.5789473684210527,0.5257390965414157,-0.32665496165614455,0.15,0.4,0.35,0.25,0.9,-0.09999999999999998,0.9973615953874029,-0.20510127036250625,0.4,0.3,-0.024954266132298564,0.5132243120254317,-0.019442759500846396,0.09999999999999998,0.8,0.6,0.65,0.35,1.155958147180852,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-9A4CB9E549
5m,24,20074,20093,0.32945723866436916,0.10000000000000003,0.631578947368421,0.5111181428423406,-0.04699660090439767,0.1,0.4,0.35,0.25,0.9,-0.09999999999999998,1.4014399114638947,-0.6170613317100266,0.35,0.45,-0.6415309699654863,0.4991992745321772,0.08456991319521195,0.09999999999999998,0.6,0.6,0.55,0.45,2.2003475554909255,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-8CA9CB6141
5m,25,18360,18379,0.32945085309919186,0.10000000000000003,0.631578947368421,0.49491999226039696,-0.10181401966237169,0.2,0.4,0.3,0.35,0.95,0.04999999999999999,0.893479814751539,-0.33296527910639007,0.5,0.25,-0.5073930057307053,0.4724710996761362,-0.1535674816287096,-0.09999999999999998,1.0,0.8,0.55,0.45,1.0333621017436438,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-57229C4738
15m,1,14991,15010,0.3768985653935664,0.39999999999999997,0.5789473684210527,0.5304151264989493,0.009618068221250886,0.2,0.45,0.4,0.2,0.8,-0.2,1.5726422961090651,1.1573959446112507,0.35,0.6,1.201997835987476,0.560561663331503,0.02474135880404793,0.0,0.6,0.2,0.7,0.3,0.8393357482073082,BULL_BIASED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-E70854DEE4
15m,2,2335,2354,0.37048035762095693,0.0,0.5789473684210527,0.43330448678784367,-0.03178467838001742,0.35,0.3,0.35,0.35,1.0,0.0,1.0848064409438396,0.21673402598356883,0.35,0.35,0.22993167783664925,0.5008266974284037,0.0886265075067863,0.19999999999999996,0.4,0.8,0.5,0.5,1.0252088667434638,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-1C0C79538E
15m,3,15095,15114,0.36404172962291714,0.30000000000000004,0.5263157894736842,0.40416474694788074,-0.026290494091968264,0.35,0.25,0.2,0.4,0.8,0.2,0.9872393383690348,0.33898802046178766,0.45,0.15,0.2905191975992406,0.581947291332047,0.09712536209433342,-0.09999999999999998,0.4,0.6,0.65,0.35,0.804403820264557,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-83792021ED
15m,4,5617,5636,0.35297808673113307,-0.10000000000000003,0.42105263157894735,0.4313560223301106,0.022181064553612295,0.35,0.3,0.45,0.25,0.8,-0.2,1.0987895708306714,0.6537569719538922,0.4,0.35,0.6270778820805016,0.4245402226616787,0.10308387773642191,0.09999999999999998,0.6,0.2,0.45,0.55,0.7339289559201433,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-FC419421B5
15m,5,27274,27293,0.35007080784301187,0.5,0.3684210526315789,0.433060061841999,0.021459629108842915,0.2,0.3,0.45,0.25,0.8,-0.2,1.6149621516140507,1.7772767769694084,0.4,0.45,2.0067188946461774,0.5340523496302517,-0.13350848431366064,-0.10000000000000009,0.4,0.2,0.75,0.25,1.0993429991462011,BULL_BIASED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-3E5EC4FBD3
15m,6,12348,12367,0.3460577816936714,0.0,0.5263157894736842,0.5032185214403926,-0.1482918986498612,0.1,0.35,0.1,0.4,0.7,0.30000000000000004,0.9650751419152375,0.03287690591237047,0.5,0.25,-0.19779834656070772,0.5737843802597921,-0.06566521666934899,-0.19999999999999996,0.4,0.6,0.5,0.5,1.0220196386557692,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-FE743920F1
15m,7,22041,22060,0.34602206614787206,-0.10000000000000003,0.47368421052631576,0.4226835981040005,-0.11977375956005099,0.45,0.35,0.4,0.35,0.95,-0.050000000000000044,0.9580635754064593,0.14304939765375835,0.45,0.25,0.1336472174402109,0.4986724628142364,-0.1559979348258208,-0.49999999999999994,0.8,0.4,0.45,0.55,0.7901674865309948,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-A1E80195FF
15m,8,23384,23403,0.34213439589873607,0.0,0.5263157894736842,0.5696799664646446,-0.010846464894645802,0.2,0.5,0.2,0.2,1.0,0.0,1.096290073121109,0.3594055929132779,0.35,0.4,0.3041710059018655,0.5553987917970522,0.00563570556711146,0.0,0.4,0.4,0.5,0.5,0.923750160181812,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-9D979B86DA
15m,9,12605,12624,0.33985607951297886,0.0,0.5789473684210527,0.47777937685992306,0.07406863540880809,0.3,0.35,0.3,0.35,0.95,0.04999999999999999,1.0079023416086372,-0.07968184236546783,0.4,0.25,-0.09818535947612717,0.5222824981116496,-0.12728898014806445,0.0,0.4,0.2,0.5,0.5,0.9405774282740521,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-F255643100
15m,10,18592,18611,0.33926839089900845,-0.30000000000000004,0.47368421052631576,0.4225851674600161,-0.05971011256318404,0.35,0.35,0.45,0.4,0.95,-0.04999999999999999,1.3173122618328295,0.0343409233445251,0.3,0.45,-0.5460891950955338,0.4778036570984754,-0.20617184842745556,-0.3,0.6,0.4,0.35,0.65,1.0016308906857228,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-5661CC85BD
15m,11,561,580,0.33908320353689336,-0.19999999999999996,0.5789473684210527,0.40692329509790814,-0.04120372912671172,0.35,0.35,0.35,0.35,1.0,0.0,1.4364522073217116,-0.11399513501155734,0.15,0.65,-0.3223648633578058,0.48755881503768056,0.07413673254514913,0.39999999999999997,0.4,0.6,0.4,0.6,1.5547824625579967,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-7AA3AC06B7
15m,12,10450,10469,0.3367689242114424,0.6000000000000001,0.42105263157894735,0.47673090375758226,0.1670971502991494,0.15,0.3,0.5,0.05,0.55,-0.45,1.7100588799699719,0.4793646891360097,0.1,0.65,0.37445457317128805,0.5762042547126173,0.011147722167007879,-0.20000000000000007,0.0,0.6,0.8,0.2,1.2919283533599748,BULL_BIASED | EXPANDING | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-4B996DAE5A
15m,13,12410,12429,0.3362532870106219,0.0,0.47368421052631576,0.4681330475408302,0.037849582297130646,0.25,0.3,0.25,0.35,0.9,0.09999999999999998,0.9950925764349456,0.19356051778262295,0.3,0.3,0.10748499721037774,0.4903688005502481,0.18704140608494335,0.39999999999999997,0.4,0.6,0.5,0.5,1.0455143879098092,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-BC38CC4CF5
15m,14,1066,1085,0.3358549550033493,0.0,0.47368421052631576,0.43839699265076765,0.07047258994420619,0.35,0.3,0.25,0.35,0.9,0.09999999999999998,1.0004388198722167,0.48039021122113634,0.45,0.3,0.32744119311054276,0.5424522282131122,0.141410087683689,0.39999999999999997,0.6,0.4,0.5,0.5,0.6895844435371735,BALANCED | EXPANDING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-D651D7C329
15m,15,17073,17092,0.3345119601501895,0.0,0.5263157894736842,0.31415113662713956,-0.029529866279324413,0.4,0.1,0.35,0.6,0.75,0.25,1.4054450838355987,0.14434732482799006,0.2,0.6,-0.1660756141757005,0.5765134373393058,-0.16570337760177506,0.0,0.6,0.2,0.5,0.5,1.8109132411697033,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-B3F9C7DA8C
15m,16,2271,2290,0.33312193927045874,0.10000000000000003,0.5789473684210527,0.5084980110716579,0.07356209265429181,0.2,0.4,0.35,0.25,0.9,-0.09999999999999998,1.2465380368600978,0.11732655122879332,0.35,0.55,0.4531430155817021,0.44846372788539324,0.10854454952360493,0.09999999999999998,0.6,0.8,0.55,0.45,1.5877213610841332,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-15AB6D528B
15m,17,6351,6370,0.33195486825373216,0.0,0.5789473684210527,0.40459434959618407,-0.13095005544574612,0.5,0.35,0.5,0.3,0.8,-0.2,1.4551558983693467,0.8815730600608569,0.25,0.45,0.9752643728340251,0.48804700283274016,-0.012863833241707812,-0.19999999999999996,0.6,0.8,0.5,0.5,0.9218658098318727,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-46F8A3D023
15m,18,11928,11947,0.3316362016150259,0.0,0.5789473684210527,0.4577036992083971,0.03937292063655706,0.25,0.3,0.3,0.35,0.95,0.04999999999999999,1.7301545743156788,0.9859552570895813,0.25,0.55,1.2030155405893952,0.5339260644184424,0.02474738564485235,-0.19999999999999996,0.6,0.8,0.5,0.5,1.6684328329260565,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-6B1F56B9A3
15m,19,6816,6835,0.3305459367966874,0.0,0.5789473684210527,0.43420241827776795,0.06468042340909214,0.3,0.35,0.45,0.3,0.85,-0.15000000000000002,1.2139398056187136,0.3225200622899853,0.3,0.45,-0.10605494344414623,0.511876310413188,-0.18135367729310176,-0.39999999999999997,0.2,0.4,0.5,0.5,0.9901315911750439,BALANCED | EXPANDING | UPPER_WICK | BEAR_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-A6DADA6723
15m,20,9436,9455,0.3300336680682905,-0.19999999999999996,0.5263157894736842,0.42744872542733664,0.04930243496866338,0.35,0.25,0.3,0.4,0.8999999999999999,0.10000000000000003,1.4362878555789824,0.6313968877505545,0.15,0.6,0.4334919412399749,0.47532826920932825,0.016845755383031513,0.2,1.0,0.6,0.4,0.6,1.129423691235451,BALANCED | EXPANDING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-08B5727A33
15m,21,12155,12174,0.32982904392333745,0.10000000000000003,0.5789473684210527,0.5006866580979569,-0.21369068323543772,0.1,0.4,0.4,0.2,0.8,-0.2,1.0045988984741494,0.22033467142885133,0.45,0.3,0.1686155146278352,0.4845336959268818,0.16753905151697918,0.09999999999999998,0.6,0.6,0.55,0.45,0.7954796606487546,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-5810FC6479
15m,22,26453,26472,0.3288774736712372,0.0,0.6842105263157895,0.508067469904062,-0.10360357288569222,0.15,0.35,0.35,0.35,1.0,0.0,1.248628337395066,0.15933142989513494,0.25,0.55,-0.07086917759571809,0.4477961246814611,0.078564687557174,0.0,0.8,0.4,0.5,0.5,1.3226504504400003,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-86EFD3669F
15m,23,19125,19144,0.3287534638320484,0.0,0.6842105263157895,0.519532586459911,-0.040854793814221635,0.2,0.4,0.2,0.35,0.8500000000000001,0.14999999999999997,0.9290217549433839,0.19743279577907702,0.5,0.3,0.4188901279191263,0.5770177460492095,0.13562513412708055,0.19999999999999996,0.8,0.8,0.5,0.5,0.96128365015454,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-5FD5C07D4A
15m,24,23639,23658,0.3285759288563902,-0.39999999999999997,0.47368421052631576,0.4754360961615661,0.07544217595083003,0.2,0.45,0.2,0.4,0.8,0.2,2.1197267716784265,0.8836789300499379,0.1,0.7,1.2357624431171248,0.462747730778786,0.1903321483231623,0.4,0.0,0.6,0.3,0.7,1.4208668795120598,BEAR_BIASED | EXPANDING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-AA4ADDDCFB
