timeframe,rank,story_similarity,sequence_similarity,candidate_start,candidate_end,local_index,open_time,level_price,level_type,interaction,repeated_test,post_interaction_expansion,open,high,low,close,volume
5m,25,0.5091922511266289,0.4972619047619047,29084,29103,13,1789343100000,2476.36125,BODY_ZONE,REJECTION,1,0,2476.61,2478.27,2475.43,2476.66,576.483
5m,25,0.5091922511266289,0.4972619047619047,29084,29103,14,1789343400000,2476.36125,BODY_ZONE,REJECTION,1,0,2476.67,2477.34,2475.17,2477.05,379.613
5m,25,0.5091922511266289,0.4972619047619047,29084,29103,15,1789343700000,2476.36125,BODY_ZONE,REJECTION,1,0,2477.05,2478.37,2474.0,2477.1,431.3657
5m,25,0.5091922511266289,0.4972619047619047,29084,29103,16,1789344000000,2476.36125,BODY_ZONE,TEST,1,1,2477.1,2479.13,2476.34,2477.81,595.6302
15m,1,0.7244761235691431,0.7354020979020978,29979,29998,10,1789604100000,2422.65,SWING_HIGH,REJECTION,0,0,2421.73,2426.45,2420.6,2422.23,1909.6348
15m,1,0.7244761235691431,0.7354020979020978,29979,29998,11,1789605000000,2422.65,SWING_HIGH,HOLD,1,0,2422.23,2427.85,2421.24,2424.1,2357.802
15m,1,0.7244761235691431,0.7354020979020978,29979,29998,13,1789606800000,2422.65,SWING_HIGH,HOLD,1,1,2418.91,2421.5,2413.56,2418.65,1788.551
15m,1,0.7244761235691431,0.7354020979020978,29979,29998,14,1789607700000,2416.29,BODY_ZONE,PULLBACK,0,1,2418.65,2440.54,2417.0,2438.77,5307.1178
15m,1,0.7244761235691431,0.7354020979020978,29979,29998,17,1789610400000,2422.65,SWING_HIGH,HOLD,1,0,2427.58,2428.89,2418.16,2422.55,1983.1802
15m,1,0.7244761235691431,0.7354020979020978,29979,29998,18,1789611300000,2422.65,SWING_HIGH,HOLD,1,0,2422.55,2423.85,2416.21,2422.69,1800.0731
15m,2,0.6084260335704135,0.6113636363636363,63,82,10,1762679700000,3425.755,SWING_HIGH,REJECTION,0,0,3427.91,3435.13,3423.39,3424.61,2445.3002
15m,2,0.6084260335704135,0.6113636363636363,63,82,11,1762680600000,3425.755,SWING_HIGH,HOLD,1,1,3424.61,3425.16,3414.04,3414.22,7525.0483
15m,2,0.6084260335704135,0.6113636363636363,63,82,12,1762681500000,3417.365,BODY_ZONE,TEST,0,0,3414.21,3415.5,3399.35,3400.97,8766.3406
15m,2,0.6084260335704135,0.6113636363636363,63,82,17,1762686000000,3425.755,SWING_HIGH,HOLD,1,0,3401.59,3423.8,3401.59,3423.8,7593.1759
15m,2,0.6084260335704135,0.6113636363636363,63,82,18,1762686900000,3425.755,SWING_HIGH,HOLD,1,0,3423.8,3424.6,3418.68,3420.33,3383.2913
15m,3,0.6003989648677617,0.6749000999000998,6252,6271,13,1768252500000,3096.315,SWING_LOW,HOLD,0,0,3103.77,3105.0,3097.96,3099.39,2208.4279
15m,3,0.6003989648677617,0.6749000999000998,6252,6271,14,1768253400000,3096.315,SWING_LOW,HOLD,1,1,3099.38,3101.28,3096.29,3097.85,1205.5216
15m,3,0.6003989648677617,0.6749000999000998,6252,6271,15,1768254300000,3096.315,SWING_LOW,TEST,1,1,3097.85,3097.86,3083.54,3092.4,4349.6372
15m,3,0.6003989648677617,0.6749000999000998,6252,6271,17,1768256100000,3096.315,SWING_LOW,HOLD,1,0,3105.22,3105.22,3096.8,3096.86,1986.4517
15m,3,0.6003989648677617,0.6749000999000998,6252,6271,18,1768257000000,3096.315,SWING_LOW,HOLD,1,0,3096.86,3105.76,3095.82,3102.82,1589.6166
15m,3,0.6003989648677617,0.6749000999000998,6252,6271,19,1768257900000,3096.315,SWING_LOW,HOLD,1,0,3102.82,3102.82,3095.0,3095.42,1384.9105
15m,4,0.5931725004970183,0.6196678321678321,11061,11080,10,1772577900000,1983.9875,BODY_ZONE+SWING_HIGH,HOLD,0,1,1986.2,1986.61,1980.33,1983.31,877.0311
15m,4,0.5931725004970183,0.6196678321678321,11061,11080,12,1772579700000,1989.35,SWING_HIGH,HOLD,0,0,1994.76,1996.23,1987.12,1988.43,2028.7664
15m,4,0.5931725004970183,0.6196678321678321,11061,11080,13,1772580600000,1983.9875,BODY_ZONE+SWING_HIGH,REJECTION,1,0,1988.44,1991.98,1983.98,1988.0,2228.682
15m,4,0.5931725004970183,0.6196678321678321,11061,11080,14,1772581500000,1989.35,SWING_HIGH,HOLD,1,0,1987.99,1989.6,1981.25,1982.8,2606.8568
15m,4,0.5931725004970183,0.6196678321678321,11061,11080,15,1772582400000,1983.9875,BODY_ZONE+SWING_HIGH,HOLD,1,0,1982.81,1983.24,1977.64,1980.92,1820.0477
15m,4,0.5931725004970183,0.6196678321678321,11061,11080,19,1772586000000,1983.9875,BODY_ZONE+SWING_HIGH,REJECTION,1,0,1976.69,1984.0,1973.96,1977.93,2598.5849
15m,5,0.5882598631476975,0.6120454545454546,20205,20224,10,1780807500000,1595.295,SWING_HIGH,TEST,0,1,1596.07,1598.24,1593.99,1597.0,3642.3221
15m,5,0.5882598631476975,0.6120454545454546,20205,20224,11,1780808400000,1600.51,SWING_HIGH,REJECTION,0,1,1597.0,1606.88,1593.25,1600.17,5476.1947
15m,5,0.5882598631476975,0.6120454545454546,20205,20224,13,1780810200000,1600.51,SWING_HIGH,TEST,1,0,1603.64,1608.42,1600.0,1608.06,3085.7274
15m,5,0.5882598631476975,0.6120454545454546,20205,20224,15,1780812000000,1600.51,SWING_HIGH,HOLD,1,1,1604.02,1604.39,1598.54,1600.25,3276.6511
15m,6,0.5736753645793933,0.6371728271728271,6253,6272,12,1768252500000,3096.315,SWING_LOW,HOLD,0,0,3103.77,3105.0,3097.96,3099.39,2208.4279
15m,6,0.5736753645793933,0.6371728271728271,6253,6272,13,1768253400000,3096.315,SWING_LOW,HOLD,1,1,3099.38,3101.28,3096.29,3097.85,1205.5216
15m,6,0.5736753645793933,0.6371728271728271,6253,6272,14,1768254300000,3096.315,SWING_LOW,TEST,1,1,3097.85,3097.86,3083.54,3092.4,4349.6372
15m,6,0.5736753645793933,0.6371728271728271,6253,6272,16,1768256100000,3096.315,SWING_LOW,HOLD,1,0,3105.22,3105.22,3096.8,3096.86,1986.4517
15m,6,0.5736753645793933,0.6371728271728271,6253,6272,17,1768257000000,3096.315,SWING_LOW,HOLD,1,0,3096.86,3105.76,3095.82,3102.82,1589.6166
15m,6,0.5736753645793933,0.6371728271728271,6253,6272,18,1768257900000,3096.315,SWING_LOW,HOLD,1,0,3102.82,3102.82,3095.0,3095.42,1384.9105
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,10,1769059800000,3021.7631250000004,BODY_ZONE+SWING_HIGH,HOLD,0,0,3016.96,3020.69,3014.87,3018.87,1261.6143
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,11,1769060700000,3021.7631250000004,BODY_ZONE+SWING_HIGH,HOLD,1,1,3018.87,3021.59,3014.78,3019.8,1431.6945
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,12,1769061600000,3027.9,SWING_HIGH,REJECTION,0,1,3019.8,3027.61,3010.46,3017.83,2320.3469
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,13,1769062500000,3021.7631250000004,BODY_ZONE+SWING_HIGH,HOLD,1,0,3017.83,3021.19,3008.83,3009.99,3945.668
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,16,1769065200000,3021.7631250000004,BODY_ZONE+SWING_HIGH,HOLD,1,0,3019.14,3022.39,3011.85,3011.99,3385.5635
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,17,1769066100000,3012.71,BODY_ZONE+SWING_LOW,PULLBACK,0,0,3011.99,3012.77,3005.91,3010.41,2213.564
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,18,1769067000000,3012.71,BODY_ZONE+SWING_LOW,HOLD,1,1,3010.41,3012.01,3008.1,3011.39,1328.2471
15m,7,0.5720632600250322,0.6311931818181818,7152,7171,19,1769067900000,2999.77,SWING_LOW,HOLD,0,0,3011.4,3011.4,3000.4,3000.94,2495.0332
15m,8,0.5669439703561436,0.6011616161616161,14695,14714,13,1775851200000,2250.95390625,BODY_ZONE+SWING_HIGH,REJECTION,0,0,2253.17,2255.36,2251.52,2253.64,2301.482
15m,8,0.5669439703561436,0.6011616161616161,14695,14714,14,1775852100000,2250.95390625,BODY_ZONE+SWING_HIGH,REJECTION,1,1,2253.61,2255.22,2251.15,2252.65,1401.7483
15m,8,0.5669439703561436,0.6011616161616161,14695,14714,18,1775855700000,2250.95390625,BODY_ZONE+SWING_HIGH,REJECTION,1,0,2246.24,2250.07,2245.14,2247.3,880.3285
15m,8,0.5669439703561436,0.6011616161616161,14695,14714,19,1775856600000,2250.95390625,BODY_ZONE+SWING_HIGH,HOLD,1,0,2247.29,2251.18,2242.34,2249.53,1741.0137
15m,9,0.5570989639596039,0.5454545454545454,29978,29997,10,1789603200000,2416.29,BODY_ZONE,TEST,0,0,2418.26,2424.59,2415.87,2421.74,2692.1251
15m,9,0.5570989639596039,0.5454545454545454,29978,29997,11,1789604100000,2422.65,SWING_HIGH,REJECTION,0,0,2421.73,2426.45,2420.6,2422.23,1909.6348
15m,9,0.5570989639596039,0.5454545454545454,29978,29997,12,1789605000000,2422.65,SWING_HIGH,HOLD,1,0,2422.23,2427.85,2421.24,2424.1,2357.802
15m,9,0.5570989639596039,0.5454545454545454,29978,29997,14,1789606800000,2422.65,SWING_HIGH,HOLD,1,1,2418.91,2421.5,2413.56,2418.65,1788.551
15m,9,0.5570989639596039,0.5454545454545454,29978,29997,15,1789607700000,2416.29,BODY_ZONE,PULLBACK,1,1,2418.65,2440.54,2417.0,2438.77,5307.1178
15m,9,0.5570989639596039,0.5454545454545454,29978,29997,18,1789610400000,2422.65,SWING_HIGH,HOLD,1,0,2427.58,2428.89,2418.16,2422.55,1983.1802
15m,9,0.5570989639596039,0.5454545454545454,29978,29997,19,1789611300000,2422.65,SWING_HIGH,HOLD,1,0,2422.55,2423.85,2416.21,2422.69,1800.0731
15m,10,0.5435321510613017,0.5697727272727273,15272,15291,14,1776371400000,2346.66,SWING_HIGH,HOLD,0,0,2351.3,2351.31,2341.51,2344.88,3117.1214
15m,10,0.5435321510613017,0.5697727272727273,15272,15291,16,1776373200000,2346.66,SWING_HIGH,PULLBACK,1,1,2350.23,2356.53,2347.55,2351.04,1964.5607
15m,10,0.5435321510613017,0.5697727272727273,15272,15291,17,1776374100000,2339.675,BODY_ZONE,PULLBACK,0,0,2351.04,2352.0,2336.25,2340.8,2960.6423
15m,10,0.5435321510613017,0.5697727272727273,15272,15291,18,1776375000000,2339.675,BODY_ZONE,REJECTION,1,0,2340.8,2343.57,2337.34,2339.84,1603.3138
15m,10,0.5435321510613017,0.5697727272727273,15272,15291,19,1776375900000,2339.675,BODY_ZONE,REJECTION,1,0,2339.84,2341.41,2338.77,2341.17,1026.7842
15m,11,0.5432880605745016,0.5733838383838383,3706,3725,10,1765958400000,2943.3650000000002,BODY_ZONE+SWING_HIGH,HOLD,0,1,2947.92,2947.92,2940.74,2943.19,2023.2096
15m,11,0.5432880605745016,0.5733838383838383,3706,3725,11,1765959300000,2943.3650000000002,BODY_ZONE+SWING_HIGH,HOLD,1,0,2943.18,2944.04,2927.38,2929.99,1799.3299
15m,11,0.5432880605745016,0.5733838383838383,3706,3725,12,1765960200000,2933.0612499999997,BODY_ZONE+SWING_LOW,TEST,0,0,2929.99,2932.35,2922.99,2927.07,1500.2864
15m,11,0.5432880605745016,0.5733838383838383,3706,3725,15,1765962900000,2933.0612499999997,BODY_ZONE+SWING_LOW,REJECTION,1,0,2927.84,2933.26,2918.63,2922.96,1657.308
15m,12,0.540838439174615,0.5946969696969696,15182,15201,10,1776286800000,2353.72,SWING_LOW,HOLD,0,0,2362.95,2363.33,2353.77,2353.78,3478.3131
15m,12,0.540838439174615,0.5946969696969696,15182,15201,11,1776287700000,2353.72,SWING_LOW,HOLD,1,1,2353.78,2354.27,2348.58,2353.04,2722.3946
15m,12,0.540838439174615,0.5946969696969696,15182,15201,12,1776288600000,2361.855,BODY_ZONE,PULLBACK,0,0,2353.03,2360.51,2350.14,2358.26,2009.7738
15m,12,0.540838439174615,0.5946969696969696,15182,15201,13,1776289500000,2361.855,BODY_ZONE,PULLBACK,1,1,2358.26,2363.5,2357.19,2361.3,1409.1666
15m,12,0.540838439174615,0.5946969696969696,15182,15201,14,1776290400000,2361.855,BODY_ZONE,TEST,1,0,2361.29,2380.45,2360.33,2373.69,7607.7122
15m,12,0.540838439174615,0.5946969696969696,15182,15201,15,1776291300000,2369.4487500000005,BODY_ZONE+SWING_HIGH,HOLD,0,1,2373.7,2373.7,2364.63,2368.89,3019.6025
15m,12,0.540838439174615,0.5946969696969696,15182,15201,16,1776292200000,2369.4487500000005,BODY_ZONE+SWING_HIGH,REJECTION,1,0,2368.89,2380.35,2365.33,2369.36,4592.5237
15m,12,0.540838439174615,0.5946969696969696,15182,15201,17,1776293100000,2361.855,BODY_ZONE,PULLBACK,1,0,2369.35,2373.56,2362.85,2363.45,2732.3959
15m,12,0.540838439174615,0.5946969696969696,15182,15201,18,1776294000000,2361.855,BODY_ZONE,TEST,1,0,2363.46,2363.46,2355.73,2357.72,2660.8496
15m,13,0.5382654344196763,0.5909090909090908,20482,20501,14,1781060400000,1629.52,SWING_LOW,HOLD,0,0,1624.21,1630.0,1623.52,1628.22,1264.3454
15m,13,0.5382654344196763,0.5909090909090908,20482,20501,16,1781062200000,1629.52,SWING_LOW,HOLD,1,0,1636.32,1636.42,1629.15,1631.09,988.1779
15m,13,0.5382654344196763,0.5909090909090908,20482,20501,17,1781063100000,1629.52,SWING_LOW,REJECTION,1,0,1631.09,1632.99,1629.03,1630.82,662.831
15m,13,0.5382654344196763,0.5909090909090908,20482,20501,18,1781064000000,1629.52,SWING_LOW,REJECTION,1,0,1630.82,1631.59,1626.22,1630.25,938.3578
15m,13,0.5382654344196763,0.5909090909090908,20482,20501,19,1781064900000,1629.52,SWING_LOW,HOLD,1,0,1630.26,1632.92,1629.09,1630.46,760.9821
15m,14,0.5354808659717649,0.5302272727272728,4376,4395,12,1766563200000,2929.1324999999997,BODY_ZONE,REJECTION,0,1,2932.69,2936.55,2930.18,2934.49,2098.8129
15m,14,0.5354808659717649,0.5302272727272728,4376,4395,13,1766564100000,2938.54,SWING_HIGH,REJECTION,0,1,2934.5,2939.84,2926.63,2934.27,5943.8243
15m,14,0.5354808659717649,0.5302272727272728,4376,4395,14,1766565000000,2938.54,SWING_HIGH,HOLD,1,0,2934.27,2936.88,2921.2,2931.01,3279.3898
15m,14,0.5354808659717649,0.5302272727272728,4376,4395,16,1766566800000,2929.1324999999997,BODY_ZONE,PULLBACK,1,0,2922.66,2930.14,2922.66,2930.01,1030.8202
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,10,1776465900000,2433.48,SWING_HIGH,HOLD,0,0,2436.84,2439.43,2432.78,2433.52,1946.565
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,11,1776466800000,2433.48,SWING_HIGH,HOLD,1,1,2433.52,2433.52,2428.51,2429.32,2206.7452
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,12,1776467700000,2428.8199999999997,BODY_ZONE,TEST,0,0,2429.32,2429.32,2415.47,2421.57,7854.8669
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,13,1776468600000,2423.8575,BODY_ZONE+SWING_LOW,REJECTION,0,0,2421.57,2424.9,2419.0,2420.7,3468.1669
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,14,1776469500000,2417.86,SWING_LOW,HOLD,0,0,2420.69,2423.05,2417.65,2419.0,1578.5988
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,15,1776470400000,2417.86,SWING_LOW,HOLD,1,0,2419.0,2423.58,2417.0,2417.8,1249.1471
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,16,1776471300000,2417.86,SWING_LOW,HOLD,1,1,2417.8,2422.06,2417.57,2421.61,1174.0619
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,17,1776472200000,2423.8575,BODY_ZONE+SWING_LOW,TEST,1,1,2421.6,2422.6,2410.06,2414.11,3390.4875
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,18,1776473100000,2423.8575,BODY_ZONE+SWING_LOW,PULLBACK,1,1,2414.12,2423.27,2413.66,2420.99,3628.955
15m,15,0.5321893560240657,0.5995454545454545,15381,15400,19,1776474000000,2417.86,SWING_LOW,REJECTION,1,0,2420.99,2427.64,2416.8,2426.73,2146.4722
15m,16,0.5307718746282524,0.5152272727272729,23164,23183,10,1783470600000,1777.45125,BODY_ZONE+SWING_HIGH+SWING_LOW,HOLD,0,0,1779.71,1785.0,1777.3,1783.05,1785.881
15m,16,0.5307718746282524,0.5152272727272729,23164,23183,11,1783471500000,1780.94,SWING_HIGH,HOLD,0,0,1783.05,1783.35,1779.04,1780.29,2405.0929
15m,16,0.5307718746282524,0.5152272727272729,23164,23183,12,1783472400000,1780.94,SWING_HIGH,HOLD,1,1,1780.29,1780.75,1775.99,1779.75,1956.5767
15m,16,0.5307718746282524,0.5152272727272729,23164,23183,13,1783473300000,1780.94,SWING_HIGH,HOLD,1,1,1779.75,1779.75,1772.93,1772.93,1127.343
15m,17,0.5298257600697563,0.5552272727272727,5832,5851,10,1767871800000,3112.27,BODY_ZONE+SWING_LOW,HOLD,0,0,3122.45,3122.8,3112.57,3114.68,2651.5903
15m,17,0.5298257600697563,0.5552272727272727,5832,5851,11,1767872700000,3120.7250000000004,BODY_ZONE+SWING_HIGH,HOLD,0,1,3114.67,3121.25,3112.96,3121.24,1924.2781
15m,17,0.5298257600697563,0.5552272727272727,5832,5851,12,1767873600000,3120.7250000000004,BODY_ZONE+SWING_HIGH,HOLD,1,0,3121.25,3121.49,3095.23,3103.35,10935.9892
15m,17,0.5298257600697563,0.5552272727272727,5832,5851,15,1767876300000,3096.68,SWING_LOW,HOLD,0,0,3099.27,3104.1,3093.11,3095.76,2235.6775
15m,17,0.5298257600697563,0.5552272727272727,5832,5851,16,1767877200000,3096.68,SWING_LOW,HOLD,1,0,3095.76,3099.37,3095.0,3095.49,1339.7845
15m,17,0.5298257600697563,0.5552272727272727,5832,5851,19,1767879900000,3096.68,SWING_LOW,REJECTION,1,0,3098.99,3100.92,3092.23,3097.12,1558.9011
15m,18,0.526531024571199,0.5647727272727272,24333,24352,10,1784522700000,1869.685,SWING_LOW,HOLD,0,1,1875.9,1877.3,1868.56,1868.94,1302.1279
15m,18,0.526531024571199,0.5647727272727272,24333,24352,11,1784523600000,1869.685,SWING_LOW,PULLBACK,1,0,1868.95,1869.94,1851.5,1859.42,4561.5891
15m,19,0.5178133026221979,0.5466161616161617,13283,13302,10,1774577700000,2072.55,BODY_ZONE,REJECTION,0,1,2073.04,2073.27,2070.53,2073.16,791.5264
15m,19,0.5178133026221979,0.5466161616161617,13283,13302,12,1774579500000,2066.484375,BODY_ZONE+SWING_HIGH,TEST,0,1,2069.51,2070.77,2067.45,2068.28,608.6093
15m,19,0.5178133026221979,0.5466161616161617,13283,13302,15,1774582200000,2066.484375,BODY_ZONE+SWING_HIGH,HOLD,1,0,2063.46,2065.64,2059.33,2063.4,1641.033
15m,20,0.5172252442061798,0.5490909090909091,5828,5847,10,1767868200000,3119.69,BODY_ZONE+SWING_HIGH,REJECTION,0,1,3117.55,3123.37,3117.31,3118.51,1985.4336
15m,20,0.5172252442061798,0.5490909090909091,5828,5847,11,1767869100000,3119.69,BODY_ZONE+SWING_HIGH,TEST,1,0,3118.5,3133.03,3118.5,3128.18,6456.3042
15m,20,0.5172252442061798,0.5490909090909091,5828,5847,12,1767870000000,3129.755,BODY_ZONE,PULLBACK,0,0,3128.19,3131.54,3121.71,3123.53,3494.2097
15m,20,0.5172252442061798,0.5490909090909091,5828,5847,14,1767871800000,3112.27,BODY_ZONE+SWING_LOW,HOLD,0,0,3122.45,3122.8,3112.57,3114.68,2651.5903
15m,20,0.5172252442061798,0.5490909090909091,5828,5847,15,1767872700000,3112.27,BODY_ZONE+SWING_LOW,HOLD,1,1,3114.67,3121.25,3112.96,3121.24,1924.2781
15m,20,0.5172252442061798,0.5490909090909091,5828,5847,16,1767873600000,3096.68,SWING_LOW,HOLD,0,0,3121.25,3121.49,3095.23,3103.35,10935.9892
15m,20,0.5172252442061798,0.5490909090909091,5828,5847,19,1767876300000,3096.68,SWING_LOW,HOLD,1,0,3099.27,3104.1,3093.11,3095.76,2235.6775
15m,21,0.5019942087518467,0.5463286713286714,5861,5880,10,1767897900000,3113.1800000000003,BODY_ZONE+SWING_LOW,REJECTION,0,1,3120.5,3124.8,3114.9,3120.22,2280.1831
15m,21,0.5019942087518467,0.5463286713286714,5861,5880,11,1767898800000,3128.8599999999997,BODY_ZONE+SWING_HIGH,REJECTION,0,1,3120.22,3129.07,3116.44,3124.09,1573.8017
15m,21,0.5019942087518467,0.5463286713286714,5861,5880,14,1767901500000,3113.1800000000003,BODY_ZONE+SWING_LOW,HOLD,1,1,3116.25,3119.64,3104.01,3111.53,1979.5287
15m,21,0.5019942087518467,0.5463286713286714,5861,5880,15,1767902400000,3090.2,SWING_LOW,HOLD,0,0,3111.53,3111.53,3089.39,3097.1,4785.4376
15m,21,0.5019942087518467,0.5463286713286714,5861,5880,16,1767903300000,3090.2,SWING_LOW,HOLD,1,0,3097.09,3102.34,3091.65,3095.1,1563.7385
15m,21,0.5019942087518467,0.5463286713286714,5861,5880,19,1767906000000,3113.1800000000003,BODY_ZONE+SWING_LOW,HOLD,1,0,3107.3,3114.39,3107.3,3113.02,1158.1655
15m,22,0.4988616183067171,0.5340909090909091,16712,16731,10,1777663800000,2304.8199999999997,BODY_ZONE+SWING_LOW,HOLD,0,1,2306.19,2306.19,2304.1,2304.37,578.7655
15m,22,0.4988616183067171,0.5340909090909091,16712,16731,11,1777664700000,2304.8199999999997,BODY_ZONE+SWING_LOW,HOLD,1,0,2304.38,2306.92,2303.85,2304.85,1236.4301
15m,22,0.4988616183067171,0.5340909090909091,16712,16731,12,1777665600000,2304.8199999999997,BODY_ZONE+SWING_LOW,HOLD,1,1,2304.85,2305.86,2302.94,2303.95,489.9064
15m,22,0.4988616183067171,0.5340909090909091,16712,16731,13,1777666500000,2304.8199999999997,BODY_ZONE+SWING_LOW,TEST,1,1,2303.95,2304.23,2296.83,2299.81,2004.3461
15m,23,0.4986301343714884,0.5340259740259741,22967,22986,12,1783295100000,1786.19,SWING_LOW,HOLD,0,0,1789.54,1789.54,1782.75,1785.65,2715.1701
15m,23,0.4986301343714884,0.5340259740259741,22967,22986,13,1783296000000,1786.19,SWING_LOW,REJECTION,1,1,1785.65,1787.86,1780.21,1786.61,2827.2577
15m,23,0.4986301343714884,0.5340259740259741,22967,22986,14,1783296900000,1776.915,BODY_ZONE,TEST,0,1,1786.61,1790.32,1776.27,1777.98,2735.2933
15m,23,0.4986301343714884,0.5340259740259741,22967,22986,15,1783297800000,1786.19,SWING_LOW,HOLD,1,0,1777.98,1788.65,1774.35,1788.11,2177.834
15m,23,0.4986301343714884,0.5340259740259741,22967,22986,16,1783298700000,1786.19,SWING_LOW,HOLD,1,0,1788.12,1794.13,1786.68,1793.28,2472.4632
15m,23,0.4986301343714884,0.5340259740259741,22967,22986,17,1783299600000,1796.0906249999998,BODY_ZONE+SWING_HIGH,REJECTION,0,0,1793.27,1795.28,1791.0,1792.94,1378.0036
15m,23,0.4986301343714884,0.5340259740259741,22967,22986,18,1783300500000,1786.19,SWING_LOW,REJECTION,1,1,1792.95,1793.58,1786.09,1789.83,1069.6854
15m,24,0.48913950302086934,0.5236013986013985,5823,5842,11,1767864600000,3114.81,BODY_ZONE,PULLBACK,0,0,3107.01,3114.39,3105.55,3114.23,2335.7054
15m,24,0.48913950302086934,0.5236013986013985,5823,5842,13,1767866400000,3114.81,BODY_ZONE,TEST,1,0,3111.9,3112.84,3096.68,3108.64,5612.9026
15m,24,0.48913950302086934,0.5236013986013985,5823,5842,15,1767868200000,3123.5924999999997,BODY_ZONE,REJECTION,0,1,3117.55,3123.37,3117.31,3118.51,1985.4336
15m,24,0.48913950302086934,0.5236013986013985,5823,5842,16,1767869100000,3134.71,SWING_HIGH,HOLD,0,0,3118.5,3133.03,3118.5,3128.18,6456.3042
15m,24,0.48913950302086934,0.5236013986013985,5823,5842,17,1767870000000,3123.5924999999997,BODY_ZONE,PULLBACK,1,0,3128.19,3131.54,3121.71,3123.53,3494.2097
15m,24,0.48913950302086934,0.5236013986013985,5823,5842,18,1767870900000,3114.81,BODY_ZONE,REJECTION,1,0,3123.53,3126.95,3115.26,3122.44,3468.5217
15m,24,0.48913950302086934,0.5236013986013985,5823,5842,19,1767871800000,3114.81,BODY_ZONE,TEST,1,0,3122.45,3122.8,3112.57,3114.68,2651.5903
15m,25,0.48417149948465316,0.5231818181818182,680,699,10,1763235000000,3195.5600000000004,BODY_ZONE,REJECTION,0,0,3202.03,3202.03,3193.94,3197.13,1717.2806
15m,25,0.48417149948465316,0.5231818181818182,680,699,12,1763236800000,3195.5600000000004,BODY_ZONE,REJECTION,1,1,3197.89,3200.68,3193.97,3199.35,656.7871
30m,1,0.7144310103446232,0.8084090909090909,10001,10020,13,1753639200000,3831.7973046875,BODY_ZONE+SWING_HIGH+SWING_LOW,HOLD,0,0,3838.24,3868.08,3833.27,3860.84,21319.9661
30m,1,0.7144310103446232,0.8084090909090909,10001,10020,16,1753644600000,3831.7973046875,BODY_ZONE+SWING_HIGH+SWING_LOW,HOLD,1,0,3838.04,3843.88,3826.59,3828.32,5272.5472
30m,1,0.7144310103446232,0.8084090909090909,10001,10020,17,1753646400000,3831.7973046875,BODY_ZONE+SWING_HIGH+SWING_LOW,HOLD,1,0,3828.33,3843.2,3827.87,3834.16,5463.1742
30m,1,0.7144310103446232,0.8084090909090909,10001,10020,18,1753648200000,3831.7973046875,BODY_ZONE+SWING_HIGH+SWING_LOW,HOLD,1,0,3834.17,3834.17,3819.86,3822.4,5820.3294
30m,1,0.7144310103446232,0.8084090909090909,10001,10020,19,1753650000000,3831.7973046875,BODY_ZONE+SWING_HIGH+SWING_LOW,HOLD,1,0,3822.41,3829.84,3818.9,3827.97,3952.89
30m,2,0.6356166979971375,0.6594805194805194,20474,20493,12,1772488800000,2056.101875,BODY_ZONE+SWING_HIGH,HOLD,0,0,2043.01,2052.89,2041.41,2050.0,6082.1691
30m,2,0.6356166979971375,0.6594805194805194,20474,20493,13,1772490600000,2056.101875,BODY_ZONE+SWING_HIGH,REJECTION,1,1,2050.0,2058.59,2049.32,2053.82,5699.9625
30m,2,0.6356166979971375,0.6594805194805194,20474,20493,14,1772492400000,2056.101875,BODY_ZONE+SWING_HIGH,HOLD,1,0,2053.82,2055.75,2037.18,2037.58,7396.1113
30m,2,0.6356166979971375,0.6594805194805194,20474,20493,15,1772494200000,2022.8375,SWING_LOW,HOLD,0,0,2037.59,2038.16,2024.32,2027.35,29817.2189
30m,2,0.6356166979971375,0.6594805194805194,20474,20493,16,1772496000000,2022.8375,SWING_LOW,REJECTION,1,1,2027.34,2035.33,2021.85,2027.54,13643.2451
30m,2,0.6356166979971375,0.6594805194805194,20474,20493,19,1772501400000,2022.8375,SWING_LOW,HOLD,1,0,2029.21,2034.3,2019.53,2020.01,5684.6019
30m,3,0.5974065692586362,0.6401515151515151,17880,17899,10,1767816000000,3129.55,SWING_LOW,HOLD,0,0,3146.02,3151.37,3128.13,3134.33,8260.889
30m,3,0.5974065692586362,0.6401515151515151,17880,17899,11,1767817800000,3129.55,SWING_LOW,HOLD,1,0,3134.33,3142.42,3133.57,3139.18,3037.2044
30m,3,0.5974065692586362,0.6401515151515151,17880,17899,12,1767819600000,3149.95,SWING_LOW,HOLD,0,0,3139.14,3147.27,3138.4,3147.16,2122.7749
