timeframe,rank,similarity,candidate_start,candidate_end,before_archetype,matched_archetype,after_archetype,before_micro_behaviour,matched_micro_behaviour,after_micro_behaviour,before_bullish,matched_bullish,after_bullish,before_range,matched_range,after_range
15m,19,0.3305459367966874,6816,6835,EXPANSION_SEQUENCE,BULLISH_TO_BEARISH_SHIFT,REJECTION_MIX,RANGE_EXPANSION,RANGE_EXPANSION,HIGH_ALTERNATION,0.4,0.5,0.3,2.0518648491847062,1.2139398056187136,1.139638630018826
15m,20,0.3300336680682905,9436,9455,REJECTION_MIX,EXPANSION_SEQUENCE,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR,RANGE_EXPANSION,HIGH_ALTERNATION,0.6,0.4,0.5,1.0626505278580196,1.4362878555789824,1.5208942322120749
15m,21,0.32982904392333745,12155,12174,BEARISH_TO_BULLISH_SHIFT,REJECTION_MIX,REJECTION_MIX,RANGE_EXPANSION,HIGH_ALTERNATION,HIGH_ALTERNATION,0.6,0.55,0.4,1.154629002596074,1.0045988984741494,1.3904111540007418
15m,22,0.3288774736712372,26453,26472,SIDEWAYS_COMPRESSION,EXPANSION_SEQUENCE,REJECTION_MIX,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,HIGH_ALTERNATION,0.6,0.5,0.6,0.64628523776499,1.248628337395066,1.2722711378685796
15m,23,0.3287534638320484,19125,19144,COMPRESSION_SEQUENCE,REJECTION_MIX,REJECTION_MIX,REJECTION_BALANCE,HIGH_ALTERNATION,MIXED_MICRO_BEHAVIOUR,0.7,0.5,0.3,0.575169953058998,0.9290217549433839,1.1342303893479664
15m,24,0.3285759288563902,23639,23658,SIDEWAYS_TO_DIRECTIONAL,BEARISH_TO_BULLISH_SHIFT,REJECTION_MIX,REJECTION_BALANCE,RANGE_EXPANSION,HIGH_ALTERNATION,0.7,0.3,0.4,0.7291504869475374,2.1197267716784265,1.1587469810924875
15m,25,0.3283240018960676,24145,24164,REJECTION_MIX,EXPANSION_SEQUENCE,HIGH_ALTERNATION,REJECTION_BALANCE,RANGE_EXPANSION,HIGH_ALTERNATION,0.5,0.5,0.5,0.9227407667085592,1.0060266016379265,0.8601387045678249
30m,1,0.3154677046288155,10361,10380,EXPANSION_SEQUENCE,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION,HIGH_ALTERNATION,RANGE_EXPANSION,0.6,0.5,0.7,1.2625513345719506,1.0214401661755423,1.5086348583643805
30m,2,0.3131077521097864,10217,10236,MIXED_BEHAVIOUR,REJECTION_MIX,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR,REJECTION_BALANCE,HIGH_ALTERNATION,0.2,0.45,0.6,1.0411043164300657,1.2813625503144146,1.4016737654588352
30m,3,0.31077214103167244,14180,14199,BEARISH_TO_BULLISH_SHIFT,REJECTION_MIX,COMPRESSION_SEQUENCE,RANGE_EXPANSION,HIGH_ALTERNATION,DIRECTIONAL_COMPRESSION,0.5,0.4,0.8,1.3839142376842801,1.4973928402339312,0.6281901195639985
30m,4,0.30195901305476625,23299,23318,REJECTION_MIX,SIDEWAYS_COMPRESSION,SIDEWAYS_TO_DIRECTIONAL,HIGH_ALTERNATION,WICK_REJECTION_COMPRESSION,REJECTION_BALANCE,0.5,0.4,0.7,1.0154990426843544,0.9955969246183679,1.138767000658261
30m,5,0.30150823873315796,24691,24710,MIXED_BEHAVIOUR,REJECTION_MIX,SIDEWAYS_COMPRESSION,DIRECTIONAL_COMPRESSION,REJECTION_BALANCE,BALANCED_COMPRESSION,0.2,0.4,0.4,1.0396525514555677,1.7107042564484476,0.532581341412506
30m,6,0.2992395450990151,20852,20871,REJECTION_MIX,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,HIGH_ALTERNATION,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,0.4,0.35,0.4,0.947420417277718,1.4540842827862765,0.7518404958101674
30m,7,0.29635495108764665,24164,24183,BEARISH_TO_BULLISH_SHIFT,MIXED_BEHAVIOUR,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION,MIXED_MICRO_BEHAVIOUR,WICK_REJECTION_COMPRESSION,0.6,0.5,0.4,1.1081241162277202,1.3801907527478665,0.8341688846151651
30m,8,0.2961231166735066,18748,18767,EXPANSION_SEQUENCE,REJECTION_MIX,PERSISTENT_BULLISH_BODY,RANGE_EXPANSION,REJECTION_BALANCE,DIRECTIONAL_COMPRESSION,0.6,0.45,0.7,1.7537477162066692,1.657091935446618,0.7479883851447063
30m,9,0.29430117439419545,16254,16273,EXPANSION_SEQUENCE,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION,REJECTION_BALANCE,MIXED_MICRO_BEHAVIOUR,0.5,0.45,0.3,2.0843442690313387,0.9487906986436657,0.8912276556810934
30m,10,0.2929332422967969,13713,13732,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR,WICK_REJECTION_COMPRESSION,HIGH_ALTERNATION,0.6,0.4,0.5,2.5263559315358353,0.9754447769673987,0.9472234674382746
30m,11,0.29148531122382865,17972,17991,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,HIGH_ALTERNATION,WICK_REJECTION_COMPRESSION,0.4,0.5,0.4,1.2701170554437544,1.7189381956430967,0.4531746771661953
30m,12,0.2907851054214705,4249,4268,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,0.3,0.4,0.6,1.5072713975119139,1.183982498173001,0.7643392555474746
30m,13,0.28777827542768275,26897,26916,BEARISH_TO_BULLISH_SHIFT,REJECTION_MIX,MIXED_BEHAVIOUR,DIRECTIONAL_COMPRESSION,MIXED_MICRO_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR,0.6,0.5,0.5,1.0584486549928624,1.5921392692582659,1.2215578230307451
30m,14,0.2870436722740265,16049,16068,REJECTION_MIX,REJECTION_MIX,EXPANSION_SEQUENCE,REJECTION_BALANCE,MIXED_MICRO_BEHAVIOUR,RANGE_EXPANSION,0.7,0.4,0.5,0.9912982936321286,1.261018308501044,2.216145998588073
30m,15,0.2869499061809444,2518,2537,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_COMPRESSION,MIXED_MICRO_BEHAVIOUR,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,0.7,0.35,0.5,2.3146225167990244,1.7628120459579328,0.5442012074863871
30m,16,0.28653577257284263,14233,14252,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,REJECTION_BALANCE,DIRECTIONAL_COMPRESSION,RANGE_EXPANSION,0.4,0.45,0.7,1.4955691484595508,1.0144193285816194,1.3329532889609221
30m,17,0.28648590174737437,16102,16121,BULLISH_TO_BEARISH_SHIFT,REJECTION_MIX,REJECTION_MIX,RANGE_EXPANSION,REJECTION_BALANCE,HIGH_ALTERNATION,0.4,0.5,0.5,1.080035878897022,1.4374597307660177,0.9027771612530145
30m,18,0.28498674854743067,5576,5595,SIDEWAYS_COMPRESSION,REJECTION_MIX,REJECTION_MIX,WICK_REJECTION_COMPRESSION,HIGH_ALTERNATION,HIGH_ALTERNATION,0.5,0.45,0.5,0.8203903869412039,1.40340336744586,0.9344471081185667
30m,19,0.2848392436462831,22776,22795,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,SIDEWAYS_COMPRESSION,RANGE_EXPANSION,HIGH_ALTERNATION,WICK_REJECTION_COMPRESSION,0.7,0.4,0.6,1.143155228207617,1.3086027491361676,0.8662903482898594
30m,20,0.2842909045817305,22778,22797,REJECTION_MIX,REJECTION_MIX,BEARISH_TO_BULLISH_SHIFT,REJECTION_BALANCE,HIGH_ALTERNATION,BALANCED_COMPRESSION,0.5,0.5,0.6,1.288944155841446,1.2323517408037787,0.9452708640860326
30m,21,0.28365008375669837,23201,23220,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,HIGH_ALTERNATION,WICK_REJECTION_COMPRESSION,0.6,0.45,0.4,1.1311503378809646,1.2097868353313521,0.9348090444557957
30m,22,0.2833594003883669,9151,9170,REJECTION_MIX,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,REJECTION_BALANCE,MIXED_MICRO_BEHAVIOUR,BEARISH_SHIFT,0.6,0.45,0.6,1.7623407931673967,1.348778871215643,1.1272534264988656
30m,23,0.2832571308770032,26537,26556,SIDEWAYS_COMPRESSION,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,WICK_REJECTION_COMPRESSION,REJECTION_BALANCE,RANGE_EXPANSION,0.5,0.4,0.6,0.9853621696699797,1.043826551308045,1.255246578820262
30m,24,0.2830701711383585,18035,18054,REJECTION_MIX,REJECTION_MIX,REJECTION_MIX,HIGH_ALTERNATION,MIXED_MICRO_BEHAVIOUR,REJECTION_BALANCE,0.5,0.45,0.7,0.9006530289913706,1.3035235855471448,1.2527579839019434
30m,25,0.282825276690335,10156,10175,EXPANSION_SEQUENCE,REJECTION_MIX,SIDEWAYS_COMPRESSION,RANGE_EXPANSION,MIXED_MICRO_BEHAVIOUR,WICK_REJECTION_COMPRESSION,0.6,0.75,0.4,1.3501168640984638,1.1021716104357213,0.6553018869829996
1h,1,0.3469396595048701,2337,2356,SIDEWAYS_TO_DIRECTIONAL,EXPANSION_SEQUENCE,SIDEWAYS_TO_DIRECTIONAL,HIGH_ALTERNATION,RANGE_EXPANSION,MIXED_MICRO_BEHAVIOUR,0.3,0.55,0.7,0.8340647346409936,1.3949606353006943,1.2554748471391701
1h,2,0.32963494706688234,20761,20780,REJECTION_MIX,REJECTION_MIX,HIGH_ALTERNATION,HIGH_ALTERNATION,MIXED_MICRO_BEHAVIOUR,HIGH_ALTERNATION,0.3,0.55,0.4,1.1792971781023267,0.9854974873214684,1.164271886645158
1h,3,0.3264616344767954,15506,15525,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,MIXED_MICRO_BEHAVIOUR,WICK_REJECTION_COMPRESSION,0.5,0.65,0.4,0.8706955206079897,0.841816008372408,0.7319991956755676
1h,4,0.3228648242563793,18791,18810,HIGH_ALTERNATION,PERSISTENT_BULLISH_BODY,REJECTION_MIX,HIGH_ALTERNATION,MIXED_MICRO_BEHAVIOUR,DIRECTIONAL_COMPRESSION,0.3,0.8,0.6,0.8833401895500479,0.8028395667118916,0.9262080109169256
1h,5,0.3220890508222792,17447,17466,SIDEWAYS_COMPRESSION,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,REJECTION_BALANCE,0.6,0.7,0.4,0.8190623239719992,1.3045420898227622,0.9233573234004855
1h,6,0.3215883423269641,25464,25483,BULLISH_TO_BEARISH_SHIFT,EXPANSION_SEQUENCE,REJECTION_MIX,BALANCED_COMPRESSION,RANGE_EXPANSION,MIXED_MICRO_BEHAVIOUR,0.4,0.55,0.6,0.927831589825705,1.2185651482284754,1.2826253856303849
1h,7,0.3206679373255908,12192,12211,REJECTION_MIX,EXPANSION_SEQUENCE,BULLISH_TO_BEARISH_SHIFT,MIXED_MICRO_BEHAVIOUR,RANGE_EXPANSION,DIRECTIONAL_COMPRESSION,0.5,0.4,0.4,0.9771235868665376,1.3194717518227446,1.0824875344598315
1h,8,0.3203199883977145,12143,12162,SIDEWAYS_COMPRESSION,EXPANSION_SEQUENCE,REJECTION_MIX,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,MIXED_MICRO_BEHAVIOUR,0.6,0.55,0.4,1.0194254942542063,1.3581342643959584,1.7452841310274323
1h,9,0.31767735787299184,24145,24164,REJECTION_MIX,SIDEWAYS_COMPRESSION,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,WICK_REJECTION_COMPRESSION,0.4,0.55,0.5,0.8735446809225866,1.0293652098149457,0.6142533774316886
1h,10,0.3142213884703696,25187,25206,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,REJECTION_BALANCE,REJECTION_BALANCE,RANGE_EXPANSION,0.6,0.5,0.3,1.7534652206308272,1.2881944977750643,1.2584309750543974
1h,11,0.3131734194912714,25656,25675,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_COMPRESSION,DIRECTIONAL_COMPRESSION,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,0.6,0.55,0.4,0.9288118824622039,1.1337019131628276,0.49692672310356895
1h,12,0.31283302520117967,25751,25770,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,HIGH_ALTERNATION,WICK_REJECTION_COMPRESSION,0.4,0.45,0.6,0.8927749656822401,1.0156561525783196,0.7975664261279564
1h,13,0.3127619714288004,16780,16799,SIDEWAYS_COMPRESSION,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,WICK_REJECTION_COMPRESSION,MIXED_MICRO_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR,0.6,0.5,0.3,0.8305646544268447,0.9988472456894302,1.2119796368992843
1h,14,0.31262242528287354,7584,7603,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,SIDEWAYS_COMPRESSION,MIXED_MICRO_BEHAVIOUR,RANGE_EXPANSION,WICK_REJECTION_COMPRESSION,0.7,0.7,0.5,1.2105569735008852,1.3053863220244306,1.0704114814207792
1h,15,0.3070998553024255,23160,23179,SIDEWAYS_COMPRESSION,SIDEWAYS_COMPRESSION,REJECTION_MIX,WICK_REJECTION_COMPRESSION,WICK_REJECTION_COMPRESSION,BEARISH_SHIFT,0.6,0.6,0.4,0.9584773297422634,0.9280342494583624,0.8313451167225467
1h,16,0.3070448639612116,11831,11850,REJECTION_MIX,EXPANSION_SEQUENCE,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,RANGE_EXPANSION,WICK_REJECTION_COMPRESSION,0.6,0.75,0.4,1.0737608743806994,1.3054483562559893,0.7575516767784911
1h,17,0.3066415487328908,6971,6990,BEARISH_TO_BULLISH_SHIFT,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,BALANCED_COMPRESSION,HIGH_ALTERNATION,RANGE_EXPANSION,0.4,0.5,0.7,1.0179975277162476,1.070133566435672,1.314591425910655
1h,18,0.3055487612137304,19704,19723,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,REJECTION_BALANCE,RANGE_EXPANSION,REJECTION_BALANCE,0.5,0.65,0.7,0.8275668987483874,1.4006532074309583,0.7997124064966948
1h,19,0.3050155904049879,15532,15551,SIDEWAYS_COMPRESSION,EXPANSION_SEQUENCE,REJECTION_MIX,BALANCED_COMPRESSION,RANGE_EXPANSION,HIGH_ALTERNATION,0.5,0.45,0.5,0.7887783402904448,1.1429345786360612,1.043565924370926
1h,20,0.30473047749930343,27336,27355,REJECTION_MIX,EXPANSION_SEQUENCE,BULLISH_TO_BEARISH_SHIFT,REJECTION_BALANCE,RANGE_EXPANSION,WICK_REJECTION_COMPRESSION,0.5,0.55,0.6,0.9384424910187239,1.3630941450358436,0.6450162439595679
1h,21,0.3041861280432216,6697,6716,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_MIX,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,HIGH_ALTERNATION,0.5,0.5,0.4,1.1886907987359403,0.877317183306849,0.8180566943571101
1h,22,0.3041004258053452,25397,25416,REJECTION_MIX,EXPANSION_SEQUENCE,BULLISH_TO_BEARISH_SHIFT,REJECTION_BALANCE,RANGE_EXPANSION,BEARISH_SHIFT,0.4,0.6,0.4,1.651658416399475,1.1135367468625408,0.9493946304172354
1h,23,0.30343727095639916,19754,19773,REJECTION_MIX,EXPANSION_SEQUENCE,REJECTION_MIX,HIGH_ALTERNATION,RANGE_EXPANSION,REJECTION_BALANCE,0.5,0.6,0.4,1.2091987494975296,1.205540063728388,1.025832247903209
1h,24,0.3032958613630696,8327,8346,REJECTION_MIX,REJECTION_MIX,REJECTION_MIX,HIGH_ALTERNATION,DIRECTIONAL_COMPRESSION,REJECTION_BALANCE,0.5,0.55,0.6,0.9796561718657385,0.9649209638184125,1.0413540476260912
1h,25,0.30205866634994916,27286,27305,REJECTION_MIX,EXPANSION_SEQUENCE,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR,RANGE_EXPANSION,REJECTION_BALANCE,0.4,0.55,0.4,1.2245496074994004,1.2248316052108073,1.4686381368584986
4h,1,0.33667401151723175,6175,6194,REJECTION_MIX,REJECTION_MIX,REJECTION_MIX,HIGH_ALTERNATION,REJECTION_BALANCE,REJECTION_BALANCE,0.4,0.3,0.5,1.204254136604491,1.4291343530016394,0.9266532848655966
4h,2,0.3136913652893642,9307,9326,PERSISTENT_BULLISH_BODY,REJECTION_MIX,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR,REJECTION_BALANCE,HIGH_ALTERNATION,0.9,0.3,0.4,1.2376336757089914,1.2114755566615363,1.100399252281485
4h,3,0.3136568170942352,2679,2698,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,COMPRESSION_SEQUENCE,RANGE_EXPANSION,BULLISH_SHIFT,MIXED_MICRO_BEHAVIOUR,0.7,0.45,0.8,1.0871175238558228,1.1365261980916639,0.6883090842412358
4h,4,0.3112080729793453,9326,9345,REJECTION_MIX,SIDEWAYS_COMPRESSION,BEARISH_TO_BULLISH_SHIFT,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,0.3,0.45,0.4,1.2398849437364021,0.9844451893216883,1.3187226390532658
4h,5,0.3111648688882593,8798,8817,REJECTION_MIX,REJECTION_MIX,MIXED_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR,0.3,0.45,0.5,1.2186718202871707,1.1914966176917803,1.1846285650505797
4h,6,0.3109807064625408,8147,8166,HIGH_ALTERNATION,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,HIGH_ALTERNATION,REJECTION_BALANCE,BEARISH_SHIFT,0.5,0.4,0.6,1.2473469291497552,1.3406054084788477,0.8782847171295993
4h,7,0.31054588855822524,2900,2919,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,MIXED_MICRO_BEHAVIOUR,HIGH_ALTERNATION,RANGE_EXPANSION,0.7,0.45,0.7,1.968743500570529,1.1935916943752205,1.2067035877103498
4h,8,0.306785361404897,7223,7242,EXPANSION_SEQUENCE,REJECTION_MIX,BEARISH_TO_BULLISH_SHIFT,RANGE_EXPANSION,DIRECTIONAL_COMPRESSION,WICK_REJECTION_COMPRESSION,0.6,0.35,0.4,2.3227995152761007,1.028692073607568,0.8654298223150116
4h,9,0.3062930836026302,4939,4958,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,REJECTION_MIX,REJECTION_BALANCE,HIGH_ALTERNATION,DIRECTIONAL_COMPRESSION,0.7,0.4,0.6,0.527157994521201,1.2926203988406488,0.9395024456357135
4h,10,0.3060926861932875,6762,6781,REJECTION_MIX,EXPANSION_SEQUENCE,EXPANSION_SEQUENCE,REJECTION_BALANCE,RANGE_EXPANSION,RANGE_EXPANSION,0.4,0.25,0.5,1.1388206484025116,1.2679212968106222,1.2256306809941309
4h,11,0.3060018420674329,3274,3293,EXPANSION_SEQUENCE,REJECTION_MIX,BEARISH_TO_BULLISH_SHIFT,RANGE_EXPANSION,DIRECTIONAL_COMPRESSION,DIRECTIONAL_COMPRESSION,0.4,0.45,0.8,1.4464467949077071,1.0501965643478959,0.7830860837051775
4h,12,0.3025347724007012,8091,8110,SIDEWAYS_COMPRESSION,REJECTION_MIX,BEARISH_TO_BULLISH_SHIFT,WICK_REJECTION_COMPRESSION,REJECTION_BALANCE,RANGE_EXPANSION,0.5,0.45,0.6,0.6272828146167466,1.8384158096596512,1.0733069468773322
4h,13,0.30232305820650707,4783,4802,MIXED_BEHAVIOUR,REJECTION_MIX,SIDEWAYS_COMPRESSION,MIXED_MICRO_BEHAVIOUR,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,0.4,0.45,0.6,1.5969769515460084,1.0809641470734976,0.8465911282320132
4h,14,0.3021690943548673,5353,5372,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,HIGH_ALTERNATION,BALANCED_COMPRESSION,0.4,0.45,0.4,1.3160110324684726,1.6856807293255514,0.8229209189795983
4h,15,0.30119770414292935,6474,6493,SIDEWAYS_COMPRESSION,COMPRESSION_SEQUENCE,REJECTION_MIX,WICK_REJECTION_COMPRESSION,REJECTION_BALANCE,REJECTION_BALANCE,0.6,0.25,0.7,0.7539585237689632,0.8383191820234135,1.0910990224881503
4h,16,0.3006036084050496,3147,3166,BEARISH_TO_BULLISH_SHIFT,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,RANGE_EXPANSION,HIGH_ALTERNATION,WICK_REJECTION_COMPRESSION,0.4,0.45,0.6,1.9308397293504953,1.035327968101356,0.707598369347455
4h,17,0.3005878781476463,529,548,SIDEWAYS_COMPRESSION,REJECTION_MIX,REJECTION_MIX,WICK_REJECTION_COMPRESSION,MIXED_MICRO_BEHAVIOUR,REJECTION_BALANCE,0.6,0.45,0.3,0.6716651555221934,1.233718377596912,1.733103962394906
4h,18,0.296204025641452,1728,1747,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_MIX,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,HIGH_ALTERNATION,0.5,0.5,0.5,1.156859351888972,0.9184000818677092,1.2490590654982103
4h,19,0.2959883142294938,8006,8025,SIDEWAYS_COMPRESSION,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,REJECTION_BALANCE,0.6,0.35,0.5,0.8719550682860918,1.3466435760513047,0.9382039687226891
4h,20,0.29596488452121533,9321,9340,EXPANSION_SEQUENCE,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,RANGE_EXPANSION,DIRECTIONAL_COMPRESSION,BALANCED_COMPRESSION,0.4,0.35,0.4,1.2195191153409017,1.0934731024022393,0.7444065278506022
4h,21,0.295415198889369,6995,7014,SIDEWAYS_COMPRESSION,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,WICK_REJECTION_COMPRESSION,MIXED_MICRO_BEHAVIOUR,RANGE_EXPANSION,0.4,0.5,0.7,0.8590490612197555,1.2630012202375627,2.0148414501569056
4h,22,0.2945715490571879,4944,4963,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,HIGH_ALTERNATION,HIGH_ALTERNATION,HIGH_ALTERNATION,HIGH_ALTERNATION,0.7,0.45,0.4,0.9938584634061123,1.1862213490012565,0.9829047838817704
4h,23,0.2944653126117805,2769,2788,REJECTION_MIX,REJECTION_MIX,REJECTION_MIX,REJECTION_BALANCE,DIRECTIONAL_COMPRESSION,REJECTION_BALANCE,0.6,0.45,0.7,1.3323767354157536,1.0434307540703516,0.7954009429449312
4h,24,0.293969646000924,9109,9128,REJECTION_MIX,REJECTION_MIX,BEARISH_TO_BULLISH_SHIFT,REJECTION_BALANCE,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,0.7,0.5,0.5,1.1378633334622772,0.9964835281987314,0.5522662980930244
4h,25,0.2939434656237131,1700,1719,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,REJECTION_MIX,HIGH_ALTERNATION,RANGE_EXPANSION,REJECTION_BALANCE,0.5,0.45,0.6,1.0333890167533257,1.1536996992322217,1.0743897461067662
1d,1,0.27433409943675846,1065,1084,SIDEWAYS_COMPRESSION,SIDEWAYS_COMPRESSION,REJECTION_MIX,WICK_REJECTION_COMPRESSION,WICK_REJECTION_COMPRESSION,MIXED_MICRO_BEHAVIOUR,0.4,0.45,0.7,0.8898460012352594,0.719562855002976,1.0303483718920032
1d,2,0.2738171051226423,1891,1910,REJECTION_MIX,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,HIGH_ALTERNATION,REJECTION_BALANCE,RANGE_EXPANSION,0.3,0.5,0.7,1.167057524241858,1.0454557101676436,1.3301098592693155
1d,3,0.2734563558174049,391,410,SIDEWAYS_COMPRESSION,BULLISH_TO_BEARISH_SHIFT,REJECTION_MIX,WICK_REJECTION_COMPRESSION,DIRECTIONAL_COMPRESSION,REJECTION_BALANCE,0.5,0.35,0.5,0.7798100880920076,0.9913453680339085,1.0024498811051032
1d,4,0.2721544206195058,144,163,SIDEWAYS_TO_DIRECTIONAL,HIGH_ALTERNATION,HIGH_ALTERNATION,RANGE_EXPANSION,HIGH_ALTERNATION,HIGH_ALTERNATION,0.3,0.35,0.5,2.4217141133616247,1.0043666422821074,0.9665769746929739
1d,5,0.2714769692971006,2714,2733,SIDEWAYS_COMPRESSION,REJECTION_MIX,SIDEWAYS_TO_DIRECTIONAL,BALANCED_COMPRESSION,DIRECTIONAL_COMPRESSION,HIGH_ALTERNATION,0.6,0.45,0.7,0.7578193925515635,0.9041996019773408,0.7453219317863715
1d,6,0.2688190496102354,981,1000,REJECTION_MIX,SIDEWAYS_COMPRESSION,EXPANSION_SEQUENCE,HIGH_ALTERNATION,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,0.5,0.5,0.8,0.9938995465941771,0.8801291237510522,1.235308015935899
1d,7,0.26519060866981164,1072,1091,SIDEWAYS_COMPRESSION,REJECTION_MIX,MIXED_BEHAVIOUR,BALANCED_COMPRESSION,REJECTION_BALANCE,MIXED_MICRO_BEHAVIOUR,0.5,0.45,0.8,0.6747364764076551,0.8737935085371579,0.899060110522629
1d,8,0.2647747289045391,2896,2915,BULLISH_TO_BEARISH_SHIFT,REJECTION_MIX,REJECTION_MIX,RANGE_EXPANSION,MIXED_MICRO_BEHAVIOUR,BULLISH_SHIFT,0.2,0.4,0.6,1.162863916614352,1.1413946108681683,1.0321096129441685
1d,9,0.2638811950598586,662,681,EXPANSION_SEQUENCE,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,RANGE_EXPANSION,REJECTION_BALANCE,BEARISH_SHIFT,0.5,0.45,0.6,1.3986752957027022,1.1782621633103578,1.0086153383463052
1d,10,0.26183563727713444,1068,1087,SIDEWAYS_COMPRESSION,SIDEWAYS_COMPRESSION,MIXED_BEHAVIOUR,BALANCED_COMPRESSION,WICK_REJECTION_COMPRESSION,MIXED_MICRO_BEHAVIOUR,0.6,0.4,0.8,0.7155107342361351,0.8294954668885619,0.893885426871506
1d,11,0.26182512670138164,1234,1253,REJECTION_MIX,REJECTION_MIX,REJECTION_MIX,REJECTION_BALANCE,HIGH_ALTERNATION,REJECTION_BALANCE,0.4,0.5,0.6,1.0048658507404142,1.3936147960613208,1.093462054936101
1d,12,0.26131651866956906,1795,1814,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,REJECTION_MIX,HIGH_ALTERNATION,HIGH_ALTERNATION,REJECTION_BALANCE,0.7,0.4,0.6,0.9492662797713113,1.204467703149632,1.208820163879667
1d,13,0.2608597763334945,2444,2463,REJECTION_MIX,BULLISH_TO_BEARISH_SHIFT,BULLISH_TO_BEARISH_SHIFT,HIGH_ALTERNATION,BALANCED_COMPRESSION,RANGE_EXPANSION,0.4,0.45,0.3,1.4369350385201929,0.769659307059046,1.5758146248085816
