reference_timestamp,screen_rank,timeframe,candidate_start,candidate_end,candle_structure_similarity,story_similarity,family_story,story,synchronization
1788681600000,18,1d,2969,2988,0.10600503016593381,0.4,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION -> HOLD -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BULLISH_BIAS -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,ASOF_CONTEXT
1789473600000,20,1m,27641,27660,0.49341461818207505,0.6,INITIAL_CONTEXT -> RANGE_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1789473600000,20,3m,29201,29220,0.4289887083984899,0.5,INITIAL_CONTEXT -> LEVEL_INTERACTION,INITIAL_BEARISH_BIAS -> LEVEL_INTERACTION_CLUSTER,EXACT
1789473600000,20,5m,29512,29531,0.14572432001853974,0.8333333333333334,INITIAL_CONTEXT -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION,INITIAL_BULLISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,EXACT
1789473600000,20,15m,29824,29843,0.4292899454439409,0.6428571428571428,INITIAL_CONTEXT -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> HOLD_CLUSTER,EXACT
1789473600000,20,30m,29902,29921,0.18894801664345845,0.4,INITIAL_CONTEXT -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BEARISH_BIAS -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1789473600000,20,1h,29941,29960,0.1558695932116879,0.5625,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1789473600000,20,4h,9971,9990,0.304164013445241,0.29166666666666663,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> HOLD -> LEVEL_INTERACTION -> PULLBACK -> EXPANSION_AFTER_TEST -> HOLD -> EXPANSION_AFTER_TEST -> HOLD -> LEVEL_INTERACTION -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> HOLD_CLUSTER -> LEVEL_INTERACTION_CLUSTER -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REPEATED_TEST_CLUSTER -> REJECTION_CLUSTER,EXACT
1789473600000,20,1d,2978,2997,0.5967280487858494,0.5714285714285714,INITIAL_CONTEXT -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> REJECTION -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,ASOF_CONTEXT
1789041600000,21,1m,20441,20460,0.18518933655288447,0.9,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1789041600000,21,3m,26801,26820,0.4969427925043063,0.6666666666666667,INITIAL_CONTEXT -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> PULLBACK -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1789041600000,21,5m,28072,28091,0.2953442107526376,0.5714285714285714,INITIAL_CONTEXT -> BODY_CHANGE -> HOLD -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,EXACT
1789041600000,21,15m,29344,29363,0.5180804043386021,0.5714285714285714,INITIAL_CONTEXT -> DIRECTION_CHANGE -> HOLD -> REJECTION -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> COUNTERMOVE_AND_RENEWAL -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> REJECTION_CLUSTER,EXACT
1789041600000,21,30m,29662,29681,0.1920076980604634,0.4444444444444444,INITIAL_CONTEXT -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> HOLD -> REJECTION -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BULLISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> LEVEL_INTERACTION_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1789041600000,21,1h,29821,29840,0.22600475934813075,0.6875,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BEARISH_BIAS -> RANGE_COMPRESSION -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,EXACT
1789041600000,21,4h,9941,9960,0.22400950232501854,0.5,INITIAL_CONTEXT -> DIRECTION_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> HOLD -> EXPANSION_AFTER_TEST -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BEARISH_BIAS -> DIRECTION_CHANGE_IN_CHARACTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1789041600000,21,1d,2973,2992,0.21728561952626577,0.25,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> HOLD_CLUSTER,ASOF_CONTEXT
1787846400000,22,1m,521,540,0.4391991601817755,1.0,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1787846400000,22,3m,20161,20180,0.42151779017197666,0.5,INITIAL_CONTEXT -> DIRECTION_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> HOLD -> REJECTION,INITIAL_BULLISH_BIAS -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REJECTION_CLUSTER,EXACT
1787846400000,22,5m,24088,24107,0.13742818126821635,0.5625,INITIAL_CONTEXT -> DIRECTION_CHANGE -> HOLD -> REJECTION -> HOLD -> EXPANSION_AFTER_TEST -> HOLD -> REJECTION,INITIAL_BULLISH_BIAS -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REJECTION_CLUSTER,EXACT
1787846400000,22,15m,28016,28035,0.30114564731211846,0.4285714285714286,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> HOLD -> LEVEL_INTERACTION -> PULLBACK,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> HOLD_CLUSTER -> LEVEL_INTERACTION_CLUSTER -> PULLBACK_CLUSTER,EXACT
1787846400000,22,30m,28998,29017,0.22256725850594325,0.5,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION -> HOLD -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER,EXACT
1787846400000,22,1h,29489,29508,0.36729820152334364,0.6666666666666667,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> DIRECTION_CHANGE -> HOLD -> EXPANSION_AFTER_TEST -> REJECTION -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,EXACT
1787846400000,22,4h,9858,9877,0.2483452352785511,0.4,INITIAL_CONTEXT -> DIRECTION_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,EXACT
1787846400000,22,1d,2959,2978,0.0772994410991837,0.25,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,ASOF_CONTEXT
1788336000000,25,1m,8681,8700,0.3431714837687205,0.7,INITIAL_CONTEXT -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1788336000000,25,3m,22881,22900,0.3757913387668832,0.75,INITIAL_CONTEXT -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1788336000000,25,5m,25720,25739,0.16173120633494792,0.75,INITIAL_CONTEXT -> DIRECTION_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,EXACT
1788336000000,25,15m,28560,28579,0.4390111729631946,0.5,INITIAL_CONTEXT -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> HOLD -> EXPANSION_AFTER_TEST -> HOLD -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> HOLD_CLUSTER,EXACT
1788336000000,25,30m,29270,29289,0.24254403851198686,0.4285714285714286,INITIAL_CONTEXT -> BODY_CHANGE -> PULLBACK -> REJECTION -> PULLBACK -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> PULLBACK_CLUSTER -> REJECTION_CLUSTER -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,EXACT
1788336000000,25,1h,29625,29644,0.31958519772459776,0.625,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BEARISH_BIAS -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1788336000000,25,4h,9892,9911,0.21849783093018127,0.4444444444444444,INITIAL_CONTEXT -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION -> LEVEL_INTERACTION -> REJECTION,INITIAL_BULLISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> LEVEL_INTERACTION_CLUSTER -> REPEATED_TEST_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER,EXACT
1788336000000,25,1d,2965,2984,0.20328620878924697,0.5714285714285714,INITIAL_CONTEXT -> BODY_CHANGE -> LEVEL_INTERACTION -> HOLD -> REJECTION -> EXPANSION_AFTER_TEST -> PULLBACK,INITIAL_BULLISH_BIAS -> BODY_COMPRESSION -> LEVEL_INTERACTION_CLUSTER -> REPEATED_TEST_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER,ASOF_CONTEXT
1787947200000,30,1m,2201,2220,0.4040853039450486,0.8,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> REJECTION,INITIAL_BEARISH_BIAS -> RANGE_EXPANSION -> BODY_EXPANSION -> REJECTION_CLUSTER,EXACT
1787947200000,30,3m,20721,20740,0.3869824838664248,0.6,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST,INITIAL_BULLISH_BIAS -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1787947200000,30,5m,24424,24443,0.19085673307038253,0.5,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> LEVEL_INTERACTION_CLUSTER,EXACT
1787947200000,30,15m,28128,28147,0.18995264974290688,0.3571428571428571,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> DIRECTION_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> COUNTERMOVE_AND_RENEWAL -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1787947200000,30,30m,29054,29073,0.40031261090286574,0.75,INITIAL_CONTEXT -> BODY_CHANGE -> HOLD -> EXPANSION_AFTER_TEST -> HOLD -> EXPANSION_AFTER_TEST,INITIAL_BEARISH_BIAS -> BODY_EXPANSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1787947200000,30,1h,29517,29536,0.2612708577970087,0.4375,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> HOLD_CLUSTER,EXACT
1787947200000,30,4h,9865,9884,0.24361450069533605,0.5714285714285714,INITIAL_CONTEXT -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> HOLD -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1787947200000,30,1d,2960,2979,0.08602476182589239,0.16666666666666663,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION,ASOF_CONTEXT
1789012800000,40,1m,19961,19980,0.2622781467610966,0.6428571428571428,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> PULLBACK,INITIAL_BULLISH_BIAS -> RANGE_EXPANSION -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER,EXACT
1789012800000,40,3m,26641,26660,0.5664083912039768,0.75,INITIAL_CONTEXT -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1789012800000,40,5m,27976,27995,0.16255007736346488,0.75,INITIAL_CONTEXT -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BULLISH_BIAS -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1789012800000,40,15m,29312,29331,0.36981856437553473,0.5555555555555556,INITIAL_CONTEXT -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> HOLD -> REJECTION -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BULLISH_BIAS -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REJECTION_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1789012800000,40,30m,29646,29665,0.2403468503420683,0.5,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BEARISH_BIAS -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1789012800000,40,1h,29813,29832,0.1860011749061032,0.375,INITIAL_CONTEXT -> HOLD -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> REJECTION_CLUSTER,EXACT
1789012800000,40,4h,9939,9958,0.25186907956741295,0.5714285714285714,INITIAL_CONTEXT -> DIRECTION_CHANGE -> HOLD -> EXPANSION_AFTER_TEST -> REJECTION -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,EXACT
1789012800000,40,1d,2973,2992,0.21728561952626577,0.25,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> HOLD_CLUSTER,ASOF_CONTEXT
1788552000000,41,1m,12281,12300,0.4394854827798929,0.9,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1788552000000,41,3m,24081,24100,0.30527620444823467,0.75,INITIAL_CONTEXT -> DIRECTION_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST,INITIAL_BULLISH_BIAS -> DIRECTION_CHANGE_IN_CHARACTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1788552000000,41,5m,26440,26459,0.26750511890458406,0.6666666666666667,INITIAL_CONTEXT -> RANGE_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,EXACT
1788552000000,41,15m,28800,28819,0.3140422237957329,0.2857142857142857,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> DIRECTION_CHANGE -> LEVEL_INTERACTION -> HOLD -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> COUNTERMOVE_AND_RENEWAL -> REPEATED_TEST_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER,EXACT
1788552000000,41,30m,29390,29409,0.35014447996640474,0.5,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> PULLBACK,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER,EXACT
1788552000000,41,1h,29685,29704,0.15046110570947657,0.625,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> HOLD -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1788552000000,41,4h,9907,9926,0.20746973335931795,0.6666666666666667,INITIAL_CONTEXT -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION -> REJECTION,INITIAL_BALANCED_BEHAVIOUR -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER,EXACT
1788552000000,41,1d,2967,2986,0.1438575261924795,0.41666666666666663,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> HOLD -> REJECTION -> EXPANSION_AFTER_TEST -> PULLBACK -> REJECTION -> EXPANSION_AFTER_TEST,INITIAL_BULLISH_BIAS -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,ASOF_CONTEXT
1788408000000,42,1m,9881,9900,0.3741143199852334,0.6,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE,INITIAL_BULLISH_BIAS -> RANGE_COMPRESSION -> BODY_COMPRESSION,EXACT
1788408000000,42,3m,23281,23300,0.4266863278568093,0.41666666666666663,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> HOLD,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> HOLD_CLUSTER,EXACT
1788408000000,42,5m,25960,25979,0.21895641742358002,0.5,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION,INITIAL_BULLISH_BIAS -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER,EXACT
1788408000000,42,15m,28640,28659,0.4094126939875931,0.6428571428571428,INITIAL_CONTEXT -> BODY_CHANGE -> HOLD -> PULLBACK -> EXPANSION_AFTER_TEST -> HOLD -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> HOLD_CLUSTER -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1788408000000,42,30m,29310,29329,0.20788482315388174,0.6,INITIAL_CONTEXT -> RANGE_CHANGE -> BODY_CHANGE -> HOLD -> EXPANSION_AFTER_TEST,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
1788408000000,42,1h,29645,29664,0.18173574059723946,0.625,INITIAL_CONTEXT -> RANGE_CHANGE -> DIRECTION_CHANGE -> BODY_CHANGE -> REJECTION -> EXPANSION_AFTER_TEST -> REJECTION,INITIAL_BEARISH_BIAS -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,EXACT
1788408000000,42,4h,9897,9916,0.21554698464911562,0.5714285714285714,INITIAL_CONTEXT -> DIRECTION_CHANGE -> BODY_CHANGE -> LEVEL_INTERACTION -> EXPANSION_AFTER_TEST -> REJECTION -> EXPANSION_AFTER_TEST,INITIAL_BULLISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,EXACT
