timeframe,rank,candidate_start,candidate_end,similarity,candles,bullish_fraction,bearish_fraction,alternation_fraction,compression_fraction,expansion_fraction,upper_rejection_fraction,lower_rejection_fraction,mean_body_pct,mean_range_ratio,first_half_bullish,second_half_bullish,directional_shift,range_shift,body_shift,archetype,micro_behaviour
15m,18,11928,11947,0.3316362016150259,20,0.5,0.5,0.5789473684210527,0.25,0.55,0.3,0.35,0.4577036992083971,1.7301545743156788,0.6,0.4,-0.19999999999999996,0.9859552570895813,0.03937292063655706,EXPANSION_SEQUENCE,RANGE_EXPANSION
15m,19,6816,6835,0.3305459367966874,20,0.5,0.5,0.5789473684210527,0.3,0.45,0.45,0.3,0.43420241827776795,1.2139398056187136,0.7,0.3,-0.39999999999999997,0.3225200622899853,0.06468042340909214,BULLISH_TO_BEARISH_SHIFT,RANGE_EXPANSION
15m,20,9436,9455,0.3300336680682905,20,0.4,0.6,0.5263157894736842,0.15,0.6,0.3,0.4,0.42744872542733664,1.4362878555789824,0.3,0.5,0.2,0.6313968877505545,0.04930243496866338,EXPANSION_SEQUENCE,RANGE_EXPANSION
15m,21,12155,12174,0.32982904392333745,20,0.55,0.45,0.5789473684210527,0.45,0.3,0.4,0.2,0.5006866580979569,1.0045988984741494,0.5,0.6,0.09999999999999998,0.22033467142885133,-0.21369068323543772,REJECTION_MIX,HIGH_ALTERNATION
15m,22,26453,26472,0.3288774736712372,20,0.5,0.5,0.6842105263157895,0.25,0.55,0.35,0.35,0.508067469904062,1.248628337395066,0.5,0.5,0.0,0.15933142989513494,-0.10360357288569222,EXPANSION_SEQUENCE,RANGE_EXPANSION
15m,23,19125,19144,0.3287534638320484,20,0.5,0.5,0.6842105263157895,0.5,0.3,0.2,0.35,0.519532586459911,0.9290217549433839,0.4,0.6,0.19999999999999996,0.19743279577907702,-0.040854793814221635,REJECTION_MIX,HIGH_ALTERNATION
15m,24,23639,23658,0.3285759288563902,20,0.3,0.7,0.47368421052631576,0.1,0.7,0.2,0.4,0.4754360961615661,2.1197267716784265,0.1,0.5,0.4,0.8836789300499379,0.07544217595083003,BEARISH_TO_BULLISH_SHIFT,RANGE_EXPANSION
15m,25,24145,24164,0.3283240018960676,20,0.5,0.5,0.7368421052631579,0.5,0.4,0.4,0.35,0.42770563726822247,1.0060266016379265,0.5,0.5,0.0,0.22269708253009923,-0.0717564238618173,EXPANSION_SEQUENCE,RANGE_EXPANSION
30m,1,10361,10380,0.3154677046288155,20,0.5,0.5,0.5789473684210527,0.45,0.3,0.4,0.3,0.4459869325389773,1.0214401661755423,0.5,0.5,0.0,-0.4677569890545016,-0.11335210192609202,REJECTION_MIX,HIGH_ALTERNATION
30m,2,10217,10236,0.3131077521097864,20,0.45,0.55,0.3684210526315789,0.2,0.45,0.25,0.5,0.4010764691758662,1.2813625503144146,0.5,0.4,-0.09999999999999998,-0.09302352882639942,0.12093013581936374,REJECTION_MIX,REJECTION_BALANCE
30m,3,14180,14199,0.31077214103167244,20,0.4,0.6,0.631578947368421,0.2,0.5,0.3,0.35,0.41260820848115615,1.4973928402339312,0.4,0.4,0.0,-1.1090778638757086,-0.01757823104788636,REJECTION_MIX,HIGH_ALTERNATION
30m,4,23299,23318,0.30195901305476625,20,0.4,0.6,0.5789473684210527,0.55,0.2,0.35,0.2,0.44703317818376853,0.9955969246183679,0.3,0.5,0.2,-0.49129326959303476,0.14801676015555792,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
30m,5,24691,24710,0.30150823873315796,20,0.4,0.6,0.47368421052631576,0.2,0.55,0.45,0.3,0.45556480025273344,1.7107042564484476,0.5,0.3,-0.2,-1.3246053558645616,0.028437852252562512,REJECTION_MIX,REJECTION_BALANCE
30m,6,20852,20871,0.2992395450990151,20,0.35,0.65,0.3684210526315789,0.3,0.45,0.35,0.45,0.3883115062535886,1.4540842827862765,0.5,0.2,-0.3,-1.0150461537595596,0.027718443376820223,REJECTION_MIX,REJECTION_BALANCE
30m,7,24164,24183,0.29635495108764665,20,0.5,0.5,0.42105263157894735,0.25,0.45,0.1,0.25,0.5918327054272975,1.3801907527478665,0.4,0.6,0.19999999999999996,-0.43184838816204185,-0.022840010746900563,MIXED_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR
30m,8,18748,18767,0.2961231166735066,20,0.45,0.55,0.42105263157894735,0.05,0.55,0.1,0.45,0.4299483492792878,1.657091935446618,0.3,0.6,0.3,-1.0521200906619437,0.089716881246799,REJECTION_MIX,REJECTION_BALANCE
30m,9,16254,16273,0.29430117439419545,20,0.45,0.55,0.5263157894736842,0.5,0.15,0.45,0.3,0.4461896395006681,0.9487906986436657,0.4,0.5,0.09999999999999998,-0.5166379942404316,-0.08487798868023744,REJECTION_MIX,REJECTION_BALANCE
30m,10,13713,13732,0.2929332422967969,20,0.4,0.6,0.5263157894736842,0.55,0.2,0.35,0.45,0.37965084089074363,0.9754447769673987,0.5,0.3,-0.2,-0.2224901518293263,0.2737796776240422,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
30m,11,17972,17991,0.29148531122382865,20,0.5,0.5,0.7368421052631579,0.2,0.55,0.35,0.4,0.4259561783350271,1.7189381956430967,0.5,0.5,0.0,-1.5249308671389767,0.012743542370062866,REJECTION_MIX,HIGH_ALTERNATION
30m,12,4249,4268,0.2907851054214705,20,0.4,0.6,0.5789473684210527,0.25,0.3,0.3,0.6,0.33922889691204305,1.183982498173001,0.2,0.6,0.39999999999999997,-0.5679983736504572,0.12862703826702926,REJECTION_MIX,REJECTION_BALANCE
30m,13,26897,26916,0.28777827542768275,20,0.5,0.5,0.47368421052631576,0.4,0.45,0.3,0.4,0.39405798589539837,1.5921392692582659,0.5,0.5,0.0,-1.7079280475121805,-0.2256369062493287,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
30m,14,16049,16068,0.2870436722740265,20,0.4,0.6,0.5263157894736842,0.2,0.45,0.2,0.4,0.45255496829201636,1.261018308501044,0.5,0.3,-0.2,-0.7965348128057963,-0.06279204576137004,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
30m,15,2518,2537,0.2869499061809444,20,0.35,0.65,0.47368421052631576,0.3,0.45,0.3,0.55,0.48991102082166044,1.7628120459579328,0.2,0.5,0.3,-1.7594122584234513,0.15688276775501037,REJECTION_MIX,REJECTION_BALANCE
30m,16,14233,14252,0.28653577257284263,20,0.45,0.55,0.47368421052631576,0.5,0.35,0.4,0.4,0.4617978195944703,1.0144193285816194,0.3,0.6,0.3,-0.6503517710227975,-0.12342055225010107,REJECTION_MIX,DIRECTIONAL_COMPRESSION
30m,17,16102,16121,0.28648590174737437,20,0.5,0.5,0.47368421052631576,0.1,0.4,0.5,0.3,0.43268654232159315,1.4374597307660177,0.3,0.7,0.39999999999999997,-0.7639120670492932,0.08876554560580041,REJECTION_MIX,REJECTION_BALANCE
30m,18,5576,5595,0.28498674854743067,20,0.45,0.55,0.7894736842105263,0.25,0.4,0.3,0.4,0.45000489481357075,1.40340336744586,0.4,0.5,0.09999999999999998,-0.9398048840932539,-0.05826916120673342,REJECTION_MIX,HIGH_ALTERNATION
30m,19,22776,22795,0.2848392436462831,20,0.4,0.6,0.5789473684210527,0.2,0.45,0.25,0.35,0.4219196093009018,1.3086027491361676,0.4,0.4,0.0,-0.2892830335256378,0.19153796491186498,REJECTION_MIX,HIGH_ALTERNATION
30m,20,22778,22797,0.2842909045817305,20,0.5,0.5,0.5789473684210527,0.25,0.4,0.3,0.3,0.41982697423205506,1.2323517408037787,0.4,0.6,0.19999999999999996,-0.42025914761304883,0.06928357345899411,REJECTION_MIX,HIGH_ALTERNATION
30m,21,23201,23220,0.28365008375669837,20,0.45,0.55,0.7368421052631579,0.2,0.35,0.25,0.35,0.4584483585693305,1.2097868353313521,0.4,0.5,0.09999999999999998,-0.3234750771830772,0.16271994111349403,REJECTION_MIX,HIGH_ALTERNATION
30m,22,9151,9170,0.2833594003883669,20,0.45,0.55,0.3157894736842105,0.25,0.4,0.3,0.35,0.4571402166111514,1.348778871215643,0.6,0.3,-0.3,-0.816913823616951,-0.05130210441891725,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
30m,23,26537,26556,0.2832571308770032,20,0.4,0.6,0.5789473684210527,0.3,0.35,0.3,0.45,0.4200312222438902,1.043826551308045,0.3,0.5,0.2,-0.15650700550429597,0.043185252308863165,REJECTION_MIX,REJECTION_BALANCE
30m,24,18035,18054,0.2830701711383585,20,0.45,0.55,0.5263157894736842,0.1,0.5,0.35,0.35,0.42545211120593673,1.3035235855471448,0.4,0.5,0.09999999999999998,-0.3966770987253112,0.10103841758890386,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
30m,25,10156,10175,0.282825276690335,20,0.75,0.25,0.42105263157894735,0.45,0.25,0.25,0.4,0.47212017731067046,1.1021716104357213,0.7,0.8,0.10000000000000009,-0.5651120414848574,0.14962887332971353,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
1h,1,2337,2356,0.3469396595048701,20,0.55,0.45,0.47368421052631576,0.3,0.45,0.2,0.5,0.47531436797254134,1.3949606353006943,0.6,0.5,-0.09999999999999998,0.8321558946927924,0.03470466272172118,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,2,20761,20780,0.32963494706688234,20,0.55,0.45,0.5263157894736842,0.45,0.25,0.3,0.35,0.4853414583602036,0.9854974873214684,0.6,0.5,-0.09999999999999998,0.3966654446331982,0.10699809296296714,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
1h,3,15506,15525,0.3264616344767954,20,0.65,0.35,0.47368421052631576,0.6,0.2,0.35,0.4,0.37892255043754947,0.841816008372408,0.7,0.6,-0.09999999999999998,0.29670005598910554,0.03783633492670546,SIDEWAYS_TO_DIRECTIONAL,MIXED_MICRO_BEHAVIOUR
1h,4,18791,18810,0.3228648242563793,20,0.8,0.2,0.21052631578947367,0.6,0.15,0.45,0.2,0.4129729344861034,0.8028395667118916,0.8,0.8,0.0,0.1703106431392919,-0.0932136341138165,PERSISTENT_BULLISH_BODY,MIXED_MICRO_BEHAVIOUR
1h,5,17447,17466,0.3220890508222792,20,0.7,0.3,0.42105263157894735,0.35,0.4,0.55,0.15,0.4675397703069768,1.3045420898227622,0.8,0.6,-0.20000000000000007,0.8446755084986763,-0.004364857205338246,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION
1h,6,25464,25483,0.3215883423269641,20,0.55,0.45,0.47368421052631576,0.3,0.35,0.4,0.3,0.36995510200131887,1.2185651482284754,0.7,0.4,-0.29999999999999993,0.5593648853379019,0.01497470982101523,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,7,12192,12211,0.3206679373255908,20,0.4,0.6,0.5263157894736842,0.3,0.5,0.2,0.5,0.3939752318457432,1.3194717518227446,0.3,0.5,0.2,0.1817717453198726,-0.03499201271795788,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,8,12143,12162,0.3203199883977145,20,0.55,0.45,0.47368421052631576,0.3,0.5,0.5,0.2,0.4346224950654466,1.3581342643959584,0.6,0.5,-0.09999999999999998,0.7759750627655129,-0.12876043792976016,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,9,24145,24164,0.31767735787299184,20,0.55,0.45,0.47368421052631576,0.55,0.3,0.35,0.45,0.3792150430930648,1.0293652098149457,0.5,0.6,0.09999999999999998,0.6186153737515548,-0.07095540403117967,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
1h,10,25187,25206,0.3142213884703696,20,0.5,0.5,0.42105263157894735,0.25,0.5,0.2,0.45,0.38977839641723233,1.2881944977750643,0.7,0.3,-0.39999999999999997,-0.3735741420600962,0.07337785594521168,REJECTION_MIX,REJECTION_BALANCE
1h,11,25656,25675,0.3131734194912714,20,0.55,0.45,0.42105263157894735,0.25,0.35,0.5,0.35,0.35705762510583505,1.1337019131628276,0.4,0.7,0.29999999999999993,-0.058636455747740346,-0.07886167991028414,REJECTION_MIX,REJECTION_BALANCE
1h,12,25751,25770,0.31283302520117967,20,0.45,0.55,0.6842105263157895,0.5,0.3,0.4,0.35,0.41018474414639206,1.0156561525783196,0.5,0.4,-0.09999999999999998,0.5306539969808448,-0.07169376804850064,REJECTION_MIX,HIGH_ALTERNATION
1h,13,16780,16799,0.3127619714288004,20,0.5,0.5,0.5263157894736842,0.3,0.3,0.35,0.35,0.47272960613475445,0.9988472456894302,0.6,0.4,-0.19999999999999996,0.25552165087981416,-0.02409017969539151,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
1h,14,7584,7603,0.31262242528287354,20,0.7,0.3,0.5263157894736842,0.25,0.5,0.35,0.5,0.4235551333985925,1.3053863220244306,0.7,0.7,0.0,0.35083125870652165,-0.06557196927055425,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION
1h,15,23160,23179,0.3070998553024255,20,0.6,0.4,0.5789473684210527,0.55,0.25,0.4,0.35,0.4607604202028492,0.9280342494583624,0.6,0.6,0.0,0.5872300024553352,-0.016321563973389797,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
1h,16,11831,11850,0.3070448639612116,20,0.75,0.25,0.42105263157894735,0.35,0.5,0.5,0.4,0.3389650543754621,1.3054483562559893,0.7,0.8,0.10000000000000009,1.064445978363838,-0.011954378526465914,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,17,6971,6990,0.3066415487328908,20,0.5,0.5,0.631578947368421,0.45,0.3,0.15,0.4,0.5003025395064734,1.070133566435672,0.4,0.6,0.19999999999999996,-0.6492768052416564,0.060040051794970295,REJECTION_MIX,HIGH_ALTERNATION
1h,18,19704,19723,0.3055487612137304,20,0.65,0.35,0.3684210526315789,0.4,0.5,0.3,0.45,0.45542996197502444,1.4006532074309583,0.6,0.7,0.09999999999999998,0.9240584758804349,0.23650226566551025,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION
1h,19,15532,15551,0.3050155904049879,20,0.45,0.55,0.7368421052631579,0.25,0.4,0.15,0.5,0.4278594033210072,1.1429345786360612,0.4,0.5,0.09999999999999998,0.19375788325021515,-0.05787051155543893,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,20,27336,27355,0.30473047749930343,20,0.55,0.45,0.42105263157894735,0.35,0.5,0.35,0.35,0.47534944064403684,1.3630941450358436,0.5,0.6,0.09999999999999998,0.9706987347060297,-0.1557773075330554,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,21,6697,6716,0.3041861280432216,20,0.5,0.5,0.631578947368421,0.6,0.2,0.4,0.3,0.42972407118995504,0.877317183306849,0.5,0.5,0.0,0.365256654225393,-0.04831760864001089,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
1h,22,25397,25416,0.3041004258053452,20,0.6,0.4,0.47368421052631576,0.25,0.35,0.45,0.35,0.4136477324269567,1.1135367468625408,0.7,0.5,-0.19999999999999996,0.13615101363165127,0.13383677806816674,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,23,19754,19773,0.30343727095639916,20,0.6,0.4,0.42105263157894735,0.3,0.5,0.3,0.4,0.3922444618175033,1.205540063728388,0.6,0.6,0.0,0.35198188404719977,-0.10670758526574636,EXPANSION_SEQUENCE,RANGE_EXPANSION
1h,24,8327,8346,0.3032958613630696,20,0.55,0.45,0.42105263157894735,0.45,0.3,0.35,0.4,0.37839579440868104,0.9649209638184125,0.7,0.4,-0.29999999999999993,0.16904880493482444,-0.14209825294822637,REJECTION_MIX,DIRECTIONAL_COMPRESSION
1h,25,27286,27305,0.30205866634994916,20,0.55,0.45,0.47368421052631576,0.4,0.45,0.35,0.45,0.35595405545164693,1.2248316052108073,0.6,0.5,-0.09999999999999998,0.7021795808122617,-0.07668871442160469,EXPANSION_SEQUENCE,RANGE_EXPANSION
4h,1,6175,6194,0.33667401151723175,20,0.3,0.7,0.3157894736842105,0.2,0.45,0.1,0.5,0.4905426699570604,1.4291343530016394,0.3,0.3,0.0,-0.2514380506390914,0.10468960212805772,REJECTION_MIX,REJECTION_BALANCE
4h,2,9307,9326,0.3136913652893642,20,0.3,0.7,0.5263157894736842,0.3,0.5,0.5,0.35,0.36049598830560053,1.2114755566615363,0.3,0.3,0.0,0.04977978512861947,-0.06701298274822326,REJECTION_MIX,REJECTION_BALANCE
4h,3,2679,2698,0.3136568170942352,20,0.45,0.55,0.5789473684210527,0.2,0.35,0.35,0.35,0.39981242091102426,1.1365261980916639,0.3,0.6,0.3,0.045834099314621124,-0.06142798185636256,REJECTION_MIX,BULLISH_SHIFT
4h,4,9326,9345,0.3112080729793453,20,0.45,0.55,0.631578947368421,0.6,0.35,0.4,0.45,0.33501518435508465,0.9844451893216883,0.4,0.5,0.09999999999999998,-0.37884304363954024,-0.1511054671494002,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
4h,5,8798,8817,0.3111648688882593,20,0.45,0.55,0.47368421052631576,0.2,0.35,0.35,0.35,0.4023808460499854,1.1914966176917803,0.5,0.4,-0.09999999999999998,-0.17133068192287126,-0.15531981452795973,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
4h,6,8147,8166,0.3109807064625408,20,0.4,0.6,0.5263157894736842,0.3,0.5,0.2,0.5,0.4617139676590374,1.3406054084788477,0.4,0.4,0.0,-0.6048263410004748,-0.1712898705974918,REJECTION_MIX,REJECTION_BALANCE
4h,7,2900,2919,0.31054588855822524,20,0.45,0.55,0.6842105263157895,0.4,0.4,0.3,0.4,0.4628147487489424,1.1935916943752205,0.5,0.4,-0.09999999999999998,-0.23696327546223617,-0.05878997391917573,REJECTION_MIX,HIGH_ALTERNATION
4h,8,7223,7242,0.306785361404897,20,0.35,0.65,0.42105263157894735,0.45,0.3,0.25,0.45,0.426855127518325,1.028692073607568,0.2,0.5,0.3,-0.12020216694871744,0.06209544985054094,REJECTION_MIX,DIRECTIONAL_COMPRESSION
4h,9,4939,4958,0.3062930836026302,20,0.4,0.6,0.5789473684210527,0.2,0.55,0.35,0.3,0.43901681460280584,1.2926203988406488,0.5,0.3,-0.2,-0.42328161410991716,-0.23206984493710398,REJECTION_MIX,HIGH_ALTERNATION
4h,10,6762,6781,0.3060926861932875,20,0.25,0.75,0.21052631578947367,0.25,0.35,0.4,0.4,0.40080719063097225,1.2679212968106222,0.2,0.3,0.09999999999999998,0.4878255844813224,0.09961264129516312,EXPANSION_SEQUENCE,RANGE_EXPANSION
4h,11,3274,3293,0.3060018420674329,20,0.45,0.55,0.5263157894736842,0.45,0.3,0.35,0.35,0.4019681099835178,1.0501965643478959,0.3,0.6,0.3,-0.5597941539032263,-0.08983948216148907,REJECTION_MIX,DIRECTIONAL_COMPRESSION
4h,12,8091,8110,0.3025347724007012,20,0.45,0.55,0.631578947368421,0.15,0.7,0.25,0.5,0.4484276980959687,1.8384158096596512,0.4,0.5,0.09999999999999998,-0.4313985409170107,-0.13052417599582833,REJECTION_MIX,REJECTION_BALANCE
4h,13,4783,4802,0.30232305820650707,20,0.45,0.55,0.7368421052631579,0.4,0.45,0.3,0.45,0.45554831217749553,1.0809641470734976,0.4,0.5,0.09999999999999998,-0.5889559702083528,-0.08899403839853454,REJECTION_MIX,REJECTION_BALANCE
4h,14,5353,5372,0.3021690943548673,20,0.45,0.55,0.631578947368421,0.2,0.6,0.15,0.3,0.49701513510369405,1.6856807293255514,0.3,0.6,0.3,-0.019005923687781534,-0.07244090423485955,REJECTION_MIX,HIGH_ALTERNATION
4h,15,6474,6493,0.30119770414292935,20,0.25,0.75,0.5263157894736842,0.6,0.2,0.45,0.4,0.41359178716372486,0.8383191820234135,0.2,0.3,0.09999999999999998,-0.27855359803081936,-0.09846100427679538,COMPRESSION_SEQUENCE,REJECTION_BALANCE
4h,16,3147,3166,0.3006036084050496,20,0.45,0.55,0.631578947368421,0.45,0.45,0.35,0.35,0.4300233125743804,1.035327968101356,0.4,0.5,0.09999999999999998,-0.11592284308940881,-0.11477267597853924,REJECTION_MIX,HIGH_ALTERNATION
4h,17,529,548,0.3005878781476463,20,0.45,0.55,0.5263157894736842,0.1,0.45,0.4,0.35,0.41006409037832076,1.233718377596912,0.5,0.4,-0.09999999999999998,-0.2536787306676638,0.04280827582490221,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
4h,18,1728,1747,0.296204025641452,20,0.5,0.5,0.5789473684210527,0.6,0.15,0.25,0.55,0.41766287155437914,0.9184000818677092,0.5,0.5,0.0,-0.5239427079973767,0.007613280647452758,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
4h,19,8006,8025,0.2959883142294938,20,0.35,0.65,0.5263157894736842,0.2,0.45,0.25,0.5,0.3626552608745592,1.3466435760513047,0.3,0.4,0.10000000000000003,0.5424615113660636,0.02801697156608235,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION
4h,20,9321,9340,0.29596488452121533,20,0.35,0.65,0.5789473684210527,0.5,0.45,0.45,0.5,0.3151347247999018,1.0934731024022393,0.2,0.5,0.3,-0.185615832463772,-0.1499170223920615,REJECTION_MIX,DIRECTIONAL_COMPRESSION
4h,21,6995,7014,0.295415198889369,20,0.5,0.5,0.47368421052631576,0.25,0.55,0.4,0.4,0.41527240184595904,1.2630012202375627,0.4,0.6,0.19999999999999996,-0.03709655030984904,-0.11048603381952621,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
4h,22,4944,4963,0.2945715490571879,20,0.45,0.55,0.5789473684210527,0.3,0.45,0.4,0.3,0.42406445155222405,1.1862213490012565,0.4,0.5,0.09999999999999998,-0.6519545352017654,0.008946300976364174,REJECTION_MIX,HIGH_ALTERNATION
4h,23,2769,2788,0.2944653126117805,20,0.45,0.55,0.42105263157894735,0.45,0.3,0.35,0.35,0.3816828527652455,1.0434307540703516,0.3,0.6,0.3,-0.1951886191500617,-0.0032022246174196467,REJECTION_MIX,DIRECTIONAL_COMPRESSION
4h,24,9109,9128,0.293969646000924,20,0.5,0.5,0.5263157894736842,0.3,0.25,0.25,0.45,0.40280883193491057,0.9964835281987314,0.5,0.5,0.0,-0.24328972606218846,-0.12331661393635379,REJECTION_MIX,REJECTION_BALANCE
4h,25,1700,1719,0.2939434656237131,20,0.45,0.5,0.3157894736842105,0.3,0.5,0.35,0.35,0.4101492091636265,1.1536996992322217,0.6,0.3,-0.3,0.11136936339603243,-0.05350146393946836,BULLISH_TO_BEARISH_SHIFT,RANGE_EXPANSION
1d,1,1065,1084,0.27433409943675846,20,0.45,0.55,0.5789473684210527,0.7,0.0,0.35,0.35,0.4711717440742599,0.719562855002976,0.5,0.4,-0.09999999999999998,0.017818414635425217,0.027666565719076053,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
1d,2,1891,1910,0.2738171051226423,20,0.5,0.5,0.47368421052631576,0.3,0.3,0.45,0.5,0.346755343493512,1.0454557101676436,0.4,0.6,0.19999999999999996,-0.14383618112103214,0.03546367543468848,REJECTION_MIX,REJECTION_BALANCE
1d,3,391,410,0.2734563558174049,20,0.35,0.65,0.5789473684210527,0.45,0.35,0.25,0.45,0.41970413322013533,0.9913453680339085,0.5,0.2,-0.3,0.45118775251864895,0.102182640714156,BULLISH_TO_BEARISH_SHIFT,DIRECTIONAL_COMPRESSION
1d,4,144,163,0.2721544206195058,20,0.35,0.65,0.631578947368421,0.5,0.3,0.2,0.3,0.4439082034717782,1.0043666422821074,0.4,0.3,-0.10000000000000003,-0.441348217338569,-0.010196601498004831,HIGH_ALTERNATION,HIGH_ALTERNATION
1d,5,2714,2733,0.2714769692971006,20,0.45,0.55,0.42105263157894735,0.5,0.3,0.45,0.4,0.3426245366031508,0.9041996019773408,0.6,0.3,-0.3,-0.13626718387518344,-0.15802944287052362,REJECTION_MIX,DIRECTIONAL_COMPRESSION
1d,6,981,1000,0.2688190496102354,20,0.5,0.5,0.5263157894736842,0.65,0.15,0.2,0.5,0.41664701850693076,0.8801291237510522,0.6,0.4,-0.19999999999999996,0.05591391125910539,-0.08511704163487793,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
1d,7,1072,1091,0.26519060866981164,20,0.45,0.55,0.5789473684210527,0.5,0.1,0.3,0.45,0.43755885638651415,0.8737935085371579,0.4,0.5,0.09999999999999998,0.22627148132654729,-0.08597814837115358,REJECTION_MIX,REJECTION_BALANCE
1d,8,2896,2915,0.2647747289045391,20,0.4,0.6,0.5263157894736842,0.3,0.3,0.3,0.35,0.4356930779195222,1.1413946108681683,0.4,0.4,0.0,-0.1598998300822274,-0.027864564056739816,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
1d,9,662,681,0.2638811950598586,20,0.45,0.55,0.42105263157894735,0.4,0.4,0.55,0.35,0.36189767815416685,1.1782621633103578,0.7,0.2,-0.49999999999999994,-0.02224641212237799,-0.028436734203081904,REJECTION_MIX,REJECTION_BALANCE
1d,10,1068,1087,0.26183563727713444,20,0.4,0.6,0.5789473684210527,0.6,0.1,0.35,0.4,0.46739311219677093,0.8294954668885619,0.4,0.4,0.0,0.21272349457861328,-0.0028618746130473216,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
1d,11,1234,1253,0.26182512670138164,20,0.5,0.5,0.5789473684210527,0.2,0.55,0.1,0.35,0.5505800470786452,1.3936147960613208,0.5,0.5,0.0,0.011846266409409889,-0.20197367088429874,REJECTION_MIX,HIGH_ALTERNATION
1d,12,1795,1814,0.26131651866956906,20,0.4,0.6,0.5789473684210527,0.35,0.4,0.3,0.35,0.4061418068332925,1.204467703149632,0.3,0.5,0.2,0.09580603129565479,-0.13840412757001452,REJECTION_MIX,HIGH_ALTERNATION
1d,13,2444,2463,0.2608597763334945,20,0.45,0.55,0.42105263157894735,0.6,0.15,0.3,0.3,0.45557878236520255,0.769659307059046,0.6,0.3,-0.3,0.10110673440056861,0.02334748592670216,BULLISH_TO_BEARISH_SHIFT,BALANCED_COMPRESSION
1d,14,2231,2250,0.26057492887255074,20,0.45,0.55,0.6842105263157895,0.55,0.15,0.45,0.2,0.40051555609296186,0.8745077283132277,0.4,0.5,0.09999999999999998,0.09346832687509443,0.09493367883978393,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
1d,15,1791,1810,0.26017771827303643,20,0.4,0.6,0.631578947368421,0.4,0.4,0.3,0.4,0.41272191510159856,1.2089800532987947,0.4,0.4,0.0,0.17843153057479189,-0.008979004634457777,EXPANSION_SEQUENCE,RANGE_EXPANSION
1d,16,1321,1340,0.25983361705314156,20,0.4,0.6,0.42105263157894735,0.35,0.35,0.3,0.3,0.4322063413336622,1.112734046953852,0.2,0.6,0.39999999999999997,0.22798531263335642,-0.1304225644076617,BEARISH_TO_BULLISH_SHIFT,RANGE_EXPANSION
1d,17,1446,1465,0.2593606741549332,20,0.4,0.6,0.42105263157894735,0.5,0.2,0.35,0.35,0.4055917109498143,0.9025325163256136,0.5,0.3,-0.2,-0.243988455193218,-0.1588569845098371,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR
1d,18,23,42,0.2587049972105805,20,0.3,0.7,0.5263157894736842,0.4,0.35,0.1,0.45,0.43197905514295176,0.9963344786775981,0.2,0.4,0.2,0.19271934764814613,-0.016242131318951802,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION
1d,19,281,300,0.25775985473890634,20,0.5,0.5,0.631578947368421,0.4,0.45,0.4,0.45,0.36284298283939415,1.1918192897476665,0.5,0.5,0.0,-0.40591178572797904,-0.0347053889598839,REJECTION_MIX,REJECTION_BALANCE
1d,20,979,998,0.2577281015079168,20,0.5,0.5,0.5263157894736842,0.65,0.15,0.2,0.45,0.43164974154360375,0.8795871115041661,0.6,0.4,-0.19999999999999996,0.04156939531856696,-0.29610651911050456,SIDEWAYS_COMPRESSION,WICK_REJECTION_COMPRESSION
