timeframe,rank,similarity,candidate_start,candidate_end,local_index,open_time,level_price,level_type,interaction,repeated_test,post_interaction_expansion,open,high,low,close,volume
1h,2,0.7404770987209224,7723,7742,17,1709478000000,3430.7075,BODY_ZONE+SWING_HIGH,REJECTION,1,1,3418.44,3431.24,3417.8,3422.5,8764.5935
1h,3,0.7302607182300993,27864,27883,11,1781964000000,1708.6799999999998,BODY_ZONE,PULLBACK,0,0,1717.56,1746.67,1708.11,1733.48,17301.3976
1h,3,0.7302607182300993,27864,27883,14,1781974800000,1720.53,BODY_ZONE+SWING_LOW,REJECTION,0,0,1733.92,1733.93,1721.03,1726.86,4887.2409
1h,3,0.7302607182300993,27864,27883,15,1781978400000,1725.65,BODY_ZONE,TEST,0,0,1726.87,1732.0,1726.0,1726.63,4045.8504
1h,3,0.7302607182300993,27864,27883,16,1781982000000,1725.65,BODY_ZONE,PULLBACK,1,0,1726.62,1730.18,1725.24,1729.27,9864.4156
1h,3,0.7302607182300993,27864,27883,17,1781985600000,1725.65,BODY_ZONE,REJECTION,1,1,1729.27,1731.34,1726.53,1730.98,2561.062
1h,3,0.7302607182300993,27864,27883,19,1781992800000,1732.3850000000002,SWING_HIGH,TEST,0,0,1735.33,1746.17,1732.96,1743.32,13257.529
1h,4,0.725511411981027,17478,17497,10,1744570800000,1590.615,BODY_ZONE+SWING_LOW,HOLD,0,0,1629.97,1630.16,1562.01,1590.25,65289.8421
1h,4,0.725511411981027,17478,17497,11,1744574400000,1590.615,BODY_ZONE+SWING_LOW,HOLD,1,0,1590.25,1617.08,1584.14,1590.76,36994.7641
1h,4,0.725511411981027,17478,17497,12,1744578000000,1590.615,BODY_ZONE+SWING_LOW,REJECTION,1,0,1590.76,1603.0,1572.24,1593.84,30282.5616
1h,4,0.725511411981027,17478,17497,13,1744581600000,1580.1399999999999,BODY_ZONE,PULLBACK,0,0,1593.83,1599.9,1583.68,1586.17,15840.3287
1h,4,0.725511411981027,17478,17497,14,1744585200000,1580.1399999999999,BODY_ZONE,TEST,1,0,1586.18,1600.26,1581.78,1597.76,11052.8353
1h,4,0.725511411981027,17478,17497,15,1744588800000,1613.6675,BODY_ZONE,REJECTION,0,0,1597.76,1633.98,1595.56,1611.85,37744.6452
1h,4,0.725511411981027,17478,17497,16,1744592400000,1613.6675,BODY_ZONE,TEST,1,1,1611.85,1622.58,1609.09,1617.34,13380.2713
1h,4,0.725511411981027,17478,17497,17,1744596000000,1613.6675,BODY_ZONE,TEST,1,0,1617.34,1660.32,1614.43,1635.44,54996.7326
1h,4,0.725511411981027,17478,17497,18,1744599600000,1628.2,SWING_HIGH,HOLD,0,0,1635.44,1637.68,1625.85,1629.59,20711.7097
1h,4,0.725511411981027,17478,17497,19,1744603200000,1628.2,SWING_HIGH,TEST,1,0,1629.6,1642.19,1627.67,1636.52,16817.9083
1h,5,0.724914891971123,6893,6912,11,1706468400000,2265.2799999999997,SWING_LOW,TEST,0,0,2261.15,2266.18,2245.03,2253.89,10562.7093
1h,5,0.724914891971123,6893,6912,12,1706472000000,2265.2799999999997,SWING_LOW,PULLBACK,1,0,2253.88,2263.21,2249.21,2261.84,7072.7663
1h,5,0.724914891971123,6893,6912,13,1706475600000,2265.2799999999997,SWING_LOW,HOLD,1,1,2261.85,2266.41,2258.46,2263.5,3636.6178
1h,5,0.724914891971123,6893,6912,14,1706479200000,2265.2799999999997,SWING_LOW,PULLBACK,1,0,2263.5,2263.92,2239.89,2249.39,9519.5012
1h,5,0.724914891971123,6893,6912,17,1706490000000,2274.73,BODY_ZONE+SWING_HIGH,REJECTION,0,0,2257.16,2274.23,2256.88,2264.45,9667.777
1h,5,0.724914891971123,6893,6912,18,1706493600000,2265.2799999999997,SWING_LOW,HOLD,1,0,2264.46,2271.51,2263.2,2268.77,5317.8364
1h,5,0.724914891971123,6893,6912,19,1706497200000,2274.73,BODY_ZONE+SWING_HIGH,REJECTION,1,0,2268.77,2278.19,2268.76,2272.11,8889.9623
1h,6,0.7226877498652544,11909,11928,11,1724526000000,2798.665,BODY_ZONE,REJECTION,0,0,2783.68,2800.54,2782.9,2793.01,8309.838
1h,6,0.7226877498652544,11909,11928,12,1724529600000,2786.895,BODY_ZONE+SWING_HIGH,PULLBACK,0,1,2793.01,2807.61,2789.33,2791.13,8844.8485
1h,6,0.7226877498652544,11909,11928,14,1724536800000,2751.36,SWING_LOW,HOLD,0,0,2739.1,2760.89,2736.74,2751.8,12929.7361
1h,6,0.7226877498652544,11909,11928,15,1724540400000,2768.03625,BODY_ZONE,PULLBACK,0,1,2751.8,2770.63,2751.61,2768.0,6355.8371
1h,6,0.7226877498652544,11909,11928,16,1724544000000,2751.36,SWING_LOW,HOLD,1,0,2768.01,2782.73,2753.74,2758.19,10158.2586
1h,6,0.7226877498652544,11909,11928,17,1724547600000,2751.36,SWING_LOW,REJECTION,1,0,2758.18,2771.0,2748.9,2759.14,13097.7554
1h,6,0.7226877498652544,11909,11928,18,1724551200000,2768.03625,BODY_ZONE,TEST,1,0,2759.13,2766.65,2756.54,2764.21,3682.2758
1h,6,0.7226877498652544,11909,11928,19,1724554800000,2768.03625,BODY_ZONE,TEST,1,0,2764.22,2765.69,2755.66,2764.53,5370.8026
1h,7,0.7223091337273628,19658,19677,11,1752422400000,2975.315,BODY_ZONE,PULLBACK,0,1,2992.43,3000.0,2972.78,2974.58,19605.7965
1h,7,0.7223091337273628,19658,19677,16,1752440400000,2967.97,SWING_HIGH,HOLD,0,0,2991.9,2991.91,2940.24,2964.99,30991.8366
1h,7,0.7223091337273628,19658,19677,17,1752444000000,2947.0649999999996,SWING_LOW,REJECTION,0,0,2964.99,2969.68,2946.31,2959.2,20431.8635
1h,7,0.7223091337273628,19658,19677,18,1752447600000,2955.88,BODY_ZONE,PULLBACK,0,0,2959.19,2979.47,2953.96,2972.03,11091.8128
1h,7,0.7223091337273628,19658,19677,19,1752451200000,2975.315,BODY_ZONE,PULLBACK,1,0,2972.03,2988.0,2967.66,2975.41,15741.2296
1h,8,0.7206385503463458,27554,27573,11,1780848000000,1626.2081249999999,BODY_ZONE+SWING_HIGH,REJECTION,0,0,1630.07,1633.52,1623.37,1628.52,13451.8718
1h,8,0.7206385503463458,27554,27573,12,1780851600000,1626.2081249999999,BODY_ZONE+SWING_HIGH,TEST,1,0,1628.52,1638.0,1627.65,1631.35,16797.3291
1h,8,0.7206385503463458,27554,27573,15,1780862400000,1626.2081249999999,BODY_ZONE+SWING_HIGH,HOLD,1,0,1613.1,1631.65,1609.43,1628.14,10940.1669
1h,8,0.7206385503463458,27554,27573,16,1780866000000,1626.2081249999999,BODY_ZONE+SWING_HIGH,REJECTION,1,1,1628.14,1634.57,1623.72,1634.53,7293.2485
1h,9,0.7189878447549161,528,547,10,1683550800000,1857.1100000000001,BODY_ZONE,TEST,0,0,1855.21,1874.0,1852.55,1858.92,25978.7158
1h,9,0.7189878447549161,528,547,11,1683554400000,1848.165,BODY_ZONE,REJECTION,0,0,1858.92,1869.25,1847.53,1868.62,33357.0274
1h,9,0.7189878447549161,528,547,12,1683558000000,1867.0,BODY_ZONE+SWING_HIGH,REJECTION,0,0,1868.62,1876.99,1861.41,1864.69,28036.8332
1h,9,0.7189878447549161,528,547,13,1683561600000,1867.0,BODY_ZONE+SWING_HIGH,HOLD,1,1,1864.68,1867.03,1857.3,1859.59,15545.3419
1h,9,0.7189878447549161,528,547,15,1683568800000,1835.0,SWING_LOW,PULLBACK,0,0,1826.66,1834.4,1810.73,1830.73,79004.9536
1h,9,0.7189878447549161,528,547,18,1683579600000,1848.165,BODY_ZONE,REJECTION,1,0,1840.05,1849.48,1833.57,1840.32,12790.2446
1h,9,0.7189878447549161,528,547,19,1683583200000,1848.165,BODY_ZONE,TEST,1,0,1840.32,1847.55,1839.24,1847.08,9693.946
1h,10,0.7189722658185977,265,284,11,1682607600000,1877.5787500000001,BODY_ZONE+SWING_LOW,HOLD,0,0,1884.72,1916.75,1879.0,1900.19,57924.8172
1h,10,0.7189722658185977,265,284,12,1682611200000,1904.455,BODY_ZONE,PULLBACK,0,0,1900.2,1904.28,1889.99,1899.87,17382.2545
1h,10,0.7189722658185977,265,284,13,1682614800000,1904.455,BODY_ZONE,REJECTION,1,1,1899.86,1914.05,1897.05,1904.25,20741.6335
1h,10,0.7189722658185977,265,284,14,1682618400000,1904.455,BODY_ZONE,TEST,1,0,1904.26,1937.77,1902.05,1927.48,58515.1875
1h,10,0.7189722658185977,265,284,16,1682625600000,1918.68,SWING_HIGH,HOLD,0,0,1922.44,1930.0,1909.9,1919.21,19564.8007
1h,10,0.7189722658185977,265,284,17,1682629200000,1918.68,SWING_HIGH,REJECTION,1,0,1919.2,1925.35,1913.2,1915.42,11127.4631
1h,10,0.7189722658185977,265,284,18,1682632800000,1904.455,BODY_ZONE,REJECTION,1,0,1915.42,1916.47,1893.12,1905.33,20755.0269
1h,10,0.7189722658185977,265,284,19,1682636400000,1904.455,BODY_ZONE,PULLBACK,1,0,1905.32,1912.59,1903.83,1908.68,9983.9674
1h,11,0.7188684481727383,13493,13512,11,1730228400000,2627.6549999999997,BODY_ZONE,PULLBACK,0,0,2666.09,2674.79,2623.22,2624.74,35682.4739
1h,11,0.7188684481727383,13493,13512,12,1730232000000,2627.6549999999997,BODY_ZONE,TEST,1,0,2624.74,2629.05,2606.82,2620.67,22617.7765
1h,11,0.7188684481727383,13493,13512,13,1730235600000,2615.48,SWING_LOW,HOLD,0,0,2620.67,2629.99,2616.99,2622.53,9047.6754
1h,11,0.7188684481727383,13493,13512,14,1730239200000,2639.185,BODY_ZONE+SWING_HIGH,REJECTION,0,0,2622.52,2648.25,2620.51,2636.63,10322.9656
1h,11,0.7188684481727383,13493,13512,15,1730242800000,2639.185,BODY_ZONE+SWING_HIGH,HOLD,1,0,2636.64,2640.0,2630.6,2638.8,6672.5758
1h,11,0.7188684481727383,13493,13512,16,1730246400000,2615.48,SWING_LOW,HOLD,1,1,2638.8,2641.5,2615.47,2620.41,15727.4054
1h,11,0.7188684481727383,13493,13512,17,1730250000000,2627.6549999999997,BODY_ZONE,TEST,1,0,2620.41,2627.58,2599.66,2625.5,17014.2293
1h,11,0.7188684481727383,13493,13512,18,1730253600000,2627.6549999999997,BODY_ZONE,REJECTION,1,0,2625.5,2641.6,2623.68,2627.6,10569.3321
1h,11,0.7188684481727383,13493,13512,19,1730257200000,2627.6549999999997,BODY_ZONE,TEST,1,0,2627.6,2651.42,2627.17,2641.7,15340.4999
1h,12,0.715821348896569,22161,22180,11,1761433200000,3952.9575,BODY_ZONE+SWING_HIGH,HOLD,0,0,3961.57,3963.93,3950.47,3953.82,2828.7014
1h,12,0.715821348896569,22161,22180,12,1761436800000,3952.9575,BODY_ZONE+SWING_HIGH,REJECTION,1,1,3953.81,3961.87,3946.47,3950.27,8122.8984
1h,12,0.715821348896569,22161,22180,13,1761440400000,3952.9575,BODY_ZONE+SWING_HIGH,HOLD,1,0,3950.27,3955.85,3919.03,3933.14,11020.0692
1h,12,0.715821348896569,22161,22180,16,1761451200000,3926.75,SWING_LOW,HOLD,0,0,3931.82,3941.91,3928.83,3939.93,3983.5956
1h,12,0.715821348896569,22161,22180,19,1761462000000,3952.9575,BODY_ZONE+SWING_HIGH,HOLD,1,0,3944.88,3956.59,3941.71,3951.57,5105.0991
1h,13,0.715624134089333,8910,8929,11,1713729600000,3152.13859375,BODY_ZONE+SWING_LOW,HOLD,0,0,3136.78,3153.4,3129.82,3149.2,6526.4021
1h,13,0.715624134089333,8910,8929,13,1713736800000,3164.3,BODY_ZONE+SWING_HIGH,REJECTION,0,0,3145.0,3164.03,3140.0,3155.61,6652.2907
1h,13,0.715624134089333,8910,8929,14,1713740400000,3152.13859375,BODY_ZONE+SWING_LOW,PULLBACK,1,0,3155.6,3155.94,3141.45,3147.67,3612.5884
1h,13,0.715624134089333,8910,8929,15,1713744000000,3152.13859375,BODY_ZONE+SWING_LOW,REJECTION,1,1,3147.66,3168.15,3144.55,3152.13,6331.3068
1h,13,0.715624134089333,8910,8929,17,1713751200000,3152.13859375,BODY_ZONE+SWING_LOW,HOLD,1,1,3140.79,3148.47,3129.15,3148.0,9899.4774
1h,13,0.715624134089333,8910,8929,19,1713758400000,3183.0,SWING_HIGH,TEST,0,0,3190.09,3202.08,3184.53,3194.21,11845.7663
1h,14,0.715394532992477,529,548,10,1683554400000,1848.165,BODY_ZONE,REJECTION,0,0,1858.92,1869.25,1847.53,1868.62,33357.0274
1h,14,0.715394532992477,529,548,11,1683558000000,1867.0,BODY_ZONE+SWING_HIGH,REJECTION,0,0,1868.62,1876.99,1861.41,1864.69,28036.8332
1h,14,0.715394532992477,529,548,12,1683561600000,1867.0,BODY_ZONE+SWING_HIGH,HOLD,1,1,1864.68,1867.03,1857.3,1859.59,15545.3419
1h,14,0.715394532992477,529,548,14,1683568800000,1835.0,SWING_LOW,PULLBACK,0,0,1826.66,1834.4,1810.73,1830.73,79004.9536
1h,14,0.715394532992477,529,548,17,1683579600000,1848.165,BODY_ZONE,REJECTION,1,0,1840.05,1849.48,1833.57,1840.32,12790.2446
1h,14,0.715394532992477,529,548,18,1683583200000,1848.165,BODY_ZONE,TEST,1,0,1840.32,1847.55,1839.24,1847.08,9693.946
1h,14,0.715394532992477,529,548,19,1683586800000,1848.165,BODY_ZONE,TEST,1,0,1847.09,1849.55,1842.4,1847.56,9061.614
1h,15,0.715273131528772,18511,18530,10,1748289600000,2539.23,SWING_LOW,HOLD,0,0,2541.21,2567.95,2536.57,2566.52,12738.2113
1h,15,0.715273131528772,18511,18530,12,1748296800000,2558.11625,BODY_ZONE,PULLBACK,0,0,2562.58,2584.65,2557.28,2559.54,13726.4931
1h,15,0.715273131528772,18511,18530,14,1748304000000,2573.865,SWING_HIGH,REJECTION,0,1,2563.7,2573.5,2549.04,2550.86,13304.0904
1h,15,0.715273131528772,18511,18530,15,1748307600000,2525.86,SWING_LOW,REJECTION,0,0,2550.85,2550.86,2509.46,2529.6,29428.7842
1h,15,0.715273131528772,18511,18530,16,1748311200000,2525.86,SWING_LOW,HOLD,1,0,2529.6,2544.49,2528.1,2535.61,12786.5378
1h,15,0.715273131528772,18511,18530,17,1748314800000,2539.23,SWING_LOW,HOLD,1,0,2535.6,2565.26,2535.6,2549.25,14193.624
1h,15,0.715273131528772,18511,18530,18,1748318400000,2558.11625,BODY_ZONE,TEST,1,0,2549.26,2569.0,2548.99,2559.0,10518.7114
1h,15,0.715273131528772,18511,18530,19,1748322000000,2573.865,SWING_HIGH,HOLD,1,0,2559.0,2573.04,2550.34,2569.51,10611.2652
1h,16,0.7152365935900575,12336,12355,11,1726063200000,2306.45,SWING_LOW,HOLD,0,0,2288.0,2312.34,2277.68,2309.73,30266.2173
1h,16,0.7152365935900575,12336,12355,13,1726070400000,2320.95,BODY_ZONE+SWING_LOW,HOLD,0,0,2325.89,2353.43,2324.48,2346.54,15882.6142
1h,16,0.7152365935900575,12336,12355,14,1726074000000,2342.4775,BODY_ZONE+SWING_HIGH,TEST,0,0,2346.53,2368.87,2345.2,2357.19,18206.9682
1h,16,0.7152365935900575,12336,12355,15,1726077600000,2332.185,BODY_ZONE,PULLBACK,0,0,2357.19,2359.63,2329.63,2337.48,14873.1167
1h,16,0.7152365935900575,12336,12355,16,1726081200000,2342.4775,BODY_ZONE+SWING_HIGH,HOLD,1,0,2337.44,2344.75,2330.19,2340.6,5389.463
1h,16,0.7152365935900575,12336,12355,17,1726084800000,2342.4775,BODY_ZONE+SWING_HIGH,TEST,1,0,2340.6,2351.0,2339.4,2347.65,3823.6918
1h,16,0.7152365935900575,12336,12355,18,1726088400000,2342.4775,BODY_ZONE+SWING_HIGH,HOLD,1,0,2347.64,2351.8,2340.0,2342.64,2732.7267
1h,16,0.7152365935900575,12336,12355,19,1726092000000,2332.185,BODY_ZONE,REJECTION,1,0,2342.64,2345.51,2333.0,2339.99,4989.7455
1h,17,0.7141157620947848,24839,24858,10,1771070400000,2071.1724999999997,BODY_ZONE+SWING_LOW,HOLD,0,0,2099.58,2100.39,2068.09,2070.97,20672.5468
1h,17,0.7141157620947848,24839,24858,11,1771074000000,2071.1724999999997,BODY_ZONE+SWING_LOW,REJECTION,1,0,2070.97,2076.05,2064.58,2071.54,12885.3038
1h,17,0.7141157620947848,24839,24858,12,1771077600000,2089.9125000000004,BODY_ZONE+SWING_HIGH,HOLD,0,0,2071.54,2088.81,2069.34,2085.09,10445.1153
1h,17,0.7141157620947848,24839,24858,14,1771084800000,2089.9125000000004,BODY_ZONE+SWING_HIGH,HOLD,1,0,2087.42,2087.89,2067.27,2082.83,21781.519
1h,17,0.7141157620947848,24839,24858,15,1771088400000,2089.9125000000004,BODY_ZONE+SWING_HIGH,REJECTION,1,0,2082.84,2089.28,2077.49,2080.23,6872.6908
1h,17,0.7141157620947848,24839,24858,17,1771095600000,2089.9125000000004,BODY_ZONE+SWING_HIGH,HOLD,1,0,2085.39,2090.51,2078.56,2088.52,5699.5631
1h,17,0.7141157620947848,24839,24858,18,1771099200000,2089.9125000000004,BODY_ZONE+SWING_HIGH,HOLD,1,1,2088.52,2092.95,2081.24,2089.82,5072.2237
1h,18,0.7129447849579506,27337,27356,10,1780063200000,2003.57,BODY_ZONE+SWING_LOW,HOLD,0,1,1999.53,2004.31,1976.48,2001.84,25392.7096
1h,18,0.7129447849579506,27337,27356,12,1780070400000,2021.51,SWING_HIGH,TEST,0,0,2031.62,2043.0,2022.24,2040.45,21645.7437
1h,18,0.7129447849579506,27337,27356,14,1780077600000,2014.020625,BODY_ZONE+SWING_HIGH,HOLD,0,0,2028.28,2031.64,2006.21,2011.41,20432.864
1h,18,0.7129447849579506,27337,27356,15,1780081200000,2021.51,SWING_HIGH,HOLD,1,0,2011.41,2022.2,2005.0,2016.96,8916.9858
1h,18,0.7129447849579506,27337,27356,16,1780084800000,2014.020625,BODY_ZONE+SWING_HIGH,PULLBACK,1,0,2016.96,2023.84,2015.0,2018.17,4675.6381
1h,18,0.7129447849579506,27337,27356,17,1780088400000,2021.51,SWING_HIGH,REJECTION,1,0,2018.17,2023.99,2008.23,2009.4,6797.6334
1h,18,0.7129447849579506,27337,27356,18,1780092000000,2014.020625,BODY_ZONE+SWING_HIGH,REJECTION,1,0,2009.41,2017.24,2007.78,2013.83,7115.9381
1h,18,0.7129447849579506,27337,27356,19,1780095600000,2014.020625,BODY_ZONE+SWING_HIGH,REJECTION,1,0,2013.83,2015.6,2007.0,2014.54,8683.7474
1h,19,0.7097082421344035,23872,23891,11,1767592800000,3136.0375,BODY_ZONE+SWING_LOW,REJECTION,0,0,3149.93,3159.11,3135.31,3157.68,13428.5685
1h,19,0.7097082421344035,23872,23891,12,1767596400000,3156.1499999999996,BODY_ZONE+SWING_HIGH,HOLD,0,0,3157.68,3163.24,3155.31,3157.33,6874.7564
1h,19,0.7097082421344035,23872,23891,13,1767600000000,3156.1499999999996,BODY_ZONE+SWING_HIGH,PULLBACK,1,0,3157.24,3172.01,3155.73,3163.62,7338.4914
1h,19,0.7097082421344035,23872,23891,14,1767603600000,3156.1499999999996,BODY_ZONE+SWING_HIGH,REJECTION,1,0,3163.62,3175.17,3153.12,3168.18,12375.3924
1h,19,0.7097082421344035,23872,23891,15,1767607200000,3179.77,BODY_ZONE,REJECTION,0,0,3168.17,3179.04,3162.52,3173.19,8789.6241
1h,19,0.7097082421344035,23872,23891,16,1767610800000,3179.77,BODY_ZONE,TEST,1,0,3173.19,3183.64,3168.21,3180.27,6514.3168
1h,19,0.7097082421344035,23872,23891,18,1767618000000,3156.1499999999996,BODY_ZONE+SWING_HIGH,HOLD,1,1,3170.51,3175.32,3143.67,3154.39,14946.3894
1h,19,0.7097082421344035,23872,23891,19,1767621600000,3136.0375,BODY_ZONE+SWING_LOW,REJECTION,1,0,3154.39,3178.34,3135.02,3167.0,26353.8999
1h,20,0.7092540298393004,7721,7740,10,1709445600000,3409.6949999999997,BODY_ZONE+SWING_LOW,HOLD,0,1,3421.4,3425.8,3408.83,3412.51,12608.0828
1h,20,0.7092540298393004,7721,7740,13,1709456400000,3409.6949999999997,BODY_ZONE+SWING_LOW,HOLD,1,0,3395.38,3414.91,3391.94,3407.02,14630.8231
1h,20,0.7092540298393004,7721,7740,14,1709460000000,3409.6949999999997,BODY_ZONE+SWING_LOW,PULLBACK,1,0,3407.01,3409.98,3396.13,3400.46,8391.7247
1h,20,0.7092540298393004,7721,7740,16,1709467200000,3420.04,BODY_ZONE,REJECTION,0,0,3413.39,3447.53,3411.4,3419.51,26322.6643
1h,20,0.7092540298393004,7721,7740,17,1709470800000,3432.4975,BODY_ZONE+SWING_HIGH,HOLD,0,0,3419.51,3429.03,3403.92,3428.75,14753.5496
1h,20,0.7092540298393004,7721,7740,18,1709474400000,3420.04,BODY_ZONE,REJECTION,1,0,3428.75,3436.41,3415.81,3418.45,10664.5129
1h,20,0.7092540298393004,7721,7740,19,1709478000000,3432.4975,BODY_ZONE+SWING_HIGH,REJECTION,1,0,3418.44,3431.24,3417.8,3422.5,8764.5935
1h,21,0.7084818791955668,11030,11049,10,1721358000000,3427.6800000000003,BODY_ZONE,TEST,0,0,3407.14,3432.92,3404.53,3429.59,9589.5082
1h,21,0.7084818791955668,11030,11049,11,1721361600000,3437.3,SWING_HIGH,REJECTION,0,0,3429.59,3434.4,3421.04,3421.05,5344.5837
1h,21,0.7084818791955668,11030,11049,12,1721365200000,3427.6800000000003,BODY_ZONE,REJECTION,1,1,3421.05,3428.5,3416.51,3424.2,4078.314
1h,21,0.7084818791955668,11030,11049,13,1721368800000,3437.3,SWING_HIGH,HOLD,1,1,3424.19,3450.5,3422.8,3439.98,8563.2509
1h,21,0.7084818791955668,11030,11049,14,1721372400000,3384.77,SWING_LOW,HOLD,0,0,3439.98,3440.86,3386.69,3391.59,22100.9231
1h,21,0.7084818791955668,11030,11049,16,1721379600000,3384.77,SWING_LOW,HOLD,1,0,3394.94,3410.77,3384.0,3387.75,7115.2424
1h,21,0.7084818791955668,11030,11049,17,1721383200000,3412.7025000000003,BODY_ZONE,REJECTION,0,0,3387.75,3412.0,3380.85,3400.8,8206.8269
1h,21,0.7084818791955668,11030,11049,19,1721390400000,3412.7025000000003,BODY_ZONE,TEST,1,0,3404.55,3418.4,3398.88,3414.87,5434.2194
1h,22,0.7081464301867813,9021,9040,11,1714129200000,3128.6925,SWING_LOW,HOLD,0,1,3123.11,3132.85,3122.7,3128.63,6674.8642
1h,22,0.7081464301867813,9021,9040,12,1714132800000,3151.3762500000003,BODY_ZONE+SWING_HIGH,REJECTION,0,0,3128.63,3150.61,3118.6,3130.0,16487.4847
1h,22,0.7081464301867813,9021,9040,13,1714136400000,3151.3762500000003,BODY_ZONE+SWING_HIGH,HOLD,1,1,3130.0,3150.21,3110.38,3146.61,18126.9097
1h,22,0.7081464301867813,9021,9040,14,1714140000000,3128.6925,SWING_LOW,HOLD,1,0,3146.61,3167.7,3121.55,3125.91,25337.9881
1h,22,0.7081464301867813,9021,9040,16,1714147200000,3128.6925,SWING_LOW,PULLBACK,1,0,3117.61,3129.4,3105.71,3121.68,8554.8931
1h,22,0.7081464301867813,9021,9040,18,1714154400000,3151.3762500000003,BODY_ZONE+SWING_HIGH,HOLD,1,0,3145.29,3155.0,3142.0,3152.81,7402.9359
1h,22,0.7081464301867813,9021,9040,19,1714158000000,3151.3762500000003,BODY_ZONE+SWING_HIGH,HOLD,1,0,3152.8,3153.39,3133.48,3133.84,5561.91
1h,23,0.7058018943670203,11683,11702,11,1723712400000,2632.245,BODY_ZONE+SWING_LOW,REJECTION,0,0,2621.79,2630.66,2617.69,2623.22,7028.5718
1h,23,0.7058018943670203,11683,11702,14,1723723200000,2632.245,BODY_ZONE+SWING_LOW,HOLD,1,1,2637.73,2667.79,2633.0,2641.52,19741.0755
1h,23,0.7058018943670203,11683,11702,15,1723726800000,2632.245,BODY_ZONE+SWING_LOW,HOLD,1,0,2641.53,2668.8,2633.33,2662.74,12737.0925
1h,23,0.7058018943670203,11683,11702,16,1723730400000,2653.27125,BODY_ZONE+SWING_HIGH,HOLD,0,0,2662.74,2669.95,2647.05,2654.39,13199.3198
1h,23,0.7058018943670203,11683,11702,17,1723734000000,2674.2,SWING_HIGH,HOLD,0,0,2654.39,2675.6,2647.13,2668.4,11347.4547
1h,23,0.7058018943670203,11683,11702,18,1723737600000,2653.27125,BODY_ZONE+SWING_HIGH,HOLD,1,1,2668.4,2675.0,2652.9,2658.01,8365.4626
1h,24,0.7055505327436259,27865,27884,10,1781964000000,1732.3850000000002,SWING_HIGH,HOLD,0,0,1717.56,1746.67,1708.11,1733.48,17301.3976
1h,24,0.7055505327436259,27865,27884,13,1781974800000,1721.37,BODY_ZONE+SWING_LOW,REJECTION,0,0,1733.92,1733.93,1721.03,1726.86,4887.2409
1h,24,0.7055505327436259,27865,27884,14,1781978400000,1725.65,BODY_ZONE,TEST,0,0,1726.87,1732.0,1726.0,1726.63,4045.8504
1h,24,0.7055505327436259,27865,27884,15,1781982000000,1725.65,BODY_ZONE,PULLBACK,1,0,1726.62,1730.18,1725.24,1729.27,9864.4156
1h,24,0.7055505327436259,27865,27884,16,1781985600000,1725.65,BODY_ZONE,REJECTION,1,1,1729.27,1731.34,1726.53,1730.98,2561.062
1h,24,0.7055505327436259,27865,27884,18,1781992800000,1732.3850000000002,SWING_HIGH,TEST,1,0,1735.33,1746.17,1732.96,1743.32,13257.529
1h,25,0.7038445999926095,10525,10544,10,1719540000000,3445.01,BODY_ZONE,TEST,0,0,3484.23,3485.28,3445.46,3450.06,9873.5536
1h,25,0.7038445999926095,10525,10544,11,1719543600000,3467.5,SWING_HIGH,HOLD,0,0,3450.05,3466.34,3446.31,3460.5,6222.1813
1h,25,0.7038445999926095,10525,10544,12,1719547200000,3445.01,BODY_ZONE,REJECTION,1,0,3460.5,3461.07,3445.01,3459.6,6259.4606
1h,25,0.7038445999926095,10525,10544,13,1719550800000,3458.865,BODY_ZONE+SWING_HIGH,HOLD,0,0,3459.61,3459.61,3445.99,3448.61,5324.5009
1h,25,0.7038445999926095,10525,10544,14,1719554400000,3445.01,BODY_ZONE,PULLBACK,1,1,3448.62,3455.79,3446.31,3455.19,4666.9911
1h,25,0.7038445999926095,10525,10544,16,1719561600000,3438.24,SWING_LOW,REJECTION,0,0,3431.82,3439.2,3420.24,3439.0,9869.7243
1h,25,0.7038445999926095,10525,10544,17,1719565200000,3445.01,BODY_ZONE,TEST,1,0,3439.01,3443.96,3433.27,3441.36,5435.1741
1h,25,0.7038445999926095,10525,10544,18,1719568800000,3438.24,SWING_LOW,HOLD,1,1,3441.35,3451.27,3438.88,3446.81,8112.5401
1h,25,0.7038445999926095,10525,10544,19,1719572400000,3445.01,BODY_ZONE,TEST,1,0,3446.8,3461.39,3443.16,3452.78,7033.4663
4h,1,0.7676208850038271,1025,1044,10,1660507200000,1963.7525,BODY_ZONE+SWING_LOW,REJECTION,0,1,1931.42,1960.23,1917.0,1935.31,83452.2372
4h,1,0.7676208850038271,1025,1044,11,1660521600000,1982.065,BODY_ZONE,PULLBACK,0,1,1935.32,2012.47,1923.0,1986.33,171447.8016
4h,2,0.759953383416831,1475,1494,10,1666987200000,1578.58,SWING_HIGH,REJECTION,0,1,1557.37,1574.9,1551.79,1554.41,64336.0007
4h,2,0.759953383416831,1475,1494,11,1667001600000,1547.569375,BODY_ZONE+SWING_LOW,HOLD,0,0,1554.4,1594.0,1547.66,1589.52,104337.6908
4h,2,0.759953383416831,1475,1494,12,1667016000000,1578.58,SWING_HIGH,TEST,1,1,1589.53,1604.9,1574.62,1594.77,111834.9608
