rank,candidate_start,candidate_end,position,index,state,body_pct,range_ratio,upper_wick_pct,lower_wick_pct,close_location
7,12192,12211,4,12195,BEARISH|MEDIUM_BODY|EXPANSION|LOWER_REJECTION,0.3163234855267037,1.9787422497785843,0.017606684571773848,0.6660698299015225,0.6660698299015225
7,12192,12211,5,12196,BULLISH|LARGE_BODY|NORMAL_RANGE|CLOSE_HIGH|STRONG_BULL,0.6821428571428547,1.11585539424992,0.2448979591836607,0.07295918367348457,0.7551020408163394
7,12192,12211,6,12197,BEARISH|MEDIUM_BODY|NORMAL_RANGE|LOWER_REJECTION,0.3096702068194524,1.0205362236166515,0.22023476802683525,0.4700950251537124,0.4700950251537124
7,12192,12211,7,12198,BEARISH|LARGE_BODY|NORMAL_RANGE,0.6866510538641647,1.1910739191073898,0.006088992974244014,0.30725995316159127,0.30725995316159127
7,12192,12211,8,12199,BEARISH|SMALL_BODY|COMPRESSION|LOWER_REJECTION,0.11529411764704313,0.7273245864232756,0.2909803921568656,0.5937254901960912,0.5937254901960912
7,12192,12211,9,12200,BEARISH|SMALL_BODY|COMPRESSION|UPPER_REJECTION,0.13777267508608645,0.514319456746387,0.563719862227358,0.2985074626865555,0.2985074626865555
7,12192,12211,10,12201,BULLISH|SMALL_BODY|EXPANSION|UPPER_REJECTION|LOWER_REJECTION,0.03774442928603618,1.2984942426926396,0.39290586630286306,0.5693497044111008,0.6070941336971369
7,12192,12211,11,12202,BULLISH|MEDIUM_BODY|EXPANSION|UPPER_REJECTION,0.41484564689559716,1.7023914968999128,0.42525147415885517,0.15990287894554767,0.5747485258411449
7,12192,12211,12,12203,BEARISH|MEDIUM_BODY|EXPANSION,0.48805129201476133,3.0392677886035093,0.2490771323100855,0.2628715756751532,0.2628715756751532
7,12192,12211,13,12204,BEARISH|SMALL_BODY|EXPANSION|LOWER_REJECTION,0.19460370994941156,1.6913861950941063,0.27824620573356157,0.5271500843170268,0.5271500843170268
7,12192,12211,14,12205,BULLISH|MEDIUM_BODY|COMPRESSION|LOWER_REJECTION,0.3339238263950393,0.6440387906446081,0.30380868024803387,0.3622674933569268,0.6961913197519661
7,12192,12211,15,12206,BULLISH|LARGE_BODY|NORMAL_RANGE|CLOSE_HIGH|STRONG_BULL,0.8382154123479187,1.1837823419578652,0.0,0.1617845876520812,1.0
7,12192,12211,16,12207,BEARISH|MEDIUM_BODY|COMPRESSION,0.487944890929989,0.46465724193116203,0.2514351320321131,0.2606199770378979,0.2606199770378979
7,12192,12211,17,12208,BEARISH|LARGE_BODY|EXPANSION|LOWER_REJECTION,0.6058739933680773,2.2523339557215523,0.016816674561819803,0.3773093320701028,0.3773093320701028
7,12192,12211,18,12209,BULLISH|SMALL_BODY|NORMAL_RANGE|UPPER_REJECTION,0.24300254452927558,0.8386236329687858,0.6704834605598027,0.08651399491092175,0.3295165394401973
7,12192,12211,19,12210,BULLISH|SMALL_BODY|EXPANSION|LOWER_REJECTION|CLOSE_HIGH,0.14922623434046428,1.3255189255189253,0.19528371407515668,0.655490051584379,0.8047162859248433
7,12192,12211,20,12211,BEARISH|SMALL_BODY|NORMAL_RANGE|LOWER_REJECTION|CLOSE_HIGH,0.009104704097108571,0.961575875486383,0.16793120890238578,0.8229640870005056,0.8229640870005056
8,12143,12162,1,12143,BEARISH|MEDIUM_BODY|EXPANSION|UPPER_REJECTION|CLOSE_LOW,0.2548399841959813,1.5998735777496869,0.7131568549980153,0.03200316080600345,0.03200316080600345
8,12143,12162,2,12144,BEARISH|LARGE_BODY|NORMAL_RANGE|CLOSE_LOW|STRONG_BEAR,0.8692767086927516,0.9725717973540026,0.04644990046451661,0.08427339084273179,0.08427339084273179
8,12143,12162,3,12145,BULLISH|MEDIUM_BODY|COMPRESSION|UPPER_REJECTION,0.2755813953488274,0.5650459921156303,0.4209302325581313,0.30348837209304125,0.5790697674418687
8,12143,12162,4,12146,BULLISH|MEDIUM_BODY|COMPRESSION,0.369970559371946,0.6991423670668657,0.3002944062806738,0.3297350343473802,0.6997055937193263
