timeframe,rank,story_similarity,sequence_similarity,feature_similarity,screen_similarity,candidate_start,candidate_end,open_time,close_time,interaction_count,break_count,hold_count,rejection_count,pullback_count,repeated_level_tests,reaction_expansion_count,swing_high_tests,swing_low_tests,body_zone_tests,first_direction,second_direction,direction_shift,first_range,second_range,range_shift,first_body,second_body,body_shift,first_close_location,second_close_location,close_location_shift,first_interaction_position,last_interaction_position,level_count,story,story_event_count,story_phase_count
1h,19,0.5439763524793189,0.5818749999999999,0.4302804099172755,0.6452919915563778,29739,29758,1788674400000,1788746399999,5,0,2,1,2,2,2,1,1,5,-0.2,0.4,0.6000000000000001,13.139999999999919,14.019999999999891,0.8799999999999724,4.908000000000084,5.278000000000065,0.36999999999998145,0.5369774245992456,0.5446084937599595,0.007631069160713877,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,5,6
1h,20,0.543401765638349,0.5944444444444444,0.39027372922006276,0.683250544983845,5048,5067,1699786800000,1699858799999,7,0,7,3,1,4,2,4,6,3,0.0,0.2,0.2,11.029000000000043,17.089000000000077,6.060000000000034,3.525,6.973000000000002,3.4480000000000017,0.5542901042007353,0.6142999768885877,0.060009872687852406,1.0,1.7,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,9
1h,21,0.5430024278928672,0.575625,0.44513471157146883,0.6648934397598527,27137,27156,1779307200000,1779379199999,7,0,3,1,5,4,2,0,4,3,-0.2,0.4,0.6000000000000001,10.966000000000031,13.815000000000055,2.8490000000000233,4.138000000000011,5.989000000000033,1.8510000000000222,0.4856327437556409,0.4715971072951991,-0.014035636460441814,1.1,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,7,8
1h,22,0.5419586456272132,0.5364583333333333,0.5584595825088527,0.6651964634684014,29978,29997,1789534800000,1789606799999,6,0,4,4,3,2,2,4,2,4,0.0,0.2,0.2,16.555000000000017,24.935999999999968,8.38099999999995,7.171000000000004,6.930000000000018,-0.24099999999998545,0.6350792208741898,0.5003624163834375,-0.1347168044907523,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,6,8
1h,23,0.5323832369846244,0.5360119047619047,0.5214972336527836,0.6751539748785949,28075,28094,1782684000000,1782755999999,5,0,4,2,2,3,2,3,2,5,0.0,0.4,0.4,18.45999999999999,21.166000000000032,2.706000000000042,6.3699999999999815,7.632999999999948,1.2629999999999661,0.574117555918541,0.5198866594354365,-0.05423089648310442,1.2,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,5,7
1h,24,0.5262363581877487,0.5677083333333333,0.40182043275099527,0.6612905887692978,19695,19714,1752516000000,1752587999999,8,0,2,3,4,5,2,0,4,8,0.0,0.4,0.4,26.846000000000004,28.689999999999962,1.8439999999999586,10.527000000000044,12.51600000000003,1.9889999999999866,0.5525269737752566,0.6438835805435583,0.0913566067683017,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,8,8
1h,25,0.5233189137502531,0.5802083333333333,0.3526506550010124,0.6479305702346879,24164,24183,1768604400000,1768676399999,3,0,0,0,1,2,1,3,0,3,0.0,0.4,0.4,6.616000000000031,10.655000000000154,4.039000000000123,2.089000000000078,5.011999999999944,2.9229999999998655,0.6422333637856005,0.5695401435372931,-0.07269322024830738,1.0,1.2,2,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,3,6
4h,1,0.9029438635058659,1.0,0.6117754540234636,0.6426206016691753,9979,9998,1789300800000,1789588799999,2,0,1,1,1,0,2,0,2,1,0.0,-0.2,-0.2,40.90999999999999,47.09899999999993,6.188999999999943,18.813000000000056,18.464999999999826,-0.3480000000002299,0.5006523445715145,0.4612520078546282,-0.03940033671688631,1.1,1.2,4,INITIAL_BALANCED_BEHAVIOUR -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST,2,5
4h,2,0.6346260647104154,0.7350000000000001,0.3335042588416617,0.6109457883086502,2376,2395,1679817600000,1680105599999,6,0,4,1,3,3,2,4,2,5,0.0,0.2,0.2,33.137000000000036,32.39000000000003,-0.747000000000007,15.760000000000058,13.518999999999982,-2.241000000000076,0.4907240003660605,0.5725249405639368,0.08180094019787626,1.2,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER,6,6
4h,3,0.5702552240306414,0.66,0.3010208961225657,0.6176140168433147,2619,2638,1683316800000,1683604799999,7,0,6,4,4,5,3,3,4,0,-0.4,-0.2,0.2,31.33099999999995,33.943000000000005,2.612000000000055,15.994000000000028,15.161000000000012,-0.8330000000000162,0.4454112993219301,0.5054266665006726,0.06001536717874251,1.0,1.9,6,INITIAL_BEARISH_BIAS -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,7,5
4h,4,0.5611431805576368,0.65,0.29457272223054703,0.6281865767123406,5248,5267,1721174400000,1721462399999,7,0,3,2,1,4,3,0,3,4,0.0,0.2,0.2,56.339000000000034,48.15700000000002,-8.182000000000016,28.2599999999999,24.52699999999995,-3.7329999999999472,0.41015786125453413,0.5697698173734391,0.159611956118905,1.0,1.6,3,INITIAL_BALANCED_BEHAVIOUR -> REPEATED_TEST_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,7,6
4h,5,0.5609620327039332,0.65,0.2938481308157327,0.6315016657014066,1238,1257,1663430400000,1663718399999,8,0,0,3,3,6,2,0,0,8,-0.2,0.2,0.4,38.053,41.851999999999954,3.798999999999957,20.972000000000026,17.57099999999998,-3.401000000000046,0.39176648158371885,0.5174039174241305,0.12563743584041165,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,8,6
4h,6,0.52638240773933,0.5678571428571428,0.40195820238589125,0.6192937906701915,3544,3563,1696636800000,1696924799999,3,0,1,1,1,1,2,0,2,3,-0.2,-0.2,0.0,10.131999999999994,18.30800000000006,8.176000000000066,6.115000000000054,7.179000000000019,1.0639999999999645,0.3449987074125905,0.5253760559524445,0.18037734853985404,1.0,1.3,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST,3,7
4h,7,0.5201431389194495,0.585,0.3255725556777984,0.6075209274476788,3146,3165,1690905600000,1691193599999,4,0,4,2,2,3,4,4,0,4,-0.2,0.0,0.2,16.815999999999963,15.613999999999965,-1.2019999999999982,8.751000000000023,6.0899999999999865,-2.661000000000036,0.44462481505689383,0.5279103142686802,0.08328549921178635,1.1,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,4,6
4h,8,0.5161181741942934,0.585,0.3094726967771736,0.6271400055844149,2618,2637,1683302400000,1683590399999,6,0,6,5,4,4,3,3,3,3,-0.2,-0.2,0.0,33.87499999999996,33.91099999999999,0.036000000000029786,19.430000000000042,15.090000000000009,-4.340000000000034,0.4951863624081814,0.5066738626448251,0.011487500236643633,1.0,1.7,5,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,6,6
4h,9,0.5153865535562544,0.5678571428571428,0.35797478565358903,0.607439982789865,2375,2394,1679803200000,1680091199999,5,0,5,2,3,3,2,3,2,2,0.0,0.4,0.4,32.01700000000003,32.08300000000004,0.0660000000000096,14.994000000000051,14.226999999999999,-0.7670000000000528,0.4676232599400592,0.5994443588684087,0.13182109892834953,1.3,1.7,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,5,7
4h,10,0.511637085278723,0.5680000000000001,0.34254834111489174,0.6321929129111855,2620,2639,1683331200000,1683619199999,6,0,5,3,3,4,2,2,4,0,-0.4,-0.2,0.2,33.16299999999994,32.818000000000005,-0.3449999999999349,17.225000000000044,14.200999999999999,-3.0240000000000453,0.4214228004230868,0.5472851059678069,0.1258623055447201,1.0,1.8,5,INITIAL_BEARISH_BIAS -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,6,5
4h,11,0.503772132975996,0.5166071428571428,0.46526710333255566,0.6207364496740918,8857,8876,1773144000000,1773431999999,5,0,1,1,2,2,3,3,1,1,-0.2,0.4,0.6000000000000001,43.96699999999996,48.16500000000008,4.198000000000114,20.061000000000035,17.458999999999968,-2.602000000000068,0.39147958553873274,0.5348385771213844,0.14335899158265164,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,5,8
4h,12,0.5033599618868321,0.5680000000000001,0.30943984754732795,0.6441091804012273,8860,8879,1773187200000,1773475199999,8,0,1,1,4,6,1,5,0,3,0.2,0.0,-0.2,38.96199999999999,46.128000000000064,7.166000000000075,18.907999999999994,16.853999999999996,-2.0539999999999985,0.4399528825532718,0.4673918833094823,0.027439000756210474,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,8,5
4h,13,0.5022689252906534,0.5680000000000001,0.3050757011626133,0.5969304323179405,5448,5467,1724054400000,1724342399999,6,0,1,2,3,4,3,0,1,5,0.0,0.2,0.2,50.87099999999996,44.688999999999986,-6.181999999999974,27.59399999999996,21.74899999999989,-5.84500000000007,0.4886662533853774,0.6185614759535187,0.12989522256814134,1.0,1.7,3,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,6,5
4h,14,0.5021301020514933,0.5680000000000001,0.3045204082059732,0.6975661935148451,8859,8878,1773172800000,1773460799999,8,0,1,2,5,5,1,5,0,3,0.0,0.2,0.2,36.27199999999998,48.068000000000076,11.796000000000099,18.008999999999993,15.434999999999992,-2.5740000000000016,0.44064777621488227,0.5034866525956138,0.06283887638073149,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,8,5
4h,15,0.5017921880053169,0.585,0.2521687520212679,0.6136094854053897,5249,5268,1721188800000,1721476799999,7,0,6,3,2,5,3,4,3,4,0.0,0.0,0.0,54.52900000000004,43.86200000000004,-10.667000000000002,26.27999999999988,23.15399999999995,-3.12599999999993,0.4263877431281459,0.5330377095154187,0.10664996638727281,1.1,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,7,6
4h,16,0.49491473973056316,0.49,0.5096589589222527,0.596657367089854,9473,9492,1782014400000,1782302399999,2,0,2,1,1,0,1,1,1,1,0.0,0.0,0.0,26.045999999999957,28.399,2.353000000000044,14.23400000000006,9.895999999999981,-4.338000000000079,0.46702092653784966,0.49769773427119646,0.0306768077333468,1.0,1.1,5,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,2,5
4h,17,0.48478689732073527,0.5378571428571428,0.32557616071151263,0.602664825825585,836,855,1657641600000,1657929599999,2,0,1,0,1,0,2,1,0,2,0.0,0.2,0.2,36.97000000000001,45.99700000000003,9.027000000000015,17.482000000000017,23.91899999999996,6.436999999999944,0.5199367858102147,0.5606779191930995,0.040741133382884764,1.0,1.1,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST,2,7
4h,18,0.4743453314738023,0.5680000000000001,0.19338132589520904,0.6738904191664039,4191,4210,1705953600000,1706241599999,7,0,0,2,1,6,2,0,0,7,0.0,0.2,0.2,53.05899999999997,35.01700000000001,-18.04199999999996,30.53800000000001,16.477999999999973,-14.060000000000038,0.43564506036367456,0.5354015628098979,0.09975650244622336,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,7,5
4h,19,0.4677703632559904,0.49,0.40108145302396175,0.6393608023904331,3550,3569,1696723200000,1697011199999,4,0,3,0,2,3,1,0,4,0,-0.2,-0.2,0.0,16.024000000000022,20.17100000000007,4.147000000000048,9.550000000000068,5.36099999999999,-4.189000000000078,0.4348599306418177,0.5429542643308503,0.10809433368903254,1.0,1.3,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,4,5
4h,20,0.465670160717964,0.5178571428571429,0.3091092143004273,0.6382782657898084,2939,2958,1687924800000,1688212799999,4,0,1,1,1,2,3,2,0,2,0.0,0.2,0.2,22.69000000000001,37.169000000000004,14.478999999999996,12.370999999999981,18.107999999999993,5.7370000000000125,0.5369791192267295,0.5915536360756539,0.05457451684892445,1.0,1.5,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,4,8
4h,21,0.46358631473407963,0.535,0.2493452589363186,0.5937263989219681,3321,3340,1693425600000,1693713599999,8,0,7,2,5,6,2,0,7,1,0.0,0.0,0.0,18.465999999999962,14.345000000000004,-4.120999999999958,10.519000000000029,5.815999999999986,-4.703000000000043,0.5090725542408889,0.5375105110820017,0.02843795684111272,1.0,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,8,6
4h,22,0.4599242655840101,0.5086363636363636,0.31378797142694986,0.6860169305848635,8858,8877,1773158400000,1773446399999,8,0,2,2,4,5,3,5,0,3,-0.2,0.2,0.4,38.55199999999998,49.68800000000006,11.136000000000081,20.027000000000022,16.753999999999998,-3.2730000000000246,0.392953385789536,0.47759576996332986,0.08464238417379388,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTIONAL_SHIFT -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,8,11
4h,23,0.4564577709013465,0.5166071428571428,0.27600965503395747,0.6049204655688144,1237,1256,1663416000000,1663703999999,8,0,0,3,4,6,2,0,0,8,-0.2,0.4,0.6000000000000001,38.86200000000001,40.82999999999997,1.967999999999961,22.676,15.421000000000003,-7.2549999999999955,0.4101557394411343,0.5604277325526974,0.15027199311156308,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,8,8
4h,24,0.4547596495868705,0.5178571428571429,0.26546716977605317,0.6011274645454723,8733,8752,1771358400000,1771646399999,7,0,5,3,3,5,2,0,7,5,0.2,0.2,0.0,36.4,31.918000000000006,-4.481999999999992,19.091999999999985,11.020000000000028,-8.071999999999957,0.5514780091410885,0.5371562028130215,-0.01432180632806701,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,7,8
4h,25,0.4534273075752805,0.4521428571428572,0.4572806588725503,0.592518026675407,7787,7806,1757736000000,1758023999999,4,0,2,1,2,2,3,0,3,4,-0.4,-0.6,-0.19999999999999996,52.26899999999996,56.26799999999994,3.998999999999974,28.01199999999999,23.83000000000011,-4.181999999999881,0.36104873863246073,0.44968486684436393,0.0886361282119032,1.0,1.3,4,INITIAL_BEARISH_BIAS -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,4,7
1d,1,0.845524281235434,0.9233333333333333,0.612097124941736,0.816848306153207,2979,2998,1787788800000,1789516799999,7,0,2,1,4,4,2,1,1,5,0.0,-0.2,-0.2,97.80800000000013,100.854,3.0459999999998644,44.61900000000001,40.29599999999996,-4.32300000000005,0.5142566950755508,0.417797776881134,-0.09645891819441682,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> REPEATED_TEST_CLUSTER -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,6
1d,2,0.7181401936053033,0.8583333333333334,0.29756077442121326,0.6002598360278463,1681,1700,1675641600000,1677369599999,9,0,3,4,3,6,1,3,0,6,-0.2,-0.4,-0.2,76.38999999999996,70.70400000000004,-5.685999999999922,45.78200000000002,25.416999999999984,-20.365000000000034,0.5632210938348945,0.4547474003934598,-0.1084736934414347,1.0,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,9,6
1d,3,0.6841497113833531,0.7816666666666666,0.3915988455334128,0.6135571915565984,1680,1699,1675555200000,1677283199999,9,0,4,3,4,5,1,4,1,6,-0.4,-0.2,0.2,69.09599999999996,79.28400000000003,10.188000000000073,37.59700000000002,36.01699999999998,-1.580000000000041,0.49748588729511123,0.4789314722569591,-0.01855441503815214,1.0,1.9,5,INITIAL_BEARISH_BIAS -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,9,6
1d,4,0.6279078479993202,0.7166666666666667,0.3616313919972808,0.6650166445737491,1759,1778,1682380800000,1684108799999,8,0,4,2,3,6,1,0,4,4,0.0,-0.4,-0.4,75.81499999999997,76.249,0.4340000000000259,28.11099999999997,34.48000000000004,6.369000000000071,0.5147086046991453,0.4509724204204007,-0.06373618427874456,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,8,6
1d,5,0.6267166103445946,0.7166666666666667,0.3568664413783785,0.5884682313328347,1608,1627,1669334400000,1671062399999,6,0,6,2,4,4,1,6,5,5,0.0,0.0,0.0,51.521,50.69900000000005,-0.821999999999953,30.64799999999998,21.56199999999999,-9.085999999999988,0.5388626606140666,0.4699257569569041,-0.06893690365716254,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,6,6
1d,6,0.5949374944632527,0.7350000000000001,0.17474997785301086,0.6014205016764259,982,1001,1615248000000,1616975999999,6,0,4,2,3,4,1,1,5,1,0.0,-0.2,-0.2,120.901,98.99999999999997,-21.901000000000025,56.51399999999997,41.756000000000014,-14.757999999999953,0.583308326053704,0.45266805843880376,-0.13064026761490022,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,6,5
1d,7,0.5805966735747234,0.7027380952380952,0.21417240858460845,0.694393587592546,2977,2996,1787616000000,1789343999999,9,0,2,3,5,7,1,2,0,7,0.0,-0.2,-0.2,101.48500000000013,86.12800000000001,-15.357000000000113,47.38600000000001,32.298,-15.088000000000008,0.5335356437059693,0.453519448243391,-0.08001619546257827,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> HOLD_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> PULLBACK_CLUSTER,9,7
1d,8,0.5548870440183176,0.635,0.31454817607327046,0.620231497654129,87,106,1537920000000,1539647999999,5,0,5,4,1,3,2,1,4,4,0.0,0.0,0.0,15.061999999999998,13.953,-1.1089999999999982,5.813,7.752999999999995,1.939999999999995,0.5300437486190005,0.49631895278558497,-0.03372479583341553,1.0,1.9,2,INITIAL_BALANCED_BEHAVIOUR -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,5,5
1d,9,0.5407165525034578,0.65,0.21286621001383121,0.6071439215299553,2176,2195,1718409600000,1720137599999,9,0,6,1,6,7,2,0,9,0,-0.2,-0.2,0.0,129.31899999999996,118.48899999999995,-10.830000000000013,57.931999999999974,66.18599999999992,8.253999999999948,0.5412539405822162,0.37272958274219675,-0.16852435784001946,1.0,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,9,5
1d,10,0.5180767418363863,0.5633333333333334,0.3823069673455451,0.5934787405086173,1987,2006,1702080000000,1703807999999,9,0,6,5,5,6,1,4,2,3,0.0,0.0,0.0,98.83599999999997,102.47800000000002,3.6420000000000528,44.95100000000002,47.81299999999997,2.861999999999945,0.47967663862340715,0.49901986871584114,0.019343230092433994,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> REJECTION_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,9,6
1d,11,0.5123799610716486,0.575,0.32451984428659475,0.6212938970918109,89,108,1538092800000,1539820799999,4,0,4,1,2,2,1,4,3,3,0.0,0.0,0.0,11.751,14.293999999999997,2.5429999999999975,4.200999999999999,7.686999999999995,3.485999999999996,0.5175880008045389,0.4655076196432109,-0.052080381161328015,1.0,1.7,2,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,4,6
1d,12,0.5097533951856456,0.575,0.31401358074258245,0.5946667938775266,1758,1777,1682294400000,1684022399999,8,0,4,3,1,6,2,0,4,4,0.0,-0.6,-0.6,79.05999999999997,77.98599999999999,-1.0739999999999839,27.32299999999998,36.87600000000002,9.55300000000004,0.5372782781553368,0.4435972076624729,-0.0936810704928639,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,8,6
1d,13,0.5070098102548628,0.5475000000000001,0.38553924101945075,0.6025617058795019,1750,1769,1681603200000,1683331199999,5,0,4,1,4,3,1,3,2,3,0.0,0.0,0.0,84.099,80.46599999999997,-3.633000000000038,45.74400000000005,37.30799999999997,-8.436000000000078,0.48544722284033376,0.5260181322517838,0.040570909411450085,1.2,1.7,4,INITIAL_BALANCED_BEHAVIOUR -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,5,4
1d,14,0.5000299563727514,0.585,0.24511982549100583,0.610393651462644,2177,2196,1718496000000,1720223999999,7,0,6,2,5,4,1,0,7,6,-0.2,-0.4,-0.2,126.60199999999995,139.07699999999994,12.474999999999994,53.45500000000002,69.76099999999988,16.305999999999862,0.5241844336382175,0.36820675231295785,-0.1559776813252597,1.0,1.7,5,INITIAL_BALANCED_BEHAVIOUR -> BODY_EXPANSION -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,7,5
1d,15,0.49814976621615564,0.5366666666666666,0.3825990648646227,0.6355444777987791,2976,2995,1787529600000,1789257599999,6,0,6,1,3,4,0,2,4,4,0.0,0.0,0.0,96.33700000000007,95.54400000000005,-0.7930000000000206,37.71499999999996,38.97600000000002,1.2610000000000596,0.5007245421753896,0.5165281315600081,0.015803589384618455,1.1,1.9,2,INITIAL_BALANCED_BEHAVIOUR -> HOLD_CLUSTER -> REJECTION_CLUSTER,6,3
1d,16,0.496199128588951,0.533690476190476,0.3837250857843757,0.5895780127088508,1614,1633,1669852800000,1671580799999,5,0,1,0,3,2,3,1,1,3,0.0,-0.2,-0.2,48.25000000000004,55.91700000000005,7.667000000000009,27.25699999999997,30.368000000000052,3.1110000000000824,0.4929313582909379,0.47352519917975444,-0.019406159111183485,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER,5,7
