timeframe,rank,story_similarity,sequence_similarity,feature_similarity,screen_similarity,candidate_start,candidate_end,open_time,close_time,interaction_count,break_count,hold_count,rejection_count,pullback_count,repeated_level_tests,reaction_expansion_count,swing_high_tests,swing_low_tests,body_zone_tests,first_direction,second_direction,direction_shift,first_range,second_range,range_shift,first_body,second_body,body_shift,first_close_location,second_close_location,close_location_shift,first_interaction_position,last_interaction_position,level_count,story,story_event_count,story_phase_count
5m,1,0.8178549512609534,0.9017857142857143,0.5660626621866711,0.6797732251199987,6827,6846,1782662100000,1782668099999,6,0,3,2,2,4,3,0,3,6,-0.2,0.4,0.6000000000000001,3.6800000000000184,3.383999999999992,-0.29600000000002646,1.7770000000000437,1.36400000000001,-0.41300000000003356,0.43182724054334737,0.5475494452666699,0.11572220472332256,1.2,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,6,7
5m,2,0.7706418330365287,0.885,0.4275673321461143,0.6613741578635541,29475,29494,1789456500000,1789462499999,9,0,1,2,4,7,2,0,2,9,-0.2,0.4,0.6000000000000001,4.411999999999944,3.885000000000036,-0.5269999999999078,2.4409999999999856,1.3460000000000492,-1.0949999999999365,0.34901104606427447,0.5312237351238382,0.18221268905956378,1.1,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,9,5
5m,3,0.7706375044222614,0.8466666666666666,0.5425500176890461,0.6697977215959722,27054,27073,1788730200000,1788736199999,6,0,5,3,1,3,1,2,3,4,0.0,0.6,0.6,5.1720000000000255,4.441000000000031,-0.7309999999999945,2.594000000000051,2.054000000000042,-0.5400000000000089,0.39759357093635134,0.6718855743643621,0.2742920034280108,1.1,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,6,6
5m,4,0.7514601072112057,0.8,0.6058404288448227,0.6628430896987094,10661,10680,1783812300000,1783818299999,7,0,3,1,3,4,0,1,2,5,-0.2,0.2,0.4,4.9540000000000415,4.120000000000028,-0.8340000000000138,2.6610000000000356,1.7680000000000518,-0.8929999999999838,0.39704404718328756,0.5429777828215672,0.1459337356382796,1.1,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> HOLD_CLUSTER,7,5
5m,5,0.696498860398502,0.7166666666666667,0.6359954415940079,0.6513331108739225,934,953,1780894200000,1780900199999,6,0,3,2,2,3,1,1,3,3,-0.4,0.4,0.8,5.697000000000026,5.184000000000014,-0.5130000000000114,3.2529999999999974,2.604000000000019,-0.6489999999999783,0.39913179051066405,0.6334968569648245,0.23436506645416044,1.0,1.5,3,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,6,6
5m,6,0.6889698861521675,0.7744047619047618,0.43266525889438484,0.6420025314293595,6828,6847,1782662400000,1782668399999,8,0,3,2,5,6,3,0,4,8,-0.2,0.2,0.4,3.990000000000009,3.3919999999999844,-0.5980000000000247,1.904000000000019,1.3590000000000146,-0.5450000000000044,0.41863322479771164,0.505979821370767,0.08734659657305538,1.1,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,8,7
5m,7,0.682587364579667,0.7350000000000001,0.5253494583186676,0.6440617021887982,6825,6844,1782661500000,1782667499999,4,0,0,0,1,3,2,0,0,4,-0.4,0.4,0.8,3.7540000000000417,3.3659999999999854,-0.3880000000000563,1.8520000000000665,1.2320000000000164,-0.6200000000000501,0.421261092131404,0.5078431906572412,0.08658209852583715,1.4,1.7,4,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,4,5
5m,8,0.671151749843057,0.7584523809523809,0.4092498565150857,0.6378603459749175,4193,4212,1781871900000,1781877899999,6,0,2,0,2,4,3,6,0,4,0.0,0.4,0.4,5.469000000000006,4.934999999999991,-0.5340000000000149,3.2710000000000266,2.2919999999999847,-0.9790000000000418,0.4880482415878794,0.6325851257136786,0.14453688412579924,1.0,1.5,5,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,6,7
5m,9,0.6708470947205732,0.7606547619047619,0.40142409316800765,0.6455264301459944,4194,4213,1781872200000,1781878199999,6,0,3,1,1,3,3,6,0,3,-0.2,0.4,0.6000000000000001,5.9950000000000045,4.860000000000014,-1.134999999999991,3.590000000000009,2.2440000000000055,-1.3460000000000036,0.42867671149683073,0.6406440661682615,0.2119673546714308,1.0,1.9,6,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER,6,8
5m,10,0.6656025139859953,0.7350000000000001,0.4574100559439815,0.6499097901918575,19760,19779,1786542000000,1786547999999,5,0,4,3,4,4,1,0,5,0,-0.4,0.4,0.8,5.400000000000023,4.608999999999992,-0.7910000000000306,2.8159999999999856,2.1509999999999763,-0.6650000000000094,0.3577397076465812,0.6302578619753898,0.2725181543288086,1.0,1.7,4,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,5,5
5m,11,0.6569762894721765,0.685,0.5729051578887056,0.6428266962541561,16021,16040,1785420300000,1785426299999,5,0,4,2,1,3,0,1,4,5,-0.2,0.4,0.6000000000000001,4.628999999999974,4.00300000000002,-0.6259999999999541,2.0980000000000016,1.6589999999999918,-0.4390000000000098,0.38798874667226685,0.6002007517714096,0.2122120050991428,1.1,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> HOLD_CLUSTER -> REJECTION_CLUSTER,5,5
5m,12,0.6519183619840083,0.7051190476190475,0.4923163050788906,0.6406562987960338,29297,29316,1789403100000,1789409099999,8,0,2,3,4,6,1,0,2,8,0.0,0.4,0.4,5.80300000000002,4.897000000000025,-0.9059999999999953,3.4450000000001184,2.5249999999999546,-0.9200000000001638,0.4827345558515206,0.5377928737204147,0.05505831786889415,1.0,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> COUNTERMOVE_AND_RENEWAL -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,8,7
5m,13,0.6474798589502544,0.7350000000000001,0.3849194358010175,0.6521141609090486,29476,29495,1789456800000,1789462799999,10,0,2,2,3,8,2,0,3,10,-0.4,0.6,1.0,4.250999999999976,3.6600000000000366,-0.5909999999999398,2.4460000000000037,1.319000000000051,-1.1269999999999527,0.28772610229757045,0.5855758267964071,0.2978497244988366,1.0,1.9,5,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,10,5
5m,14,0.647165844696013,0.7166666666666667,0.4386633787840521,0.6455134808432463,22869,22888,1787474700000,1787480699999,5,0,5,1,3,3,1,5,3,5,-0.4,0.4,0.8,4.067999999999984,3.58799999999992,-0.4800000000000635,2.3370000000000344,1.5460000000000491,-0.7909999999999853,0.3695564587517552,0.5295531412417129,0.15999668248995774,1.1,1.9,3,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,5,6
5m,15,0.6401813780685371,0.7027380952380952,0.4525112265598631,0.6764593785131394,29298,29317,1789403400000,1789409399999,9,0,4,4,3,6,1,1,3,8,0.0,0.6,0.6,5.455999999999994,4.820000000000027,-0.6359999999999673,3.0410000000000763,2.4409999999999856,-0.6000000000000907,0.4790651986196436,0.5829783776408495,0.10391317902120589,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> COUNTERMOVE_AND_RENEWAL -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> HOLD_CLUSTER,9,7
5m,16,0.6395236124130323,0.7350000000000001,0.3530944496521294,0.6460551131499105,11280,11299,1783998000000,1784003999999,6,0,5,0,3,5,2,6,0,0,-0.2,0.6,0.8,2.9989999999999553,2.6140000000000327,-0.3849999999999225,1.9160000000000081,1.254000000000019,-0.661999999999989,0.4165004296638636,0.6637002777237939,0.24719984805993034,1.0,1.6,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,6,5
5m,17,0.6292428277214878,0.7119047619047619,0.3812570251716653,0.6607135860463883,23319,23338,1787609700000,1787615699999,7,0,7,1,4,4,3,5,2,4,-0.2,0.4,0.6000000000000001,4.5210000000000035,3.6949999999999363,-0.8260000000000671,2.479999999999973,1.9660000000000764,-0.5139999999998965,0.4313737816842716,0.5164653564654376,0.08509157478116597,1.1,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,8
5m,18,0.628956686819342,0.6334523809523809,0.6154696044202254,0.6877646998914436,29981,30000,1789608300000,1789614299999,4,0,1,1,2,2,1,1,1,4,0.0,0.4,0.4,6.460000000000082,4.6300000000000185,-1.8300000000000631,3.591999999999962,2.533000000000084,-1.058999999999878,0.44969479896159203,0.5893479022832906,0.13965310332169856,1.2,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,4,7
5m,19,0.6239762554118442,0.6725,0.47840502164737697,0.6415356818890207,26127,26146,1788452100000,1788458099999,3,0,2,0,1,2,0,3,0,3,-0.2,0.4,0.6000000000000001,5.025,4.401000000000067,-0.623999999999933,3.155000000000018,2.3970000000001166,-0.7579999999999014,0.4879518018101455,0.555611126406361,0.06765932459621549,1.0,1.4,2,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> HOLD_CLUSTER,3,4
5m,20,0.6209888045248795,0.675,0.4589552180995178,0.6536827207109462,19759,19778,1786541700000,1786547699999,6,0,4,4,4,4,1,0,5,1,-0.2,0.2,0.4,5.272000000000048,4.852999999999975,-0.4190000000000733,2.699999999999977,2.142999999999984,-0.5569999999999933,0.4159169184327731,0.5657870317885293,0.14987011335575617,1.0,1.8,5,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,6,6
5m,21,0.6165118511504943,0.6470238095238094,0.5249759760305491,0.6449564289053547,11163,11182,1783962900000,1783968899999,4,0,3,2,2,2,2,0,4,3,-0.4,0.2,0.6000000000000001,4.687999999999965,4.251999999999976,-0.4359999999999893,2.5809999999999946,2.0430000000000064,-0.5379999999999883,0.44365563529315893,0.6093310393997229,0.16567540410656395,1.2,1.9,7,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,4,7
5m,22,0.6096288849782117,0.6635416666666666,0.4478905399128468,0.6385991016597027,29302,29321,1789404600000,1789410599999,8,0,4,3,1,5,2,4,1,3,-0.2,0.8,1.0,5.498000000000002,4.949000000000024,-0.5489999999999782,3.215000000000009,2.353999999999951,-0.8610000000000584,0.3839042437927759,0.6964658341936785,0.3125615904009026,1.0,1.8,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,8,9
5m,23,0.6047205050146628,0.6418749999999999,0.4932570200586515,0.6495084749975724,19024,19043,1786321200000,1786327199999,5,0,3,3,1,3,4,3,0,5,0.0,0.6,0.6,4.602999999999975,3.91099999999999,-0.6919999999999851,2.4160000000000084,1.6359999999999446,-0.7800000000000638,0.39814080719329853,0.5774854904211838,0.17934468322788527,1.0,1.6,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,5,9
5m,24,0.5988949171696175,0.6635416666666666,0.40495466867847035,0.649314053663512,9481,9500,1783458300000,1783464299999,9,0,6,4,3,6,2,3,3,6,-0.4,0.4,0.8,4.469000000000028,3.8440000000000283,-0.6249999999999996,2.634999999999991,1.4299999999999955,-1.2049999999999954,0.4486590988896948,0.6303237773196393,0.1816646784299445,1.0,1.9,4,INITIAL_BEARISH_BIAS -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,9,9
5m,25,0.588570406274888,0.6100000000000001,0.5242816250995516,0.6382798831809527,13718,13737,1784729400000,1784735399999,3,0,0,2,0,2,0,0,0,3,0.0,0.8,0.8,6.078000000000043,5.392999999999961,-0.6850000000000822,3.459999999999991,2.4349999999999907,-1.0250000000000004,0.39239645741328766,0.5580921782691464,0.1656957208558587,1.0,1.2,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_COMPRESSION -> REJECTION_CLUSTER,3,4
15m,1,0.6705138358568555,0.6634523809523809,0.6916982005702793,0.7059239701933431,29979,29998,1789595100000,1789613099999,6,0,5,1,3,4,2,5,0,1,0.2,0.0,-0.2,9.633000000000038,10.399000000000068,0.7660000000000302,5.346999999999935,5.285999999999921,-0.061000000000013266,0.639132704114438,0.4736351715569708,-0.1654975325574672,1.0,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,6,6
15m,2,0.6559287532151943,0.7235714285714285,0.45300072714649176,0.7015382246223983,3706,3725,1765949400000,1765967399999,4,0,2,1,0,2,1,2,2,4,0.2,-0.4,-0.6000000000000001,9.011000000000058,10.177999999999974,1.1669999999999163,4.03400000000006,4.620000000000073,0.5860000000000127,0.590807725797979,0.4601082795418461,-0.13069944625613295,1.0,1.5,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,4,5
15m,3,0.6480644835140014,0.6928571428571428,0.5136865054845772,0.696472868061927,11061,11080,1772568900000,1772586899999,6,0,5,2,2,4,1,6,0,4,0.2,-0.4,-0.6000000000000001,10.854999999999972,10.92899999999995,0.07399999999997853,5.129000000000019,5.7730000000000015,0.6439999999999824,0.550907794971945,0.4048811606028789,-0.1460266343690661,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REJECTION_CLUSTER -> HOLD_CLUSTER -> REJECTION_CLUSTER,6,8
15m,4,0.6393390097425791,0.7027380952380952,0.4491417532560307,0.7103435392039181,27944,27963,1787763600000,1787781599999,6,0,4,2,2,4,3,6,0,6,0.2,-0.2,-0.4,8.586999999999989,9.84699999999998,1.259999999999991,5.3129999999998745,5.294999999999936,-0.01799999999993851,0.5748802613435066,0.5674456008616754,-0.007434660481831168,1.1,1.6,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,6,6
15m,5,0.6346089796849317,0.7416071428571429,0.31361449016829845,0.6852680991558365,23988,24007,1784203200000,1784221199999,9,0,9,5,4,6,2,7,2,7,0.2,-0.2,-0.4,8.910000000000014,9.86199999999999,0.9519999999999751,5.1149999999999185,5.7410000000000085,0.62600000000009,0.5809073576048419,0.44657160748226615,-0.13433575012257576,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> REJECTION_CLUSTER,9,8
15m,6,0.6330422406934483,0.7518181818181818,0.27671441731924784,0.6831167344045618,2537,2556,1764897300000,1764915299999,10,0,8,1,5,7,5,3,5,10,0.2,-0.2,-0.4,11.197999999999912,11.80699999999988,0.608999999999968,6.121000000000004,6.415000000000054,0.2940000000000502,0.5475740765354563,0.4551231546358926,-0.09245092189956372,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,10,11
15m,7,0.6319693362595108,0.7053571428571428,0.41180591646661463,0.6969521073219357,24333,24352,1784513700000,1784531699999,2,0,1,0,1,1,1,0,2,0,0.2,-0.4,-0.6000000000000001,7.535999999999968,8.067000000000007,0.5310000000000397,3.9430000000000063,3.5809999999999946,-0.36200000000001165,0.5543353434510095,0.4804444621818534,-0.07389088126915616,1.0,1.1,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,2,4
15m,8,0.6273112936313924,0.7053571428571428,0.3931737459541413,0.7279022424112589,16712,16731,1777654800000,1777672799999,4,0,3,0,1,3,3,0,4,4,0.2,-0.2,-0.4,5.929000000000178,6.324000000000024,0.3949999999998459,2.9250000000000456,3.1409999999999854,0.2159999999999398,0.5243691135488568,0.43913712969319796,-0.08523198385565889,1.0,1.3,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,4,4
15m,9,0.6232417470855439,0.7053571428571428,0.3768955597707473,0.6967184497124342,6252,6271,1768240800000,1768258799999,6,0,5,0,2,5,2,0,6,0,0.2,-0.4,-0.6000000000000001,11.626999999999999,9.659000000000015,-1.967999999999984,5.805000000000064,5.586999999999944,-0.21800000000011988,0.6004218730699888,0.40873576096162945,-0.1916861121083594,1.3,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,6,4
15m,10,0.6096817833304592,0.6864880952380952,0.3792628476075513,0.6910756221886576,15182,15201,1776277800000,1776295799999,9,0,4,1,4,6,3,2,2,7,0.2,-0.2,-0.4,10.390999999999986,10.29000000000001,-0.100999999999976,4.859999999999945,4.938000000000011,0.07800000000006602,0.6140116816790084,0.46847183921699137,-0.14553984246201707,1.0,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,9,9
15m,11,0.6070961257120246,0.6257142857142858,0.5512416457052415,0.6982513550027969,4376,4395,1766552400000,1766570399999,4,0,2,2,3,2,2,2,0,2,0.0,-0.4,-0.4,9.269000000000005,10.023000000000048,0.7540000000000422,4.29399999999996,4.894000000000051,0.6000000000000911,0.5269775829237087,0.4507310244991524,-0.07624655842455624,1.2,1.6,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER,4,7
15m,12,0.5971927766737122,0.6557142857142857,0.42162824955199163,0.7213384594772108,5828,5847,1767859200000,1767877199999,7,0,5,1,2,3,2,2,4,5,0.0,-0.2,-0.2,11.230000000000018,13.074999999999909,1.8449999999998905,6.215000000000055,6.312999999999965,0.09799999999991016,0.5303072567079454,0.48189761087617866,-0.04840964583176677,1.0,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,7
15m,13,0.5970705548686949,0.59875,0.5920322194747792,0.6890833393842405,29978,29997,1789594200000,1789612199999,7,0,5,1,3,5,2,5,0,2,0.0,0.0,0.0,9.548999999999978,10.047000000000072,0.4980000000000935,5.334999999999991,4.779999999999882,-0.555000000000109,0.6022730431448482,0.45598436505699863,-0.14628867808784957,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> COUNTERMOVE_AND_RENEWAL -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,8
15m,14,0.5960838769528732,0.6435714285714286,0.45362122209720723,0.6886377477280041,5832,5851,1767862800000,1767880799999,6,0,6,1,1,3,1,2,4,3,0.0,-0.4,-0.4,11.502999999999975,12.146999999999935,0.6439999999999593,5.6059999999999945,5.346000000000049,-0.2599999999999456,0.5183510318156842,0.5335823844508847,0.015231352635200479,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,6,5
15m,15,0.5774033062976862,0.57,0.599613225190745,0.6924792166117063,63,82,1762670700000,1762688699999,5,0,4,1,2,3,1,4,0,1,0.2,-0.2,-0.4,10.422999999999956,12.027000000000044,1.604000000000088,5.691999999999962,7.646000000000049,1.9540000000000868,0.5880305392938849,0.5233442881850549,-0.06468625110883008,1.0,1.8,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> HOLD_CLUSTER,5,7
15m,16,0.5679955941519588,0.6257142857142858,0.3948395194649779,0.6855049449079286,10290,10309,1771875000000,1771892999999,8,0,6,2,5,5,2,6,3,5,0.4,-0.2,-0.6000000000000001,8.130999999999995,6.9990000000000006,-1.1319999999999943,3.742000000000007,4.313000000000011,0.5710000000000042,0.5733963170351741,0.49314057137754397,-0.08025574565763016,1.0,1.9,5,INITIAL_BULLISH_BIAS -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,8,7
15m,17,0.5591554287311706,0.6226785714285714,0.36858600063896807,0.7192310509742312,14564,14583,1775721600000,1775739599999,8,0,4,4,5,5,3,2,3,5,0.2,-0.2,-0.4,6.91599999999994,6.472999999999911,-0.4430000000000289,3.8030000000000657,2.4020000000000437,-1.401000000000022,0.5350041161574816,0.471813241216012,-0.06319087494146958,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,8,9
15m,18,0.5563675549868945,0.6235714285714286,0.35475593423329244,0.7020847428659116,7711,7730,1769553900000,1769571899999,7,0,4,1,4,5,0,0,7,1,0.2,-0.4,-0.6000000000000001,9.451999999999998,8.752999999999975,-0.6990000000000229,4.332000000000062,3.645000000000073,-0.6869999999999892,0.5441238538639566,0.4793012260946526,-0.06482262776930398,1.0,1.7,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> PULLBACK_CLUSTER -> HOLD_CLUSTER,7,5
15m,19,0.55543860134263,0.6128571428571428,0.38318297679909175,0.6907463722432325,6253,6272,1768241700000,1768259699999,6,0,5,0,2,5,2,0,6,0,0.0,-0.4,-0.4,10.906999999999972,9.803000000000065,-1.1039999999999068,6.072000000000071,5.159999999999945,-0.912000000000126,0.5444800116165253,0.4279551174653262,-0.11652489415119904,1.2,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTION_CHANGE_IN_CHARACTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,6,4
15m,20,0.5524981741399858,0.6308928571428571,0.31731412513137197,0.7178468315833139,19207,19226,1779900300000,1779918299999,8,0,0,3,5,6,3,0,0,8,0.2,-0.2,-0.4,8.17899999999995,7.3279999999999745,-0.850999999999976,4.362000000000012,4.3,-0.06200000000001182,0.6314645240378052,0.4502873951116639,-0.1811771289261413,1.0,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,8,8
15m,21,0.5514279929911465,0.6128571428571428,0.36714054339315805,0.6899203931997164,680,699,1763226000000,1763243999999,2,0,0,2,1,1,1,0,0,2,0.2,-0.2,-0.4,14.70300000000002,12.22199999999998,-2.4810000000000407,7.940000000000009,6.438999999999941,-1.5010000000000678,0.5841931682440843,0.40895134466155925,-0.17524182358252505,1.0,1.2,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,2,4
